date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-51923000.0,-22987000.0,-35231000.0,-17322000.0,-1673000.0,900000.0,297000.0,-11385000.0,-9860000.0
,depreciationAndAmortization,4504000.0,4809000.0,4534000.0,3950000.0,2869000.0,1972000.0,1366000.0,1317000.0,1502000.0
,deferredIncomeTax,0.0,0.0,-395000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,25675000.0,18486000.0,11317000.0,7428000.0,2765000.0,1178000.0,1175000.0,499000.0,313000.0
,changeInWorkingCapital,-13501000.0,59083000.0,-11690000.0,-13466000.0,104877000.0,6299000.0,5563000.0,-3378000.0,-389000.0
,accountsReceivables,-1268000.0,-5273000.0,3782000.0,-4822000.0,-4515000.0,-3327000.0,-3611000.0,-6725000.0,1327000.0
,inventory,-2176000.0,10572000.0,2358000.0,-19349000.0,-15897000.0,-2783000.0,-799000.0,-6587000.0,101000.0
,accountsPayables,3491000.0,1046000.0,326000.0,-2836000.0,3883000.0,754000.0,1402000.0,5640000.0,-283000.0
,otherWorkingCapital,143771000.0,157272000.0,98189000.0,109879000.0,123345000.0,18468000.0,12169000.0,6606000.0,9984000.0
,otherNonCashItems,3680000.0,206000.0,-379000.0,95000.0,239000.0,152000.0,182000.0,1378000.0,-160000.0
,netCashProvidedByOperatingActivites,-16877000.0,4708000.0,-11777000.0,-35886000.0,-9497000.0,3456000.0,-832000.0,-14601000.0,-8853000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3074000.0,-2429000.0,-6367000.0,-6552000.0,-3530000.0,-7450000.0,-1017000.0,-468000.0,-100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-82735000.0,-72413000.0,-51651000.0,-49125000.0,-67103000.0,0.0,0.0,-2454000.0,-9707000.0
,salesMaturitiesOfInvestments,49522000.0,61743000.0,52352000.0,77075000.0,0.0,0.0,0.0,6145000.0,20985000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,349000.0,672000.0
,netCashUsedForInvestingActivites,-36287000.0,-13099000.0,-5666000.0,21398000.0,-70633000.0,-7450000.0,-817000.0,3572000.0,11852000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-257000.0,-28714000.0,-3351000.0,-3919000.0,-66549000.0,-6939000.0,-3292000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,108096000.0,0.0,0.0,105000.0,26000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-10126000.0,0.0,-600000.0,0.0,-322000.0,0.0,10056000.0,-453000.0
,netCashUsedProvidedByFinancingActivities,9902000.0,57759000.0,15688000.0,137000.0,103645000.0,7176000.0,-2590000.0,10161000.0,-427000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000.0,-9000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-43262000.0,49368000.0,-1755000.0,-14351000.0,23515000.0,3182000.0,-4239000.0,-872000.0,2563000.0
,cashAtEndOfPeriod,23636000.0,66898000.0,17530000.0,19285000.0,33636000.0,10121000.0,6939000.0,5543000.0,6415000.0
,cashAtBeginningOfPeriod,66898000.0,17530000.0,19285000.0,33636000.0,10121000.0,6939000.0,11178000.0,6415000.0,3852000.0
,operatingCashFlow,-16877000.0,4708000.0,-11777000.0,-35886000.0,-9497000.0,3456000.0,-832000.0,-14601000.0,-8853000.0
,capitalExpenditure,-3074000.0,-2429000.0,-6367000.0,-6552000.0,-3530000.0,-7450000.0,-1017000.0,-468000.0,-100000.0
,freeCashFlow,-19951000.0,2279000.0,-18144000.0,-42438000.0,-13027000.0,-3994000.0,-1849000.0,-15069000.0,-8953000.0
