Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,8056256.0,8000000.0,6630175.0,7000000.0,5578044.0,6000000.0,5211281.0,5000000.0,5029515.0,5000000.0,0.0,0.0
Stock-based compensation,2211076.0,2000000.0,2098553.0,2000000.0,1772679.0,2000000.0,1702163.0,2000000.0,1859336.0,2000000.0,0.0,0.0
Operating Cash Flow,16156189.0,16000000.0,15802098.0,16000000.0,24235648.0,24000000.0,14788857.0,15000000.0,11441800.0,11000000.0,0.0,0.0
Capital Expenditure,1030209.0,-10000000.0,4818683.0,-13000000.0,383059.0,-6000000.0,380318.0,-4000000.0,447463.0,-4000000.0,0.0,0.0
Acquisitions and disposals,-0.0,-9000000.0,-0.0,-9000000.0,-0.0,-6000000.0,-0.0,-4000000.0,-0.0,-4000000.0,-0.0,-0.0
Investment purchases and sales,-3421337.0,0,-1143913.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Investing Cash flow,-9613502.0,-10000000.0,-13325189.0,-13000000.0,-6187149.0,-6000000.0,-4203063.0,-4000000.0,-4498923.0,-4000000.0,0.0,0.0
Issuance (repayment) of debt,-0.0,,-205552.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Issuance (buybacks) of shares,-3421337.0,-3000000.0,-1143913.0,-1000000.0,-28657956.0,000000.0,-17745077.0,000000.0,-10559899.0,-1000000.0,0.0,0.0
Dividend payments,-7876323.0,,-7746655.0,,-6337568.0,,-3697588.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,-8362660.0,-8000000.0,-9644279.0,-10000000.0,-7135620.0,-7000000.0,-3400616.0,-3000000.0,-1343828.0,-1000000.0,0.0,0.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,-1819973.0,-2000000.0,-7167370.0,-7000000.0,10912879.0,11000000.0,7185178.0,7000000.0,5599049.0,6000000.0,0.0,0.0
Free Cash Flow,15125980.0,7000000.0,10983415.0,2000000.0,23852589.0,18000000.0,14408539.0,11000000.0,10994337.0,7000000.0,0.0,0.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
