date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY,1992-10-31_FY
,revenue,70871000.0,60752000.0,89437000.0,95666000.0,108252000.0,163077000.0,180293000.0,187658000.0,120603000.0,122570000.0,69777000.0,88016000.0,100735000.0,48234000.0,33288000.0,30370000.0,31386000.0,33790000.0,41231000.0,26179000.0,20715000.0,20000000.0,24300000.0,24800000.0,29400000.0,34000000.0,30100000.0,22200000.0,17000000.0
,costOfRevenue,78596000.0,82021000.0,86344000.0,92932000.0,108609000.0,150301000.0,166567000.0,180536000.0,120158000.0,135180000.0,88430000.0,118027000.0,150097000.0,75265000.0,71856000.0,65250000.0,67251000.0,86218000.0,77793000.0,33702000.0,4561000.0,12000000.0,14200000.0,15200000.0,20700000.0,26000000.0,21800000.0,14000000.0,10400000.0
,grossProfit,-7725000.0,-21269000.0,3093000.0,2734000.0,-357000.0,12776000.0,13726000.0,7122000.0,445000.0,-12610000.0,-18653000.0,-30011000.0,-49362000.0,-27031000.0,-38568000.0,-34880000.0,-35865000.0,-52428000.0,-36562000.0,-7523000.0,16154000.0,8000000.0,10100000.0,9600000.0,8700000.0,8000000.0,8300000.0,8200000.0,6600000.0
,grossProfitRatio,-0.109000860718771,-0.35009547010798,0.0345830025604616,0.0285785963665252,-0.00329786054761113,0.0783433592720003,0.0761316301797629,0.0379520190985729,0.00368979212789068,-0.102879986946235,-0.26732304340972,-0.340972095982549,-0.490018365017124,-0.560413815980429,-1.15861571737563,-1.14850181099769,-1.14270693939973,-1.5515833086712,-0.886759962164391,-0.287367737499522,0.779821385469467,0.4,0.415637860082305,0.387096774193548,0.295918367346939,0.235294117647059,0.275747508305648,0.369369369369369,0.388235294117647
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,4797000.0,13786000.0,22817000.0,20398000.0,20846000.0,17442000.0,18240000.0,15717000.0,14354000.0,16768000.0,18562000.0,19160000.0,23471000.0,27489000.0,24714000.0,21840000.0,26677000.0,8509000.0,6806000.0,3108000.0,13090000.0,1800000.0,2300000.0,1300000.0,1300000.0,900000.0,1300000.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8952000.0,7917000.0,6600000.0,7000000.0,6100000.0,4800000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,26644000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,684000.0,93000.0,3338000.0,247000.0,622000.0,2442000.0,-7523000.0,-1208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
