date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-274880000.0,-344681000.0,-309242000.0,-360367000.0,-412830000.0,-226429000.0,-283225954.0,-67792410.0,-43643071.0,-12737654.0,-15087223.0
,depreciationAndAmortization,3118000.0,3663000.0,4582000.0,4601000.0,3831000.0,1691000.0,442797.0,105683.0,201323.0,410601.0,479500.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,60850000.0,55982000.0,49914000.0,56968000.0,46205000.0,34189000.0,20126794.0,9446095.0,3348989.0,1865755.0,1692885.0
,changeInWorkingCapital,1999000.0,191090000.0,23947000.0,-285080000.0,35033000.0,363733275.0,91903614.0,39868946.0,-592220.0,13894614.0,-70509.0
,accountsReceivables,-2646000.0,-12350000.0,-9193000.0,-7375000.0,-9126000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,-1354000.0,-3628000.0,-1201000.0,-2279000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,13863000.0,56411000.0,10332000.0,29226000.0,19960000.0,32218000.0,6199684.0,3514032.0,2241575.0,0.0,-123976.0
,otherWorkingCapital,-538000.0,559310000.0,368220000.0,344273000.0,629353000.0,594320000.0,230586725.0,138683111.0,98814165.0,14608270.0,0.0
,otherNonCashItems,34646000.0,26712000.0,15573000.0,14321000.0,6927000.0,0.0,0.0,0.0,0.0,-13782480.0,0.0
,netCashProvidedByOperatingActivites,-170026000.0,-236613000.0,-240714000.0,-265402000.0,-342441000.0,-162902000.0,-87738344.0,-28006409.0,-15749468.0,2605786.0,-13657823.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3891000.0,-1136000.0,-167000.0,-10392000.0,-5079000.0,-5935000.0,-4643171.0,-1629140.0,-38795.0,-62817.0,-29063.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-330713000.0,-603014000.0,-436071000.0,-231107000.0,-511521000.0,-640709000.0,-204343743.0,-125825108.0,-65940976.0,0.0,0.0
,salesMaturitiesOfInvestments,497421000.0,415162000.0,388168000.0,529274000.0,456465000.0,257172000.0,112401738.0,57240679.0,1119075.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3328.0,-3227.0,86922.0
,netCashUsedForInvestingActivites,162817000.0,-188988000.0,-48070000.0,287775000.0,-60135000.0,-389472000.0,-96585176.0,-70213569.0,-64857368.0,-66044.0,57859.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81762.0,-249667.0,-270206.0
,commonStockIssued,0.0,227260000.0,261362000.0,0.0,0.0,558756000.0,183475222.0,61169337.0,108499996.0,0.0,24888296.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1994000.0,-2158000.0,-2180000.0,0.0,-38364000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-693000.0,457519000.0,263545000.0,2838000.0,414382000.0,565469000.0,190983262.0,66071523.0,108418234.0,-249667.0,24618090.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1224000.0,-386000.0,-1526000.0,1127000.0,-873000.0,-376000.0,0.0,0.0,-7233.0,-6345.0,-29099.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-9126000.0,31532000.0,-26765000.0,26338000.0,10933000.0,12719000.0,6659742.0,-32148456.0,27804165.0,2283730.0,10989027.0
,cashAtEndOfPeriod,65654000.0,74780000.0,43248000.0,70013000.0,43675000.0,32742000.0,20022927.0,13363185.0,45511641.0,17707476.0,15423746.0
,cashAtBeginningOfPeriod,74780000.0,43248000.0,70013000.0,43675000.0,32742000.0,20023000.0,13363185.0,45511641.0,17707476.0,15423746.0,4434719.0
,operatingCashFlow,-170026000.0,-236613000.0,-240714000.0,-265402000.0,-342441000.0,-162902000.0,-87738344.0,-28006409.0,-15749468.0,2605786.0,-13657823.0
,capitalExpenditure,-3891000.0,-1136000.0,-167000.0,-10392000.0,-5079000.0,-5935000.0,-4643171.0,-1629140.0,-38795.0,-62817.0,-29063.0
,freeCashFlow,-173917000.0,-237749000.0,-240881000.0,-275794000.0,-347520000.0,-168837000.0,-92381515.0,-29635549.0,-15788263.0,2542969.0,-13686886.0
