Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,12100000.0,14064000.0,14000000.0,10604000.0,11000000.0,17788000.0,18000000.0,8969000.0,9000000.0,14492000.0,14000000.0,14038000.0,9282000.0
Short-term investments,775000.0,327000.0,000000.0,812000.0,000000.0,3503000.0,4000000.0,3597000.0,4000000.0,5724000.0,6000000.0,13546000.0,14867000.0
Cash and short-term investments,12875000.0,14391000.0,000000.0,10604000.0,000000.0,21291000.0,4000000.0,12566000.0,4000000.0,20216000.0,6000000.0,27584000.0,24149000.0
Receivables,8006000.0,7415000.0,7000000.0,11069000.0,11000000.0,10677000.0,11000000.0,10327000.0,10000000.0,5905000.0,6000000.0,5802000.0,5976000.0
Inventories,13885000.0,15118000.0,15000000.0,14987000.0,15000000.0,10199000.0,10000000.0,9063000.0,9000000.0,7407000.0,7000000.0,7337000.0,7749000.0
Total current assets,39110000.0,40723000.0,43000000.0,39092000.0,41000000.0,46330000.0,31000000.0,35989000.0,32000000.0,38175000.0,17000000.0,45835000.0,41346000.0
Property Plant & Equipment Net,22547000.0,24933000.0,25000000.0,24310000.0,24000000.0,14102000.0,14000000.0,15087000.0,15000000.0,10996000.0,11000000.0,11190000.0,11836000.0
Goodwill and Intangible Assets,11815000.0,11968000.0,12000000,12110000.0,12000000,12797000.0,13000000,13086000.0,13000000,985000.0,1000000,540000.0,646000.0
Long-term investments,560000.0,411000.0,0000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Tax assets,320000.0,675000.0,1000000.0,1579000.0,2000000.0,710000.0,1000000.0,2003000.0,2000000.0,3643000.0,4000000.0,3857000.0,1740000.0
Total non-current assets,40517000.0,42680000.0,5000000.0,40907000.0,8000000.0,30914000.0,8000000.0,32405000.0,0000000.0,17274000.0,2000000.0,17447000.0,14696000.0
Total assets,79627000.0,83403000.0,83000000.0,79999000.0,80000000.0,77244000.0,77000000.0,68394000.0,68000000.0,55449000.0,55000000.0,63282000.0,56042000.0
Payables,3410000.0,4743000.0,5000000.0,3466000.0,3000000.0,4498000.0,4000000.0,3321000.0,3000000.0,2291000.0,2000000.0,2842000.0,2376000.0
Short-term debt,0.0,1401000.0,1000000.0,1367000.0,1000000.0,1343000.0,1000000.0,10000000.0,10000000.0,0.0,000000.0,0.0,17000.0
Total current liabilities,14805000.0,16636000.0,17000000.0,14741000.0,15000000.0,15201000.0,15000000.0,19794000.0,20000000.0,6106000.0,6000000.0,14487000.0,12854000.0
Long-term debt,0.0,5265000.0,5000000.0,6649000.0,7000000.0,8002000.0,8000000.0,0.0,000000.0,0.0,000000.0,0.0,15000.0
Total debt,0.0,6666000.0,5000000.0,8016000.0,7000000.0,9345000.0,8000000.0,10000000.0,000000.0,0.0,000000.0,0.0,32000.0
Deferred revenue,4873000.0,3020000.0,3000000.0,3679000.0,4000000.0,0.0,2000000.0,0.0,2000000.0,0.0,1000000.0,0.0,0.0
Tax Liabilities,365000.0,693000.0,000000.0,531000.0,000000.0,824000.0,0000000.0,343000.0,0000000.0,251000.0,2000000.0,571000.0,0.0
Deposit Liabilities,0.0,0.0,,0.0,,2080000.0,,2224000.0,,646000.0,,3037000.0,4585000.0
Total non-current liabilities,1032000.0,6126000.0,5000000.0,7725000.0,8000000.0,8255000.0,8000000.0,335000.0,0000000.0,1870000.0,2000000.0,2174000.0,704000.0
Total liabilities,15837000.0,22087000.0,22000000.0,22466000.0,22000000.0,23456000.0,23000000.0,20129000.0,20000000.0,7976000.0,8000000.0,16661000.0,13558000.0
Other comprehensive income,17953000,17009000,-0000000.0,17768000,-2000000.0,17770000,-2000000.0,17623000,-0000000.0,17509000,2000000.0,18313000,19134000
Retained earnings (deficit),47055000.0,44718000.0,45000000.0,42044000.0,42000000.0,37812000.0,38000000.0,30881000.0,31000000.0,28205000.0,28000000.0,27039000.0,22442000.0
Total shareholders equity,63790000.0,61316000.0,61000000.0,57533000.0,58000000.0,53788000.0,54000000.0,48265000.0,48000000.0,47473000.0,47000000.0,46621000.0,42484000.0
Investments,1335000.0,738000.0,0000000.0,812000.0,000000.0,3503000.0,000000.0,3597000.0,000000.0,5724000.0,000000.0,13546000.0,14867000.0
Net Debt,-12100000.0,-7398000.0,-8000000,-2588000.0,-3000000,-8443000.0,-9000000,1031000.0,1000000,-14492000.0,-14000000,-14038000.0,-9250000.0
Other Assets,0.0,0.0,8000000,0.0,4000000,0.0,4000000,0.0,4000000,0.0,5000000,0.0,0.0
Other Liabilities,0.0,0.0,0,0.0,1000000,0.0,0,0.0,0,0.0,0,0.0,0.0
