date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1243000.0,-955000.0,7867000.0,-2941000.0,-8790000.0,2329000.0,-13194000.0,-30395000.0,-5335000.0,10909000.0,-4685000.0,-40609000.0,-74318000.0,14981000.0,22115000.0,5313000.0,-26775000.0,-328812000.0,-424845000.0,-34195000.0,-16867000.0
,depreciationAndAmortization,179000.0,85000.0,696000.0,2748000.0,3090000.0,3845000.0,5835000.0,6406000.0,6438000.0,6251000.0,8184000.0,12630000.0,14913000.0,14989000.0,21292000.0,18412000.0,20108000.0,21299000.0,18526000.0,33290000.0,34555000.0
,deferredIncomeTax,-169000.0,-210000.0,-90000.0,339000.0,-208000.0,189000.0,-102000.0,3140000.0,-310000.0,0.0,0.0,0.0,935000.0,-563000.0,-7576000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,737000.0,961000.0,1539000.0,1293000.0,1449000.0,4231000.0,1325000.0,2090000.0,2574000.0,3221000.0,1724000.0,973000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-5166000.0,-6058000.0,5041000.0,2903000.0,-20989000.0,2748000.0,-11482000.0,-26958000.0,-1164000.0,13081000.0,16115000.0,-26677000.0,-17760000.0,-9187000.0,38077000.0,27720000.0,11169000.0,-43332000.0,68034000.0,14168000.0,0.0
,accountsReceivables,672000.0,-2941000.0,-6311000.0,-7809000.0,-582000.0,-1254000.0,-7117000.0,19442000.0,27144000.0,-3983000.0,-27252000.0,39147000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1602000.0,0.0,-4680000.0,7269000.0,-3317000.0,-7902000.0,4213000.0,-2100000.0,-22452000.0,-2534000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,30283000.0,35449000.0,41507000.0,36466000.0,33563000.0,54552000.0,51804000.0,63286000.0,90244000.0,91408000.0,78327000.0,62212000.0,88889000.0,106649000.0,115836000.0,77759000.0,50039000.0,38870000.0,82202000.0,14168000.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,211000.0,194000.0,354000.0,562000.0,481000.0,12312000.0,1194000.0,-4457000.0,71575000.0,8977000.0,8949000.0,0.0,0.0,0.0,0.0,0.0,-10937000.0
,netCashProvidedByOperatingActivites,-1426000.0,-4828000.0,-15512000.0,2426000.0,-9420000.0,-17351000.0,-17840000.0,2513000.0,13159000.0,13279000.0,-14461000.0,-26988000.0,11860000.0,37741000.0,35867000.0,-26298000.0,-30895000.0,-42629000.0,-110834000.0,11416000.0,23618000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10558000.0,-13250000.0,-11210000.0,-9933000.0,-9735000.0,-10710000.0,0.0,0.0,0.0
,acquisitionsNet,-3997000.0,0.0,28000000.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,-2000000.0,-2000000.0,-7000000.0,-38000000.0,-10000000.0,-26000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,42000.0,16815000.0,22077000.0,0.0,375000.0,117000.0,5063000.0,514000.0,500000.0,-2900000.0,0.0,0.0,0.0,0.0,-16589000.0,-118785000.0,-109491000.0
,netCashUsedForInvestingActivites,-4019000.0,-84000.0,27327000.0,-1471000.0,-2724000.0,21648000.0,16731000.0,-2557000.0,-8272000.0,-6467000.0,-57000.0,6804000.0,4196000.0,-50837000.0,1881000.0,-35715000.0,-10128000.0,-11390000.0,-16589000.0,-118785000.0,-109491000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-52345000.0,-51709000.0,-181297000.0,-112920000.0,-145098000.0,-133694000.0,-17323000.0,-78208000.0,-235752000.0,-109304000.0,-46836000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19167000.0,0.0,2042000.0,5258000.0,4076000.0,48575000.0,31397000.0,1302000.0,0.0,0.0,0.0
,commonStockRepurchased,-2253000.0,-4586000.0,-756000.0,-863000.0,-5192000.0,-1630000.0,-138000.0,-488000.0,-600000.0,-388000.0,-71000.0,-778000.0,-7491000.0,0.0,0.0,0.0,-230000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,-3401000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,-85000.0,-57000.0,-454000.0,0.0,0.0,0.0,-2128000.0,0.0,-242000.0,-115000.0,0.0,0.0,5518000.0,49329000.0,112054000.0,103115000.0,101671000.0
