date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,90732000.0,20531000.0,31937000.0,13728000.0,6053000.0,1629000.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,90732.0,0.0,0.0,0.0,0.0,1629000.0,0.0
,grossProfitRatio,0.001,0.0,0.0,0.0,0.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,157996000.0,96898000.0,90654000.0,83159000.0,56979000.0,18846000.0,5073000.0
,GeneralAndAdministrativeExpenses,67576000.0,64555000.0,55010000.0,50502000.0,46262000.0,18095000.0,7650000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,16259000.0,-137000.0,328000.0,587000.0,-57000.0,-37445000.0,-928000.0
,operatingExpenses,225572000.0,161453000.0,145664000.0,133661000.0,103241000.0,36941000.0,0.0
,costAndExpenses,225572000.0,161453000.0,145664000.0,133661000.0,103241000.0,36941000.0,12723000.0
,interestExpense,0.0,-7313000.0,-3445000.0,978000.0,-62000.0,143000.0,34000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3959000.0,2830000.0,3254000.0,2683000.0,1202000.0,471000.0,157000.0
,EBITDA,-130881000.0,-138092000.0,-110473000.0,-117250000.0,-95986000.0,-34841000.0,-13494000.0
,EBITDARatio,-1.44250099193228,-6.72602406117578,-3.45909133606788,-8.54093822843823,-15.8575912770527,-21.3879680785758,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-134840000.0,-140922000.0,-113727000.0,-119933000.0,-97188000.0,-35312000.0,-12723000.0
,operatingIncomeRatio,-1.48613499096239,-6.86386440017534,-3.56097942824937,-8.7363782051282,-16.0561704939699,-21.6771025168815,0.0
,totalOtherIncomeExpensesNet,16259000.0,-137000.0,328000.0,587000.0,-57000.0,-37445000.0,-928000.0
,incomeBeforeTax,-115976000.0,-133746000.0,-109954000.0,-120324000.0,-97183000.0,-72900000.0,-13685000.0
,incomeBeforeTaxRatio,-1.27822598421726,-6.514344162486,-3.44284059241632,-8.76486013986014,-16.0553444572939,-44.7513812154696,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-115976000.0,-133746000.0,-109954000.0,-120324000.0,-97230000.0,-73294000.0,-13994000.0
,netIncomeRatio,-1.27822598421726,-6.514344162486,-3.44284059241632,-8.76486013986014,-16.0631092020486,-44.9932473910374,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.98,-2.68,-2.33,-2.98,-3.02,-2.05308,-3.16
,EPSDiluted,-1.98,-2.68,-2.33,-2.98,-3.02,-2.05308,-3.16
,weightedAverageShsOut,62187700.0,49983329.0,47097735.0,40323631.0,32219717.0,35699538.0,4038660.0
,weightedAverageShsOutDil,62187700.0,49983329.0,47097735.0,40323631.0,32219717.0,35699538.0,4038660.0
