Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,835000.0,605000.0,588000.0,631000.0,622000.0
Stock-based compensation,797000.0,184000.0,0.0,0.0,0.0
Operating Cash Flow,-11291000.0,5910000.0,914000.0,-2715000.0,-59000.0
Capital Expenditure,1430000.0,3177000.0,1071000.0,-406000.0,-729000.0
Acquisitions and disposals,-0.0,-0.0,-11131000.0,0.0,-31940000.0
Investment purchases and sales,3846000.0,2426000.0,6970000.0,-22271000.0,-16391000.0
Investing Cash flow,-73365000.0,-64056000.0,-31191000.0,-23196000.0,-57772000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,10835000.0,14308000.0
Issuance (buybacks) of shares,-1716000.0,-160000.0,42019000.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,82952000.0,52119000.0,40480000.0,25354000.0,22795000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-1704000.0,-6027000.0,10203000.0,-557000.0,-35036000.0
Free Cash Flow,-12721000.0,2733000.0,-157000.0,-3121000.0,-788000.0
Net Cash/Marketcap,0.0,0.0,0.0,-0.4292,-0.4292
