date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1986-12-31_FY,1985-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,96200000.0,108500000.0,94000000.0,61600000.0,43800000.0,63500000.0,63700000.0,160000000.0,-27500000.0,-14200000.0,-160700000.0,23100000.0,-95600000.0,54900000.0,22700000.0,-4600000.0,-2300000.0,37303000.0,38195000.0,47573000.0,58381000.0,57500000.0,59400000.0,59000000.0,62000000.0,51600000.0,46800000.0,39800000.0,34400000.0,31000000.0,28200000.0,23000000.0,0.0,0.0,0.0
,depreciationAndAmortization,44800000.0,41500000.0,36400000.0,30000000.0,19100000.0,12300000.0,15000000.0,14200000.0,13200000.0,22500000.0,19200000.0,15300000.0,15500000.0,21200000.0,17900000.0,21500000.0,22400000.0,24435000.0,23995000.0,30258000.0,29057000.0,27200000.0,23600000.0,20600000.0,18400000.0,15900000.0,10300000.0,9200000.0,8700000.0,8200000.0,7800000.0,8100000.0,0.0,0.0,0.0
,deferredIncomeTax,5800000.0,3300000.0,-5600000.0,-14900000.0,7900000.0,25900000.0,19300000.0,-112000000.0,-4800000.0,-500000.0,-13700000.0,3600000.0,-14600000.0,18300000.0,-2700000.0,-4400000.0,13800000.0,5035000.0,2387000.0,-458000.0,-220000.0,800000.0,4000000.0,4100000.0,4400000.0,2500000.0,3500000.0,-400000.0,2200000.0,300000.0,-200000.0,-1000000.0,0.0,0.0,0.0
,stockBasedCompensation,8400000.0,8800000.0,7600000.0,4600000.0,4800000.0,6800000.0,6100000.0,4000000.0,2600000.0,2000000.0,2300000.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,56600000.0,30800000.0,-17000000.0,12000000.0,-23200000.0,46500000.0,18500000.0,15300000.0,-9200000.0,41400000.0,-27600000.0,-45900000.0,-28800000.0,42800000.0,-20000000.0,-23800000.0,69518000.0,-53751000.0,10038000.0,102879000.0,-16584000.0,112300000.0,68200000.0,3700000.0,-28700000.0,-22600000.0,-33600000.0,600000.0,-4100000.0,-21100000.0,-61900000.0,4300000.0,3800000.0,-20900000.0,0.0
,accountsReceivables,8600000.0,-4700000.0,-7900000.0,-11100000.0,-8000000.0,-300000.0,-16600000.0,2600000.0,8700000.0,-28300000.0,19600000.0,17400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,2500000.0,-10400000.0,-22600000.0,9400000.0,-2300000.0,-3300000.0,-20000000.0,10500000.0,-14500000.0,1900000.0,-7900000.0,20900000.0,-17600000.0,-25300000.0,-15800000.0,-700000.0,-6100000.0,6771000.0,-2126000.0,10085000.0,7522000.0,-29600000.0,-13200000.0,-800000.0,-6200000.0,-6800000.0,-4500000.0,-400000.0,1100000.0,7700000.0,-1300000.0,2800000.0,0.0,0.0,0.0
,accountsPayables,-13900000.0,-6600000.0,15600000.0,-5200000.0,-13900000.0,-3100000.0,1900000.0,-2500000.0,2600000.0,2600000.0,4000000.0,-3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,257100000.0,200500000.0,169700000.0,186700000.0,174700000.0,197900000.0,151400000.0,132900000.0,117600000.0,126800000.0,85400000.0,113000000.0,158900000.0,187700000.0,144900000.0,164900000.0,188700000.0,119182000.0,172933000.0,162895000.0,60016000.0,76600000.0,-35700000.0,-103900000.0,-107600000.0,-78900000.0,-56300000.0,-22700000.0,-23300000.0,-19200000.0,1900000.0,63800000.0,59500000.0,55700000.0,76600000.0
,otherNonCashItems,-75600000.0,-89800000.0,-22600000.0,-20500000.0,-27700000.0,-57800000.0,-50300000.0,-6700000.0,48900000.0,-44900000.0,211700000.0,63200000.0,247200000.0,-71800000.0,11800000.0,84200000.0,-50918000.0,62355000.0,13735000.0,-85139000.0,-6244000.0,-140100000.0,-79700000.0,-23200000.0,5300000.0,15500000.0,26800000.0,-400000.0,-1000000.0,25500000.0,74400000.0,200000.0,-3800000.0,20900000.0,0.0
,netCashProvidedByOperatingActivites,136200000.0,103100000.0,92800000.0,72800000.0,24700000.0,97200000.0,72300000.0,74800000.0,23200000.0,6300000.0,31200000.0,62400000.0,123700000.0,65400000.0,29700000.0,72900000.0,52500000.0,75377000.0,88350000.0,95113000.0,64390000.0,57700000.0,75500000.0,64200000.0,61400000.0,62900000.0,53800000.0,48800000.0,40200000.0,43900000.0,48300000.0,34600000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-29700000.0,-35400000.0,-14100000.0,-8000000.0,-6100000.0,-9600000.0,-19500000.0,-17000000.0,-13000000.0,-15700000.0,-12800000.0,-14600000.0,-28500000.0,-23500000.0,-18200000.0,-19500000.0,-20500000.0,-17850000.0,-20144000.0,-18424000.0,-22288000.0,-82300000.0,-20400000.0,-19600000.0,-16900000.0,-15700000.0,-11100000.0,-10100000.0,-8800000.0,-12000000.0,-8300000.0,-9200000.0,0.0,0.0,0.0
,acquisitionsNet,-5400000.0,-49600000.0,3000000.0,-269200000.0,-102600000.0,0.0,7400000.0,0.0,82100000.0,0.0,-97300000.0,-13500000.0,0.0,-147500000.0,0.0,0.0,0.0,0.0,-48059000.0,-19657000.0,-24401000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
