Date,2018-01,2017-01,2016-01,2015-01,2014-01
Revenue,476000000.0,602000000.0,683000000.0,798000000.0,859000000.0
Revenue Growth,,,,,
Cost of Revenue,375000000.0,502000000.0,570000000.0,683000000.0,712000000.0
Gross Profit,101000000.0,100000000.0,113000000.0,115000000.0,147000000.0
R&D Expenses,,,,,
SG&A Expense,74000000.0,97000000.0,108000000.0,122000000.0,146000000.0
Operating Expenses,101000000.0,124000000.0,141000000.0,172000000.0,207000000.0
Operating Income,-0000000.0,-24000000.0,-28000000.0,-56000000.0,-60000000.0
Interest Expense,17000000.0,17000000.0,18000000.0,14000000.0,9000000.0
Earnings before Tax,-15000000.0,-51000000.0,-54000000.0,-71000000.0,-81000000.0
Income Tax Expense,-10000000.0,1000000.0,-2000000.0,-4000000.0,53000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-27000000.0,-52000000.0,-45000000.0,-110000000.0,-129000000.0
Preferred Dividends,,,,,
Net Income Com,-27000000.0,-52000000.0,-45000000.0,-110000000.0,-129000000.0
EPS,-1.37,-2.64,-2.27,-5.61,-6.56
EPS Diluted,-1.37,-2.64,-2.27,-5.61,-6.56
Weighted Average Shs Out,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0
Weighted Average Shs Out (Dil),20000000.0,20000000.0,20000000.0,20000000.0,20000000.0
Dividend per Share,,,,,
Gross Margin,0.21218487394958,0.16611295681063,0.16544655929722,0.14411027568922,0.17112922002328
EBITDA Margin,0.060924369747899,-0.011627906976744,-0.0014641288433382,-0.006265664160401,-0.012805587892899
EBIT Margin,-0.042016806722689,-0.056478405315615,-0.042459736456808,-0.12531328320802,-0.077997671711292
Profit Margin,-0.05672268907563,-0.086378737541528,-0.06588579795022,-0.13784461152882,-0.15017462165308
Free Cash Flow margin,,,,,
EBITDA,29000000.0,-7000000.0,-1000000.0,-5000000.0,-11000000.0
EBIT,-20000000,-34000000,-29000000,-100000000,-67000000
Consolidated Income,-27000000.0,-52000000.0,-45000000.0,-110000000.0,-129000000.0
Earnings Before Tax Margin,-0.031512605042017,-0.084717607973422,-0.079062957540264,-0.088972431077694,-0.094295692665891
Net Profit Margin,-0.05672268907563,-0.086378737541528,-0.06588579795022,-0.13784461152882,-0.15017462165308
