date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2007-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,16085000.0,16549693.0,17094778.0,17699503.0,17501364.0,13311739.0,12267313.0,2666859.0,3440485.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,6308000.0,5521754.0,6732544.0,9155347.0,9268594.0,11464560.0,10175323.0,3919351.0,4506232.0,9615.0,25405.0,14535.0,11011.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,22393000.0,22071447.0,23827322.0,26910788.0,26847481.0,24829764.0,22480544.0,6587770.0,7947298.0,9615.0,25405.0,14535.0,11993.0
,costAndExpenses,22393000.0,22071447.0,23827322.0,26910788.0,26847481.0,24829764.0,22480544.0,6587770.0,7947298.0,9615.0,25405.0,14535.0,11993.0
,interestExpense,0.0,0.0,0.0,0.0,5007.0,7868.0,866.0,2508.0,1099327.0,4759.0,6621.0,6402.0,2807.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,447000.0,420089.0,50721.0,55938.0,77523.0,53465.0,37908.0,1560.0,581.0,0.0,0.0,0.0,0.0
,EBITDA,-21768000.0,-21651358.0,-23776601.0,-26854850.0,-26769958.0,-24776299.0,-22442636.0,-6586210.0,-7946717.0,-9615.0,-25405.0,-14535.0,-11993.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-22215000.0,-22071447.0,-23827322.0,-26910788.0,-26847481.0,-24829764.0,-22480544.0,-6587770.0,-7947298.0,-9615.0,-25405.0,-14535.0,-11993.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,178000.0,0.0,0.0,304123.0,2530764.0,3812318.0,-2206099.0,-4183514.0,685420.0,24663.0,33700.0,-1394.0,0.0
,incomeBeforeTax,-22215000.0,-21899054.0,-23653963.0,-26601235.0,-24321724.0,-21025314.0,-24687509.0,-10773792.0,-8361205.0,10289.0,1674.0,-22331.0,0.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-22215000.0,-21899054.0,-23653963.0,-26601235.0,-24321724.0,-21025314.0,-24687509.0,-10773792.0,-8361205.0,10289.0,1674.0,-22331.0,-14800.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.95028875071868,-4.500045,-6.600066,-12.00012,-15.00015,-16.500165,-27.00027,-14.100141,-227.402274,0.0276713220324396,0.00450206949968937,-0.300003,-0.300003
,EPSDiluted,-1.95028875071868,-4.500045,-6.600066,-12.00012,-15.00015,-16.500165,-27.00027,-14.100141,-227.402274,0.0276713220324396,0.00450206949968937,-0.300003,-0.300003
,weightedAverageShsOut,11390621.0,4975671.0,3534691.0,2224857.0,1615426.0,1271936.0,912115.0,758417.0,36783.0,371829.0,371829.0,371829.0,76993.0
,weightedAverageShsOutDil,11390621.0,4975671.0,3534691.0,2224857.0,1615426.0,1271936.0,912115.0,758417.0,36783.0,371829.0,371829.0,371829.0,76993.0
