date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,667524000.0,642410000.0,527676000.0,449358000.0,427588000.0,437271000.0,361540000.0,295798000.0,300275000.0,239685000.0
,costOfRevenue,167824000.0,167814000.0,144826000.0,151046000.0,159169000.0,146140000.0,112761000.0,120054000.0,101188000.0,102695000.0
,grossProfit,499700000.0,474596000.0,382850000.0,298312000.0,268419000.0,291131000.0,248779000.0,175744000.0,199087000.0,136990000.0
,grossProfitRatio,0.74858731671071,0.738774303015208,0.725539914644593,0.6638626662928,0.627751480397018,0.665790779630938,0.688109199535321,0.594135186850486,0.663015569061693,0.571541815299247
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,33503000.0,33686000.0,28638000.0,27383000.0,29148000.0,22329000.0,23130000.0,21192000.0,15499000.0,14855000.0
,GeneralAndAdministrativeExpenses,216624000.0,200762000.0,205038000.0,149948000.0,137275000.0,115029000.0,88565000.0,80638000.0,72661000.0,63184000.0
,SellingAndMarketingExpenses,62938000.0,62411000.0,45534000.0,34103000.0,27078000.0,14684000.0,7143000.0,5952000.0,6793000.0,6752000.0
,otherExpenses,-551000.0,-20000.0,-2255000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,427990000.0,405109000.0,375935000.0,264523000.0,230785000.0,174675000.0,0.0,0.0,0.0,0.0
,costAndExpenses,595814000.0,572923000.0,520761000.0,415569000.0,389954000.0,320815000.0,251479000.0,243353000.0,209040000.0,198715000.0
