Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,749261000.0,749000000.0,710505000.0,711000000.0,543461000.0,543000000.0,543937000.0,544000000.0,492315000.0,492000000.0,407646000.0,199205000.0
Revenue Growth,0.000348464619492657,0.0541797735413544,-0.00069620253164557,0.30828155102206,0.000848987108655617,-0.00172262596587472,-0.000115808823529412,0.104983597899719,0.000640243902439024,0.206929541808334,1.04636429808489,0.0
Cost of Revenue,236530000.0,237000000.0,224032000.0,224000000.0,188445000.0,188000000.0,191778000.0,192000000.0,171747000.0,172000000.0,160330000.0,84821000.0
Gross Profit,512731000.0,513000000.0,486473000.0,486000000.0,355016000.0,355000000.0,352159000.0,352000000.0,320568000.0,321000000.0,247316000.0,114384000.0
R&D Expenses,69984000.0,70000000.0,65800000.0,66000000.0,24313000.0,24000000.0,29683000.0,30000000.0,32468000.0,32000000.0,34258000.0,19252000.0
SG&A Expense,281037000.0,281000000.0,285213000.0,285000000.0,212085000.0,212000000.0,207828000.0,208000000.0,196358000.0,196000000.0,167618000.0,96907000.0
Operating Expenses,660646000.0,424000000.0,665801000.0,442000000.0,293302000.0,293000000.0,314496000.0,314000000.0,310327000.0,310000000.0,283326000.0,155151000.0
Operating Income,88615000.0,89000000.0,44704000.0,45000000.0,61714000.0,62000000.0,37663000.0,38000000.0,10241000.0,10000000.0,-36010000.0,-40767000.0
Interest Expense,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,34000000.0,0.0,0.0
Earnings before Tax,55554000.0,56000000.0,14242000.0,14000000.0,41701000.0,42000000.0,9086000.0,9000000.0,-44337000.0,-44000000.0,-138955000.0,-62593000.0
Income Tax Expense,1925000.0,2000000.0,10252000.0,10000000.0,-48260000.0,-48000000.0,21544000.0,22000000.0,21327000.0,21000000.0,-16738000.0,-50084000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,53629000.0,54000000.0,2118000.0,4000000.0,89206000.0,90000000.0,-13871000.0,-12000000.0,-65664000.0,-66000000.0,-122217000.0,-12309000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,53629000.0,54000000.0,2118000.0,4000000.0,89206000.0,90000000.0,-13871000.0,-12000000.0,-65664000.0,-66000000.0,-122217000.0,-12309000.0
EPS,1.1,1.10,0.08,0.08,1.79,1.79,-0.24,-0.24,-1.34,-1.34,-2.61,-0.4
EPS Diluted,1.06,1.06,0.08,0.08,1.72,1.72,-0.24,-0.24,-1.34,-1.34,-2.61,-0.4
Weighted Average Shs Out,48629000.0,49000000.0,49262000.0,49000000.0,50243000.0,50000000.0,50920000.0,51000000.0,48947000.0,49000000.0,46892000.0,30675000.0
Weighted Average Shs Out (Dil),50654000.0,51000000.0,50880000.0,51000000.0,52442000.0,52000000.0,50920000.0,51000000.0,48947000.0,49000000.0,46892000.0,30675000.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.684315612317,0.6849132176235,0.684686244291,0.68354430379747,0.653250187226,0.65377532228361,0.647426080594,0.64705882352941,0.65114408458,0.65243902439024,0.606693062118,0.574202454758
EBITDA Margin,0.234204102442,0.21361815754339,0.192492663669,0.17299578059072,0.23819740515,0.21731123388582,0.226816708553,0.20588235294118,0.194290241004,0.14227642276423,0.13342704209,-0.023789563515
EBIT Margin,0.118269868577,0.074766355140187,0.0629186282996,0.019690576652602,0.113557366582,0.077348066298343,0.0692414746561,0.018382352941176,0.0208017224744,-0.022357723577236,-0.0883364487815,-0.204648477699
Profit Margin,0.0715758594135,0.072096128170895,0.00298097831824,0.0056258790436006,0.164144253221,0.16574585635359,-0.0255011150188,-0.022058823529412,-0.13337802017,-0.13414634146341,-0.299811601242,-0.0617906177054
Free Cash Flow margin,0.171296784432,,0.148767425986,,0.25389862382,,0.187595254597,,0.178233448097,,0.136557208951,0.0534825933084
EBITDA,175480000.0,160000000.0,136767000.0,123000000.0,129451000.0,118000000.0,123374000.0,112000000.0,95652000.0,70000000.0,54391000.0,-4739000.0
EBIT,88615000.0,56000000,44704000.0,14000000,61714000.0,42000000,37663000.0,10000000,10241000.0,-11000000,-36010000.0,-40767000.0
Consolidated Income,53629000.0,54000000.0,2118000.0,4000000.0,89206000.0,90000000.0,-13871000.0,-12000000.0,-65664000.0,-66000000.0,-122217000.0,-12309000.0
Earnings Before Tax Margin,0.0741450575968,0.074766355140187,0.0200448976432,0.019690576652602,0.0767322770171,0.077348066298343,0.0167041403692,0.016544117647059,-0.0900581944487,-0.089430894308943,-0.340871736752,-0.314214000653
Net Profit Margin,0.0715758594135,0.072096128170895,0.00298097831824,0.0056258790436006,0.164144253221,0.16574585635359,-0.0255011150188,-0.022058823529412,-0.13337802017,-0.13414634146341,-0.299811601242,-0.0617906177054
