Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,144349000.0,39057000.0,37089000.0,72788000.0,45649000.0
Short-term investments,269958000.0,94638000.0,68524000.0,23169000.0,14851000.0
Cash and short-term investments,414307000.0,133695000.0,105613000.0,95957000.0,60500000.0
Receivables,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,419772000.0,137010000.0,108437000.0,99639000.0,60941000.0
Property, Plant & Equipment Net,32099000.0,24372000.0,18936000.0,2968000.0,264000.0
Goodwill and Intangible Assets,11631000.0,11631000.0,11631000.0,11631000.0,0.0
Long-term investments,3748000.0,3604000.0,3020000.0,2930000.0,1698000.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,52783000.0,41652000.0,33620000.0,17830000.0,2068000.0
Total assets,472555000.0,178662000.0,142057000.0,117469000.0,63009000.0
Payables,8123000.0,3853000.0,2424000.0,2789000.0,1240000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0
Total current liabilities,23852000.0,17712000.0,12560000.0,7723000.0,3111000.0
Long-term debt,0.0,0.0,0.0,0.0,34000.0
Total debt,0.0,0.0,0.0,0.0,34000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,1014000.0,1014000.0,3260000.0,3260000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5949000.0,4352000.0,10126000.0,8057000.0,34000.0
Total liabilities,29801000.0,22064000.0,22686000.0,15780000.0,3145000.0
Other comprehensive income,-60000.0,-80000.0,-29000.0,-10000.0,-10000.0
Retained earnings (deficit),-319470000.0,-190649000.0,-100411000.0,-40743000.0,-14285000.0
Total shareholders equity,442754000.0,156598000.0,119371000.0,101689000.0,59864000.0
Investments,273706000.0,98242000.0,71544000.0,26099000.0,16549000.0
Net Debt,-414307000.0,-133695000.0,-105613000.0,-95957000.0,-60466000.0
Other Assets,5465000.0,3315000.0,2824000.0,3682000.0,441000.0
Other Liabilities,15729000.0,13859000.0,10136000.0,4934000.0,1871000.0
