date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY,2001-01-31_FY
,revenue,783294000.0,781925000.0,769553000.0,755241000.0,695175000.0,683791000.0,670840000.0,622200000.0,654700000.0,640800000.0,622500000.0,551900000.0,488202000.0,437500000.0,381900000.0,289800000.0,203441772.0,157198306.0,124950935.0,97933000.0,80939000.0
,costOfRevenue,471618000.0,484740000.0,476326000.0,466022000.0,428167000.0,416779000.0,418416000.0,394400000.0,426900000.0,420300000.0,383300000.0,338900000.0,301867000.0,278800000.0,235700000.0,179000000.0,127307594.0,98145216.0,77806541.0,62050000.0,51762000.0
,grossProfit,311676000.0,297185000.0,293227000.0,289219000.0,267008000.0,267012000.0,252424000.0,227800000.0,227800000.0,220500000.0,239200000.0,213000000.0,186335000.0,158700000.0,146200000.0,110800000.0,76134178.0,59053090.0,47144394.0,35883000.0,29177000.0
,grossProfitRatio,0.397904235191384,0.380068420884356,0.381035484235654,0.382949283738568,0.384087459992088,0.390487736749972,0.376280484169101,0.366120218579235,0.347792882236139,0.344101123595506,0.38425702811245,0.385939481790179,0.381676027545975,0.362742857142857,0.382822728462948,0.382677708764665,0.37423080447805,0.375659836945062,0.377303251072111,0.366403561618658,0.360481350152584
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,259629000.0,247938000.0,247062000.0,230666000.0,224218000.0,221041000.0,206100000.0,207400000.0,207000000.0,187200000.0,165200000.0,147009000.0,127500000.0,107500000.0,89600000.0,63593731.0,48844888.0,0.0,31405000.0,26834000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,19259000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,279457000.0,278636000.0,268098000.0,266452000.0,248069000.0,242795000.0,241218000.0,228200000.0,232500000.0,238500000.0,207800000.0,183600000.0,163270000.0,140000000.0,115900000.0,89600000.0,63593731.0,48844888.0,0.0,31405000.0,26834000.0
,costAndExpenses,751075000.0,763376000.0,744424000.0,732474000.0,676236000.0,659574000.0,659634000.0,622600000.0,659400000.0,658800000.0,591100000.0,522500000.0,465137000.0,418800000.0,351600000.0,268600000.0,190901325.0,146990104.0,77806541.0,93455000.0,78596000.0
,interestExpense,776000.0,158000.0,154000.0,150000.0,159000.0,242000.0,200000.0,194000.0,212000.0,79000.0,24000.0,92000.0,0.0,469000.0,359322000.0,500000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,19259000.0,18535000.0,18886000.0,18883000.0,17090000.0,18577000.0,20177000.0,21970000.0,23950000.0,24960000.0,20540000.0,18430000.0,16261000.0,12580000.0,8330000.0,6090000.0,4871682.0,4032602.0,0.0,0.0,0.0
,EBITDA,51430000.0,38661000.0,45368000.0,42533000.0,36600000.0,43133000.0,31487000.0,21910000.0,19446000.0,7223000.0,52206000.0,48191000.0,41514000.0,33628000.0,11005567000.0,28390000.0,16679927.0,13677462.0,8129062.0,4478000.0,2343000.0
,EBITDARatio,0.065658616049657,0.0494433609361512,0.0589537042932715,0.0563171226138411,0.0526486136584313,0.0630792157252728,0.0469366764057003,0.0352137576342012,0.029702153658164,0.011271847690387,0.0838650602409639,0.0873183547744157,0.0850344734351764,0.076864,28.8179287771668,0.0979641131815045,0.0819887028903779,0.0870076933271787,0.0650580325789479,0.0457251386151757,0.0289477260653084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,32219000.0,18549000.0,25129000.0,22767000.0,18939000.0,24217000.0,11206000.0,-400000.0,-4800000.0,-18000000.0,31400000.0,29400000.0,23065000.0,18700000.0,30300000.0,21200000.0,12540447.0,10208202.0,47144394.0,4478000.0,2343000.0
,operatingIncomeRatio,0.0400807359688699,0.0237222239984653,0.0326540212305065,0.0301453443337954,0.0272434998381702,0.035415792252311,0.0167044302665315,-0.000642880102860816,-0.00733160226057736,-0.0280898876404494,0.0504417670682731,0.0532705200217431,0.0472447880180745,0.0427428571428571,0.0793401413982718,0.0731538992408558,0.061641455816655,0.0649383715369045,0.377303251072111,0.0457251386151757,0.0289477260653084
,totalOtherIncomeExpensesNet,824000.0,-1419000.0,-1199000.0,-733000.0,-412000.0,-97000.0,96000.0,-100000.0,-100000.0,-200000.0,-200000.0,-300000.0,-2188000.0,-1900000.0,-1700000.0,-600000.0,732202.0,563342.0,39015332.0,455000.0,787000.0
,incomeBeforeTax,31395000.0,19968000.0,26328000.0,23500000.0,19351000.0,24314000.0,11110000.0,-300000.0,-4700000.0,-17800000.0,31600000.0,29700000.0,25253000.0,20600000.0,32000000.0,21800000.0,11808245.0,9644860.0,8129062.0,4023000.0,1556000.0
,incomeBeforeTaxRatio,0.0400807359688699,0.0255369760526905,0.0342120685644783,0.0311158954558876,0.0278361563635056,0.0355576484627613,0.0165613260986226,-0.000482160077145612,-0.00717886054681534,-0.0277777777777778,0.0507630522088353,0.0538140967566588,0.0517265394242547,0.0470857142857143,0.0837915684734224,0.075224292615597,0.0580423817779173,0.0613547324104116,0.0650580325789479,0.041079105102468,0.0192243541432437
,incomeTaxExpense,7417000.0,3465000.0,4954000.0,8926000.0,6020000.0,8787000.0,2144000.0,-754000.0,-2516000.0,-7816000.0,10742000.0,9969000.0,7870000.0,6379000.0,10616515000.0,7600000.0,4551000.0,3726914.0,3101237.0,0.0,0.0
,netIncome,23978000.0,16503000.0,21374000.0,14574000.0,13331000.0,15527000.0,8966000.0,500000.0,-2200000.0,-10000000.0,20900000.0,19700000.0,17383000.0,14200000.0,21400000.0,14200000.0,7257245.0,5917946.0,5027825.0,2457000.0,1198000.0
,netIncomeRatio,0.030611749866589,0.0211056047574895,0.0277745652346232,0.0192971515052811,0.019176466357392,0.022707230718158,0.0133653330153241,0.000803600128576021,-0.00336031770276462,-0.015605493133583,0.033574297188755,0.0356948722594673,0.0356061630226832,0.0324571428571429,0.0560356114166012,0.0489993098688751,0.0356723446156377,0.0376463726014961,0.0402383943745599,0.0250885809686214,0.0148012700922917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.33,1.41063,1.63539,1.03245,0.90922,1.03128,0.599291491210481,0.03378,-0.14966,-0.68493,1.44138,1.36806,1.23,1.0,1.51773,1.08397,0.78,15.92,0.51,0.23,0.09
,EPSDiluted,2.32,1.41063,1.63539,1.03245,0.90922,1.03128,0.59693741677763,0.03378,-0.14966,-0.68493,1.44138,1.36806,1.22,1.0,1.51773,1.08397,0.67,13.77,0.44,0.22,0.09
,weightedAverageShsOut,10283000.0,11699000.0,13069690.0,14116000.0,14662000.0,15056000.0,14961000.0,14800000.0,14700000.0,14600000.0,14500000.0,14400000.0,14131000.0,14200000.0,14100000.0,13100000.0,9302800.0,363275.0,9295000.0,9219167.0,9269000.0
,weightedAverageShsOutDil,10325000.0,11699000.0,13069690.0,14116000.0,14662000.0,15056000.0,15020000.0,14800000.0,14700000.0,14600000.0,14500000.0,14400000.0,14269000.0,14200000.0,14100000.0,13100000.0,10879388.0,420060.0,10757110.0,11168182.0,9269000.0
