date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-680808000.0,167365000.0,157916000.0,144786000.0,121253000.0,109065000.0,104952000.0,96243000.0,72995000.0
,depreciationAndAmortization,26354000.0,13655000.0,13093000.0,13599000.0,16259000.0,20984000.0,34770000.0,43764000.0,47333000.0
,deferredIncomeTax,-47754000.0,8124000.0,21302000.0,2631000.0,-1563000.0,7040000.0,-12463000.0,-6088000.0,-14719000.0
,stockBasedCompensation,3705000.0,4582000.0,4419000.0,6810000.0,3517000.0,1236000.0,0.0,0.0,0.0
,changeInWorkingCapital,10820669000.0,-611627000.0,-341080000.0,-70793000.0,-1507335000.0,27965000.0,7545000.0,-19888000.0,32621000.0
,accountsReceivables,4040000.0,249000.0,-5772000.0,-3645000.0,-1337000.0,-1468000.0,-1544000.0,-329000.0,-3326000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-5398000.0,2949000.0,-2742000.0,-65866000.0,19017000.0,30330000.0,-441000.0,-35519000.0,21653000.0
,otherWorkingCapital,41253000.0,-10779416000.0,-10167789000.0,-9826709000.0,-9755916000.0,-8248581000.0,0.0,0.0,0.0
,otherNonCashItems,5911000.0,5167000.0,11534000.0,20943000.0,9920000.0,17037000.0,22031000.0,44033000.0,79216000.0
,netCashProvidedByOperatingActivites,82464000.0,191659000.0,182429000.0,131509000.0,186328000.0,198763000.0,152719000.0,152841000.0,217720000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6108000.0,-15643000.0,-13878000.0,-6409000.0,-15456000.0,-3895000.0,-4978000.0,-3318000.0,-12451000.0
,acquisitionsNet,-4711000.0,0.0,0.0,0.0,-16000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-677873000.0,-774707000.0,-334900000.0,-313701000.0,-278291000.0,-353249000.0,-222711000.0,-520929000.0,-874857000.0
,salesMaturitiesOfInvestments,716022000.0,432208000.0,279956000.0,238431000.0,452448000.0,374474000.0,354399000.0,567931000.0,859219000.0
,otherInvestingActivites,29391000.0,7547000.0,21716000.0,16102000.0,5963000.0,38246000.0,26950000.0,43910000.0,112118000.0
,netCashUsedForInvestingActivites,-369391000.0,-698468000.0,-533311000.0,-379193000.0,-353658000.0,-494824000.0,-308821000.0,-215939000.0,-690132000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-900000000.0,-745000000.0,-518200000.0,-587625000.0,0.0,-41295000.0,0.0,0.0,-7000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-39983000.0,-94351000.0,0.0,-5605000.0,0.0,-60000000.0,0.0,0.0,0.0
,dividendsPaid,-42456000.0,-62904000.0,-53002000.0,-43474000.0,-31419000.0,-20520000.0,-102000000.0,-41400000.0,-41800000.0
,otherFinancingActivites,-1298000.0,-1247000.0,-4032000.0,-383000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,476340000.0,451587000.0,289182000.0,83469000.0,454171000.0,277192000.0,130584000.0,89270000.0,358301000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,189413000.0,-55222000.0,-61700000.0,-164215000.0,286841000.0,-18869000.0,-25518000.0,26172000.0,-114111000.0
,cashAtEndOfPeriod,432887000.0,243474000.0,298696000.0,360396000.0,524611000.0,237770000.0,256639000.0,282157000.0,255985000.0
,cashAtBeginningOfPeriod,243474000.0,298696000.0,360396000.0,524611000.0,237770000.0,256639000.0,282157000.0,255985000.0,370096000.0
,operatingCashFlow,82464000.0,191659000.0,182429000.0,131509000.0,186328000.0,198763000.0,152719000.0,152841000.0,217720000.0
,capitalExpenditure,-6108000.0,9981000.0,7468000.0,7334000.0,12173000.0,35942000.0,-4978000.0,-3318000.0,-12451000.0
,freeCashFlow,76356000.0,176016000.0,168551000.0,125100000.0,170872000.0,194868000.0,147741000.0,149523000.0,205269000.0
