date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,56289000.0,-6596000.0,1861000.0,14263000.0,13829000.0,-2928000.0,-7935000.0,-3308000.0,-5575000.0,12917000.0,37827000.0,37591000.0,-542000.0,-26756000.0,-31060000.0
,depreciationAndAmortization,52685000.0,45090000.0,32038000.0,29419000.0,27188000.0,27303000.0,27547000.0,27876000.0,29360000.0,25263000.0,16678000.0,9011000.0,7528000.0,3049000.0,1860000.0
,deferredIncomeTax,1551000.0,85000.0,-452000.0,-2244000.0,7224000.0,871000.0,957000.0,778000.0,1023000.0,-1468000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,15324000.0,10454000.0,13177000.0,11412000.0,6634000.0,4313000.0,4490000.0,3375000.0,4819000.0,5422000.0,6174000.0,3444000.0,3541000.0,4923000.0,2145000.0
,changeInWorkingCapital,2469000.0,8941000.0,-13198000.0,-34000.0,12116000.0,-31106000.0,-4607000.0,1799000.0,22502000.0,11496000.0,4269000.0,63863000.0,878000.0,0.0,6404000.0
,accountsReceivables,-22517000.0,11024000.0,9237000.0,-5345000.0,-1816000.0,12187000.0,-2247000.0,2126000.0,552000.0,3094000.0,-5195000.0,-9728000.0,8575000.0,-3836000.0,-8518000.0
,inventory,-18765000.0,-22793000.0,-21461000.0,-13928000.0,-7406000.0,-4674000.0,2386000.0,1779000.0,-2561000.0,1632000.0,-26941000.0,-5517000.0,9743000.0,-15870000.0,11088000.0
,accountsPayables,-528000.0,-1777000.0,6410000.0,4872000.0,4515000.0,-1162000.0,3335000.0,5517000.0,1765000.0,-20768000.0,15000.0,2084000.0,-3319000.0,9810000.0,3680000.0
,otherWorkingCapital,0.0,126275000.0,117334000.0,130532000.0,130566000.0,118450000.0,149556000.0,154163000.0,152364000.0,129862000.0,118366000.0,114097000.0,50234000.0,49356000.0,49356000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37827000.0,37773000.0,587000.0,31018000.0,42890000.0
,netCashProvidedByOperatingActivites,128744000.0,62315000.0,31421000.0,3480000.0,42648000.0,40182000.0,27130000.0,37644000.0,28007000.0,32881000.0,30088000.0,29787000.0,22716000.0,1499000.0,18411000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-72700000.0,-62398000.0,-112456000.0,-194133000.0,-55588000.0,-21901000.0,-21492000.0,-9395000.0,-17573000.0,-36318000.0,-42073000.0,-13980000.0,-10072000.0,-23930000.0,-2793000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-600000.0,0.0,0.0,0.0,0.0,-21430000.0,-6569000.0,0.0,-40000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1831000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,161000.0,1549000.0,21000.0,38000.0,570000.0,180000.0,147000.0,204000.0,295000.0,-183000.0,653000.0,-705000.0,368000.0,178000.0,4622000.0
,netCashUsedForInvestingActivites,-72539000.0,-60849000.0,-112435000.0,-194095000.0,-55618000.0,-21721000.0,-21345000.0,-9191000.0,-17278000.0,-57931000.0,-49820000.0,-14685000.0,-9744000.0,-23752000.0,1829000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-83035000.0,-60422000.0,-26339000.0,-902000.0,-819000.0,-940000.0,-14632000.0,-4838000.0,-3819000.0,-29104000.0,-39059000.0,-14254000.0,-2383000.0,-144000.0,-10000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612000.0,53872000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-1501000.0,-15098000.0,0.0,-42081000.0,-5816000.0,-918000.0,-5000.0,-1574000.0,-1303000.0,0.0,-300000.0,-28000.0,-581000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,64044000.0,98073000.0,102939000.0,222953000.0,41628000.0,6335000.0,3007000.0,2675000.0,3339000.0,51140000.0,26083000.0,3852000.0,6051000.0,10351000.0,29972000.0
,netCashUsedProvidedByFinancingActivities,-18991000.0,37651000.0,75099000.0,206953000.0,40809000.0,-36686000.0,-17441000.0,-3081000.0,-485000.0,20462000.0,-12667000.0,43470000.0,3368000.0,10179000.0,19391000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4895000.0,-708000.0,-1514000.0,-511000.0,95000.0,-86000.0,-47000.0,10000.0,-4000.0,46000.0,106000.0,13000.0,-19000.0,196000.0,54000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,42109000.0,38409000.0,-7429000.0,15827000.0,27934000.0,-18311000.0,-11703000.0,25382000.0,10240000.0,-4542000.0,-32293000.0,58585000.0,16321000.0,-11878000.0,39685000.0
