Date,2019-03-31,2018-03-31,2017-03-31
Cash and cash equivalents,3409000.0,50011000.0,
Short-term investments,0.0,0.0,
Cash and short-term investments,3409000.0,50011000.0,
Receivables,81637000.0,705544000.0,825000000000.0
Inventories,0.0,0.0,0.0
Total current assets,5563000.0,901712000.0,825000000000.0
Property Plant & Equipment Net,0.0,167500000.0,
Goodwill and Intangible Assets,0.0,4799675000.0,
Long-term investments,1211996000.0,0.0,
Tax assets,1781000.0,0.0,
Total non-current assets,1293260000.0,5299215000.0,
Total assets,1298823000.0,6200927000.0,1389000000.0
Payables,6343000.0,117826000.0,
Short-term debt,0.0,53393000.0,
Total current liabilities,6343000.0,969495000.0,825000000000.0
Long-term debt,0.0,5867487000.0,0.0
Total debt,0.0,5920880000.0,
Deferred revenue,0.0,493947000.0,
Tax Liabilities,159993000.0,335897000.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,159993000.0,6297612000.0,
Total liabilities,166336000.0,7267107000.0,301000000.0
Other comprehensive income,-3256000.0,0.0,
Retained earnings (deficit),-17841000.0,35000000.0,-26000000.0
Total shareholders equity,1132487000.0,-1066180000.0,1088000000.0
Investments,1211996000.0,0.0,
Net Debt,-3409000.0,5870869000.0,
Other Assets,-79483000.0,146157000.0,
Other Liabilities,0.0,798276000.0,
