date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,11351000000.0,3839189000.0,1799871980.0,1590842382.0,491173013.0,348299466.0,239931036.0
,depreciationAndAmortization,0.0,3211239000.0,2121389879.0,625880708.0,509073880.0,333956297.0,211644305.0
,deferredIncomeTax,0.0,0.0,1131955333.0,585537956.0,257734325.0,242359114.0,107600766.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-937000000.0,-1896840000.0,-579015597.0,-248678620.0,-211840057.0,9064454.0,-44599913.0
,accountsReceivables,0.0,-693682000.0,-708537181.0,-535018838.0,-164726684.0,-87387645.0,-102242258.0
,inventory,0.0,0.0,-391110755.0,-87735857.0,-562166309.0,-211358257.0,-195894244.0
,accountsPayables,0.0,0.0,667425624.0,133303218.0,450394525.0,379555491.0,171327544.0
,otherWorkingCapital,0.0,0.0,-424941911.0,67792378.0,16072259.0,9746162.0,-2488661.0
,otherNonCashItems,942000000.0,0.0,410415924.0,533117802.0,594598148.0,393757671.0,453674297.0
,netCashProvidedByOperatingActivites,11388000000.0,0.0,4178770462.0,3220311139.0,1612924423.0,1383076093.0,883174863.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-11812961000.0,-4160151103.0,-1246113978.0,-643073919.0,-472532197.0,-288985639.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-87000000.0,0.0,-46267586.0,-27825262.0,-23956029.0,0.0,0.0
,netCashUsedForInvestingActivites,-1429000000.0,-11834877000.0,-4223908326.0,-1258132364.0,-462982491.0,-488807270.0,-302443241.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,3663107000.0,-2915170732.0,-3521683295.0,-840235934.0,-1262052887.0,-510204943.0
,commonStockIssued,0.0,0.0,0.0,1866725717.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-2664000000.0,0.0,0.0,-442886305.0,-853136862.0,-16642.0,-246383594.0
,otherFinancingActivites,1000000.0,-2248504000.0,0.0,-14693778.0,-600560695.0,-417259343.0,-415542188.0
,netCashUsedProvidedByFinancingActivities,-10503000000.0,1414603000.0,-2390358096.0,297838393.0,-696697025.0,-850264255.0,-662542893.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3145000000.0,-18839000.0,642686604.0,116384750.0,21636098.0,23563263.0,18161291.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2600000000.0,-1896840000.0,-1792809356.0,2376401918.0,474881005.0,67567831.0,-63649980.0
,cashAtEndOfPeriod,4376000000.0,0.0,2901859328.0,3179687713.0,803285795.0,328404790.0,260836959.0
,cashAtBeginningOfPeriod,1776000000.0,0.0,4694668684.0,803285795.0,328404790.0,260836959.0,324486939.0
,operatingCashFlow,11388000000.0,0.0,4178770462.0,3220311139.0,1612924423.0,1383076093.0,883174863.0
,capitalExpenditure,-9686000000.0,-11812961000.0,-4182623196.0,-1274179079.0,-669353594.0,-494839820.0,-303915548.0
,freeCashFlow,1702000000.0,0.0,-3852734.0,1946132060.0,943570829.0,888236273.0,579259315.0
