date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY
,revenue,1765421000.0,1916538000.0,1835139000.0,1503934000.0,1523384000.0,1729168000.0,1702838000.0,1475897000.0
,costOfRevenue,1274107000.0,1419338000.0,1397055000.0,1141302000.0,1154702000.0,1456375000.0,1475728000.0,1264348000.0
,grossProfit,491314000.0,497200000.0,438084000.0,362632000.0,368682000.0,272793000.0,227110000.0,211549000.0
,grossProfitRatio,0.278298490841561,0.259426111039802,0.238719791797788,0.241122283291687,0.242015145229305,0.157759685582893,0.133371465753055,0.143335883195101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,219496000.0,240660000.0,226282000.0,182768000.0,219397000.0,185815000.0,180783000.0,160749000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1704000.0,1685000.0,2044000.0,5071000.0,0.0,0.0,0.0,0.0
,operatingExpenses,251758000.0,273536000.0,258386000.0,205175000.0,241635000.0,207918000.0,201640000.0,176066000.0
,costAndExpenses,1525865000.0,1692874000.0,1655441000.0,1346477000.0,1396337000.0,1664293000.0,1677368000.0,1440414000.0
,interestExpense,40062000.0,50473000.0,40694000.0,26598000.0,41798000.0,44809000.0,44266000.0,47869000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,32262000.0,32876000.0,32104000.0,22407000.0,22238000.0,22103000.0,20857000.0,15317000.0
,EBITDA,271818000.0,256540000.0,211802000.0,179864000.0,149285000.0,86978000.0,46327000.0,50800000.0
,EBITDARatio,0.153967807112298,0.133855942329346,0.11541469065831,0.119595673746321,0.0979956465342947,0.0503004913345609,0.0272057588566851,0.0344197460933927
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,239556000.0,223664000.0,179698000.0,157457000.0,127047000.0,64875000.0,25470000.0,35483000.0
,operatingIncomeRatio,0.135693412506139,0.116702095131951,0.0979206479727149,0.104696748660513,0.0833978826087185,0.037518043359581,0.014957382910177,0.0240416506029892
,totalOtherIncomeExpensesNet,2504000.0,11478000.0,28240000.0,-4734000.0,1532000.0,-27937000.0,-88091000.0,-9161000.0
,incomeBeforeTax,201998000.0,184669000.0,166352000.0,126125000.0,86781000.0,-7871000.0,-106887000.0,-21547000.0
,incomeBeforeTaxRatio,0.114419166872944,0.0963555118656661,0.0906481743344782,0.0838633876220632,0.0569659389884625,-0.00455190010455896,-0.0627699170443695,-0.0145992572652428
,incomeTaxExpense,49696000.0,45618000.0,29707000.0,41486000.0,27985000.0,-2916000.0,-32939000.0,-2966000.0
,netIncome,152302000.0,139051000.0,136645000.0,84639000.0,58796000.0,-4955000.0,-73948000.0,-61235000.0
,netIncomeRatio,0.0862695073866234,0.07255321835518,0.0744602997375131,0.0562784005149162,0.0385956528360545,-0.00286553995910172,-0.0434263271080396,-0.0414900226777343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.15,2.91,2.59,1.33,0.940946772076945,-0.079,-1.648628,-1.736661
,EPSDiluted,3.1,2.83,2.48,1.27,0.935943966889526,-0.079,-1.648628,-1.736661
,weightedAverageShsOut,48349841.0,47783849.0,52758687.0,63420000.0,62486000.0,62458367.0,62478000.0,62458367.0
,weightedAverageShsOutDil,48429464.0,47783849.0,54089000.0,66585000.0,62820000.0,62458367.0,62478000.0,62458367.0
