date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-137620000.0,-70877000.0,-35397000.0,-26164000.0,-36354000.0,-25063000.0,-19634000.0,-17875000.0,-8779000.0,-3027000.0
,depreciationAndAmortization,51840000.0,28457000.0,16802000.0,14946000.0,12199000.0,6847000.0,4083000.0,2971000.0,1697000.0,1013000.0
,deferredIncomeTax,946000.0,-12774000.0,-2050000.0,-350000.0,281000.0,85000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,50682000.0,40510000.0,29545000.0,20939000.0,12640000.0,7362000.0,4570000.0,1605000.0,1031000.0,397000.0
,changeInWorkingCapital,417021000.0,-91262000.0,81617000.0,-3444000.0,-21067000.0,15890000.0,66955000.0,4628000.0,-10110000.0,-609000.0
,accountsReceivables,-14560000.0,372000.0,-4677000.0,-961000.0,-3247000.0,-3322000.0,3991000.0,-3267000.0,-2013000.0,-2151000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2297000.0,1126000.0,-263000.0,3367000.0,426000.0,1343000.0,-842000.0,1326000.0,1949000.0,23000.0
,otherWorkingCapital,470390000.0,53369000.0,144631000.0,63014000.0,66458000.0,87525000.0,71635000.0,4680000.0,52000.0,10162000.0
,otherNonCashItems,48411000.0,30675000.0,17581000.0,7483000.0,6904000.0,5103000.0,4531000.0,3141000.0,1869000.0,1183000.0
,netCashProvidedByOperatingActivites,-2890000.0,567000.0,4595000.0,9472000.0,3394000.0,5399000.0,-5286000.0,-1507000.0,-3009000.0,-1120000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-23715000.0,-13860000.0,-13285000.0,-12315000.0,-14349000.0,-7128000.0,-5036000.0,-11138000.0,-1804000.0,-1073000.0
,acquisitionsNet,0.0,-506000000.0,-131000000.0,-4000000.0,0.0,-27000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-131337000.0,-27330000.0,-75674000.0,-27749000.0,-40160000.0,-43928000.0,-23216000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,31841000.0,63980000.0,48407000.0,27907000.0,41105000.0,20908000.0,2230000.0,0.0,0.0,0.0
,otherInvestingActivites,-952000.0,-42000.0,260000.0,-1786000.0,-3110000.0,-1268000.0,-713000.0,-171000.0,-541000.0,-300000.0
,netCashUsedForInvestingActivites,-124163000.0,-483252000.0,-171292000.0,-17943000.0,-16514000.0,-58416000.0,-26735000.0,-11309000.0,-2345000.0,-1373000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,566000.0,0.0,0.0,0.0,-5051000.0,-4659000.0,-19458000.0,-3400000.0,-654000.0,-456000.0
,commonStockIssued,311321000.0,195289000.0,0.0,0.0,6003000.0,52575000.0,86286000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-8000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,122789000.0,280802000.0,216577000.0,11559000.0,0.0,4171000.0,14497000.0,25780000.0,17000.0,13422000.0
,netCashUsedProvidedByFinancingActivities,434676000.0,476091000.0,216577000.0,11559000.0,944000.0,52087000.0,81325000.0,22380000.0,-637000.0,12966000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,307623000.0,-6594000.0,49880000.0,3088000.0,-12176000.0,-930000.0,49304000.0,9564000.0,-6252000.0,10457000.0
,cashAtEndOfPeriod,411185000.0,103562000.0,110156000.0,57961000.0,54873000.0,67049000.0,67979000.0,18675000.0,9111000.0,15363000.0
,cashAtBeginningOfPeriod,103562000.0,110156000.0,60276000.0,54873000.0,67049000.0,67979000.0,18675000.0,9111000.0,15363000.0,4906000.0
,operatingCashFlow,-2890000.0,567000.0,4595000.0,9472000.0,3394000.0,5399000.0,-5286000.0,-1507000.0,-3009000.0,-1120000.0
,capitalExpenditure,-24667000.0,-14325000.0,-13331000.0,-13285000.0,-17364000.0,-7441000.0,-5036000.0,-11263000.0,-2229000.0,-1373000.0
,freeCashFlow,-27557000.0,-13758000.0,-8736000.0,-3813000.0,-13970000.0,-2042000.0,-10322000.0,-12770000.0,-5238000.0,-2493000.0
