date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,613670000.0,-158650000.0,-222693000.0,-125530000.0,-140111000.0,-120486000.0,-76141000.0,-62520000.0,-53782000.0,-152030000.0,-66265000.0,-81683000.0,-85501000.0,-48932000.0,-36015000.0,-29433000.0,-35439000.0,-22086000.0,-23160538.0,-20692965.0
,depreciationAndAmortization,63384000.0,33514000.0,26032000.0,24269000.0,18034000.0,14505000.0,12490000.0,8615000.0,6159000.0,4170000.0,3562000.0,6882000.0,3415000.0,2548000.0,2367000.0,3568000.0,4060000.0,2304000.0,1917327.0,6350125.0
,deferredIncomeTax,-2053000.0,0.0,-23653000.0,-33357000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,147233000.0,127349000.0,78861000.0,63802000.0,52471000.0,41836000.0,40619000.0,31406000.0,25340000.0,19984000.0,14330000.0,11849000.0,10412000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1756962000.0,488761000.0,18591000.0,-176200000.0,-50661000.0,354700000.0,-55965000.0,-2225000.0,31842000.0,59146000.0,5214000.0,173585000.0,-19507000.0,13123000.0,43832000.0,2815000.0,-8606000.0,14887416.0,-17201597.0,202666.0
,accountsReceivables,-88727000.0,-89720000.0,-45233000.0,-22846000.0,-8998000.0,-13682000.0,-9740000.0,3935000.0,21512000.0,-35676000.0,60843000.0,-71936000.0,-2198000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-30204000.0,-32693000.0,6739000.0,8146000.0,-11161000.0,-13512000.0,-16378000.0,10674000.0,-28278000.0,-9469000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2674246000.0,917284000.0,428523000.0,409932000.0,586132000.0,636793000.0,282093000.0,338058000.0,340283000.0,308441000.0,249295000.0,244081000.0,70496000.0,90003000.0,76880000.0,33048000.0,30233000.0,38839000.0,23951584.0,41153181.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-149783000.0,198000.0,0.0,0.0,7889000.0,4734000.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,856568000.0,-163737000.0,-203536000.0,-118900000.0,-96971000.0,-133203000.0,-59999000.0,-1110000.0,11481000.0,-124031000.0,6834000.0,-61783000.0,-62630000.0,39830000.0,-35181000.0,-25472000.0,-23279000.0,-17723000.0,-14140485.0,-14083801.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-82409000.0,-70753000.0,-21219000.0,-70379000.0,-27835000.0,-13392000.0,-17176000.0,-22154000.0,-10485000.0,-11252000.0,-3548000.0,-4589000.0,-4884000.0,-4283000.0,-1680000.0,-1402000.0,-5723000.0,-589000.0,-1704570.0,-5504764.0
,acquisitionsNet,0.0,0.0,-598000000.0,-42000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2483336000.0,-992976000.0,-512334000.0,-513016000.0,-603772000.0,-759663000.0,-451274000.0,-483182000.0,-505066000.0,-479389000.0,-453599000.0,-396840000.0,-154337000.0,-185917000.0,-118171000.0,-38025000.0,-125817000.0,-66497000.0,-22335255.0,-57119248.0
,salesMaturitiesOfInvestments,1146733000.0,786000000.0,539074000.0,713256000.0,699800000.0,397205000.0,505072000.0,480700000.0,435975000.0,498959000.0,445577000.0,254011000.0,91393000.0,194273000.0,109090000.0,65258000.0,91210000.0,36250000.0,32419713.0,35128737.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600000.0,-5764000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1419012000.0,-277729000.0,-592630000.0,129861000.0,68193000.0,-375850000.0,36622000.0,-24636000.0,-80176000.0,2554000.0,-11570000.0,-147418000.0,-67828000.0,4073000.0,-10761000.0,25831000.0,-40330000.0,-30836000.0,8379888.0,-27420275.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,749850000.0,548691000.0,658242000.0,0.0,0.0,526618000.0,0.0,0.0,0.0,168053000.0,0.0,192141000.0,97628000.0,6604000.0,43923000.0,1152000.0,63629000.0,48732000.0,6648009.0,47041743.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271000.0,0.0,136851.0
,netCashUsedProvidedByFinancingActivities,846108000.0,637842000.0,713407000.0,41311000.0,35196000.0,554381000.0,16188000.0,35199000.0,35724000.0,187984000.0,7377000.0,196887000.0,101614000.0,6604000.0,43923000.0,1152000.0,63629000.0,49003000.0,6648009.0,47178594.0
