date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-83346000.0,-98334000.0,-82052000.0,-38540000.0,-133150000.0,-26846000.0
,depreciationAndAmortization,57167000.0,64012000.0,72246000.0,62779000.0,58069000.0,61729000.0
,deferredIncomeTax,2258000.0,-12867000.0,-22737000.0,-61006000.0,-48048000.0,-16486000.0
,stockBasedCompensation,4824000.0,5940000.0,4387000.0,1407000.0,0.0,0.0
,changeInWorkingCapital,-16837000.0,-31686000.0,17343000.0,-91477000.0,169549000.0,19443000.0
,accountsReceivables,-30165000.0,0.0,-18980000.0,28937000.0,5637000.0,39872000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,-18850000.0,0.0,-6985000.0,0.0
,otherWorkingCapital,46892000.0,63729000.0,95415000.0,78072000.0,169549000.0,0.0
,otherNonCashItems,14428000.0,88374000.0,-42212000.0,161576000.0,-75606000.0,-17637000.0
,netCashProvidedByOperatingActivites,-21506000.0,15439000.0,-53025000.0,34739000.0,-29186000.0,20203000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20808000.0,-60596000.0,-51980000.0,-69021000.0,-100884000.0,-87765000.0
,acquisitionsNet,-10651000.0,-16956000.0,-35708000.0,-5724000.0,-16863000.0,-9803000.0
,purchasesOfInvestments,0.0,0.0,0.0,-369000.0,-373000.0,-38126000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,7553000.0,0.0,15173000.0
,otherInvestingActivites,23219000.0,93194000.0,56539000.0,35299000.0,102449000.0,32318000.0
,netCashUsedForInvestingActivites,-8240000.0,15642000.0,-31149000.0,-32262000.0,-15671000.0,-88203000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-22601000.0,-23974000.0,-49405000.0,-11926000.0,-27152000.0,-6763000.0
,commonStockIssued,0.0,0.0,42996000.0,0.0,0.0,6900000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,-2656000.0,0.0,-1845000.0
,otherFinancingActivites,4689000.0,-1968000.0,75659000.0,2852000.0,42742000.0,116809000.0
,netCashUsedProvidedByFinancingActivities,-17912000.0,-25942000.0,69250000.0,-11730000.0,15590000.0,115101000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,149000.0,-14944000.0,-775000.0,2178000.0,-2479000.0,-1628000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-47509000.0,-9805000.0,-15699000.0,-7075000.0,-31746000.0,45473000.0
,cashAtEndOfPeriod,39538000.0,87047000.0,96852000.0,110234000.0,118771000.0,150242000.0
,cashAtBeginningOfPeriod,87047000.0,96852000.0,112551000.0,117309000.0,150517000.0,104769000.0
,operatingCashFlow,-21506000.0,15439000.0,-53025000.0,34739000.0,-29186000.0,20203000.0
,capitalExpenditure,-20808000.0,-60596000.0,-51980000.0,-69021000.0,-100884000.0,-87765000.0
,freeCashFlow,-42314000.0,-45157000.0,-105005000.0,-34282000.0,-130070000.0,-67562000.0
