date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-03-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,1237234000.0,1257867000.0,1252285000.0,1454823000.0,1556017000.0,1579257000.0,240496000.0,16822000.0,0.0,3175000.0,0.0
,costOfRevenue,129769000.0,126461000.0,128717000.0,167602000.0,147050000.0,203969000.0,19890000.0,1098000.0,0.0,153000.0,0.0
,grossProfit,1107465000.0,1131406000.0,1123568000.0,1287221000.0,1408967000.0,1375288000.0,220606000.0,15724000.0,0.0,3022000.0,0.0
,grossProfitRatio,0.895113616340967,0.899463933786322,0.897214292273724,0.884795607438156,0.905495891111729,0.870844960636552,0.917295921761693,0.934728331946261,0.0,0.951811023622047,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,132881000.0,124218000.0,108458000.0,161126000.0,196012000.0,214614000.0,47247000.0,2261000.0,0.0,440000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,12971000.0,14735000.0,6141000.0,6035000.0,8737000.0,123529000.0,569000.0,2000.0,0.0,0.0,0.0
,operatingExpenses,614876000.0,764836000.0,815260000.0,949312000.0,1043623000.0,1130617000.0,204218000.0,11583000.0,0.0,2052000.0,0.0
,costAndExpenses,744645000.0,891297000.0,943977000.0,1116914000.0,1190673000.0,1334586000.0,224108000.0,12681000.0,0.0,2205000.0,0.0
,interestExpense,278574000.0,280887000.0,289766000.0,317376000.0,358392000.0,452648000.0,80800000.0,4356000.0,0.0,924000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,481995000.0,640618000.0,706802000.0,788186000.0,847611000.0,916003000.0,156971000.0,9322000.0,0.0,1612000.0,0.0
,EBITDA,974584000.0,1007188000.0,1015110000.0,1126095000.0,1212955000.0,1160674000.0,173359000.0,13463000.0,0.0,2582000.0,0.0
