date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-82996000.0,-53607000.0,-26203000.0,-26141000.0,-29309000.0,-32099000.0,-48340000.0,-46098000.0,-35390000.0,-13903000.0,-7307000.0
,depreciationAndAmortization,75612000.0,37870000.0,23273000.0,16214000.0,14663000.0,13467000.0,10378000.0,8980000.0,6191000.0,3546000.0,1270000.0
,deferredIncomeTax,-499000.0,-3947000.0,-303000.0,-47000.0,-36000.0,-1419000.0,-35000.0,-16000.0,-56000.0,0.0,0.0
,stockBasedCompensation,189600000.0,101354000.0,68088000.0,42060000.0,30840000.0,22088000.0,15516000.0,7540000.0,3102000.0,1188000.0,820000.0
,changeInWorkingCapital,233235000.0,-253329000.0,386826000.0,31418000.0,-561000.0,6959000.0,8508000.0,75489000.0,4663000.0,-7252000.0,4515000.0
,accountsReceivables,-51980000.0,-37163000.0,-47877000.0,-16770000.0,-11728000.0,-11923000.0,-4606000.0,-355000.0,-2256000.0,-239000.0,-195000.0
,inventory,0.0,0.0,0.0,0.0,2254000.0,-606000.0,401000.0,-1279000.0,769000.0,-1442000.0,-161000.0
,accountsPayables,21916000.0,21753000.0,2783000.0,176000.0,1516000.0,1591000.0,-510000.0,-453000.0,-1392000.0,2193000.0,1406000.0
,otherWorkingCapital,488061000.0,254826000.0,508155000.0,121329000.0,89911000.0,90472000.0,83513000.0,75005000.0,-484000.0,-5147000.0,2105000.0
,otherNonCashItems,77442000.0,63967000.0,36286000.0,181000.0,583000.0,866000.0,259000.0,2014000.0,265000.0,0.0,0.0
,netCashProvidedByOperatingActivites,-35191000.0,64846000.0,72130000.0,41165000.0,29708000.0,5086000.0,-11430000.0,-23771000.0,-15015000.0,-779000.0,-614000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-43618000.0,-27767000.0,-27123000.0,-19497000.0,-14236000.0,-14631000.0,-17965000.0,-10789000.0,-10172000.0,-6664000.0,-4424000.0
,acquisitionsNet,0.0,-28000000.0,-26000000.0,0.0,0.0,-5000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-135557000.0,0.0,0.0,0.0,0.0,-28696000.0,-130000.0,0.0,0.0,-340000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,530000.0,0.0,28180000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-107686000.0,-296780000.0,-83448000.0,-26387000.0,-16398000.0,6366000.0,-46661000.0,-10919000.0,-10172000.0,-6664000.0,-4764000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1087757000.0,-943000.0,-741000.0,-15021000.0,-4019000.0,-6736000.0,-10607000.0,-26731000.0,-6031000.0,-1315000.0,-1017000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,57167000.0,99589000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-143060000.0,-19842000.0,-57082000.0,-3691000.0,-1755000.0,-151000.0,-1219000.0,-3720000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,437590000.0,9042000.0,397255000.0,6783000.0,9330000.0,12637000.0,54787000.0,113233000.0,49475000.0,9887000.0,11713000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1534000.0,169000.0,-800000.0,-724000.0,127000.0,317000.0,108000.0,-29000.0,-1000.0,-4000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,296247000.0,-222723000.0,385137000.0,20837000.0,22767000.0,24406000.0,-3196000.0,78514000.0,24287000.0,2440000.0,6335000.0
,cashAtEndOfPeriod,639853000.0,343606000.0,566329000.0,181192000.0,160355000.0,137588000.0,113182000.0,116378000.0,37864000.0,13577000.0,11137000.0
,cashAtBeginningOfPeriod,343606000.0,566329000.0,181192000.0,160355000.0,137588000.0,113182000.0,116378000.0,37864000.0,13577000.0,11137000.0,4802000.0
,operatingCashFlow,-35191000.0,64846000.0,72130000.0,41165000.0,29708000.0,5086000.0,-11430000.0,-23771000.0,-15015000.0,-779000.0,-614000.0
,capitalExpenditure,-107686000.0,-133353000.0,-57014000.0,-26917000.0,-16398000.0,-17144000.0,-17965000.0,-10789000.0,-10172000.0,-6664000.0,-4424000.0
,freeCashFlow,-142877000.0,-68507000.0,15116000.0,14248000.0,13310000.0,-12058000.0,-29395000.0,-34560000.0,-25187000.0,-7443000.0,-5038000.0
