date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-03-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5500000.0,-11895000.0,-985000.0,-7462000.0,-23518000.0,-13599000.0,-12567000.0,-6884000.0,-6164255.0,-2114645000.0,-2743621.0,440283.0,-1076178.0,-218928.0,-2441217.0
,depreciationAndAmortization,3438000.0,4634000.0,4868000.0,5296000.0,7345000.0,7300000.0,7940000.0,6805000.0,3937943.0,1277939000.0,1277939.0,918851.0,882900.0,847440.0,748312.0
,deferredIncomeTax,0.0,-38000.0,-188000.0,-163000.0,102000.0,98000.0,87000.0,104000.0,69708.0,42567000.0,42567.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,92000.0,176000.0,267000.0,1133000.0,942000.0,1155000.0,1097000.0,891000.0,1018673.0,818765000.0,818765.0,320414.0,641004.0,0.0,0.0
,changeInWorkingCapital,32413000.0,-13841000.0,-9995000.0,33828000.0,-25696000.0,2703000.0,-9716000.0,-551457.0,-713312543.0,707238054.0,-1950331.0,3198299.0,626637.0,-684375.0,526316.0
,accountsReceivables,465000.0,-497000.0,182000.0,-545000.0,-2220000.0,-6788000.0,-3937000.0,-12415000.0,-9453938.0,-6426725000.0,-6426725.0,305565.0,111805.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-339000.0,0.0,0.0,-1361000.0,-460000.0,-2401000.0,5279000.0,10753000.0,0.0,7176833000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,3778000.0,-28635000.0,-14794000.0,-4799000.0,-38627000.0,-12931000.0,-15634000.0,-5918000.0,-5366543.0,707946000.0,707946.0,2658277.0,-540022.0,-1166659.0,-482284.0
,otherNonCashItems,-918000.0,-1060000.0,-1754000.0,-481000.0,39000.0,2918000.0,2957000.0,3246000.0,780303.0,0.0,679897.0,43693.0,217750.0,121475.0,464709.0
,netCashProvidedByOperatingActivites,2396000.0,1348000.0,5145000.0,-3409000.0,-17806000.0,-5292000.0,5061000.0,1527000.0,1993095.0,-1216191000.0,-1216191.0,1891994.0,439442.0,-107337.0,357660.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-58000.0,-338000.0,-846000.0,-1500000.0,-1799000.0,-3457000.0,-4490000.0,-5777000.0,-4462769.0,-1140748000.0,-1140748.0,-573168.0,-477092.0,-1042402.0,-473701.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62000000.0,-58000000.0,-58000000.0,-10000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134378.0,0.0,-941737.0,-11382.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,1192000.0,0.0,1879000.0,7263000.0,-3950000.0,5703000.0,-3665000.0,-3178000.0,1055737.0,0.0,-3395368.0,-273792.0,-2171.0,-59034.0,-535140.0
,netCashUsedForInvestingActivites,3821000.0,-338000.0,-342000.0,24133000.0,9845000.0,-755000.0,-3124000.0,-59162000.0,-17153582.0,-14363912000.0,-14363912.0,-846960.0,-1418500.0,-521489.0,-1008841.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3380000.0,-2171000.0,-11399000.0,-16369000.0,-67445000.0,-103569000.0,-8442000.0,-30075000.0,-2135694.0,0.0,-950828.0,-2495099.0,-5309553.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779000.0,0.0,0.0,6109725.0,2795000.0,0.0,20000.0,5742866.0
,commonStockRepurchased,0.0,0.0,-186000.0,-571000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-5702000.0,-7335000.0,-8484000.0,-2584000.0,-1564000.0,-156000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1251000.0,130000.0,-62000.0,-315000.0,-598000.0,-1268000.0,-864000.0,-3076000.0,-617809.0,0.0,693146.0,-218150.0,159130.0,-172857.0,-1393662.0
,netCashUsedProvidedByFinancingActivities,-4665000.0,117000.0,-17030000.0,-9399000.0,-54000.0,-2592000.0,1500000.0,66388000.0,18613300.0,0.0,15010143.0,2169751.0,1318748.0,-580963.0,1578839.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1552000.0,1127000.0,-12227000.0,11325000.0,-8015000.0,-8639000.0,3437000.0,8573000.0,3452813.0,0.0,-569960.0,3214785.0,339690.0,-1209789.0,927658.0
