date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-602170000.0,-241965000.0,-129355000.0,-123380000.0,-100256000.0,-89782000.0,-47492000.0,-24838000.0,-8602000.0
,depreciationAndAmortization,39050000.0,16206000.0,13540000.0,9181000.0,6553000.0,5321000.0,2315000.0,928000.0,277000.0
,deferredIncomeTax,-112100000.0,-18450000.0,-2862000.0,-1856000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,158747000.0,75948000.0,20850000.0,19221000.0,10699000.0,3477000.0,971000.0,260000.0,65000.0
,changeInWorkingCapital,-28351000.0,231411000.0,75833000.0,-33753000.0,-33386000.0,18413000.0,60443000.0,20534000.0,-894000.0
,accountsReceivables,-2814000.0,-6131000.0,-5291000.0,-1963000.0,0.0,0.0,0.0,0.0,0.0
,inventory,-7832000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,10186000.0,1558000.0,-417000.0,-535000.0,-111000.0,508000.0,2072000.0,220000.0,174000.0
,otherWorkingCapital,332187000.0,360538000.0,129127000.0,53294000.0,87047000.0,120433000.0,102020000.0,41577000.0,21043000.0
,otherNonCashItems,201998000.0,5511000.0,1168000.0,1810000.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-298502000.0,-145053000.0,-92220000.0,-97981000.0,-76317000.0,-80655000.0,-42440000.0,-23030000.0,-9154000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-22865000.0,-20047000.0,-5970000.0,-6675000.0,-11625000.0,-6464000.0,-6686000.0,-4520000.0,-766000.0
,acquisitionsNet,-384000000.0,-34000000.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-280258000.0,-260917000.0,-9680000.0,-101867000.0,-90236000.0,-216994000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,290319000.0,34500000.0,52423000.0,68768000.0,117922000.0,162567000.0,0.0,0.0,0.0
,otherInvestingActivites,-4026000.0,0.0,-1000000.0,0.0,134000.0,-4681000.0,-30000.0,-60000.0,-60000.0
,netCashUsedForInvestingActivites,-400583000.0,-280310000.0,35773000.0,-36953000.0,16195000.0,-65572000.0,-6716000.0,-4580000.0,-826000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-77075000.0,-62100000.0,-33409000.0,-4027000.0,-2423000.0,-1376000.0,-1007000.0,-609000.0
,commonStockIssued,547891000.0,213494000.0,129952000.0,74619000.0,47102000.0,107120000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-4112000.0,-11548000.0,-4609000.0,0.0,0.0,0.0,-1451000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,672993000.0,464771000.0,157152000.0,80871000.0,53709000.0,112438000.0,113113000.0,48879000.0,28802000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-26092000.0,39408000.0,100705000.0,-54063000.0,-6413000.0,-33789000.0,63957000.0,21269000.0,18822000.0
,cashAtEndOfPeriod,131480000.0,157572000.0,118164000.0,17459000.0,66825000.0,73238000.0,107027000.0,43070000.0,21801000.0
,cashAtBeginningOfPeriod,157572000.0,118164000.0,17459000.0,71522000.0,73238000.0,107027000.0,43070000.0,21801000.0,2979000.0
,operatingCashFlow,-298502000.0,-145053000.0,-92220000.0,-97981000.0,-76317000.0,-80655000.0,-42440000.0,-23030000.0,-9154000.0
,capitalExpenditure,-22865000.0,-20047000.0,-5970000.0,-6675000.0,-11625000.0,-6464000.0,-6686000.0,-4520000.0,-766000.0
,freeCashFlow,-321367000.0,-165100000.0,-98190000.0,-104656000.0,-87942000.0,-87119000.0,-49126000.0,-27550000.0,-9920000.0
