date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-02-25_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,50421000.0,363713000.0,116086000.0,94443000.0,85397000.0,58384000.0,44621000.0,45311000.0,22942000.0,1451000.0,-32956000.0,-26423000.0,-27064000.0,-27993000.0,-13008000.0,-36953000.0,-16520000.0
,depreciationAndAmortization,369370000.0,341479000.0,287839000.0,258755000.0,230716000.0,186233000.0,186428000.0,175658000.0,166755000.0,185230000.0,6971000.0,225030000.0,226620000.0,249752000.0,208432000.0,127977000.0,113170000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,21365000.0,18359000.0,22299000.0,18478000.0,17448000.0,15234000.0,13722000.0,10005000.0,10581000.0,0.0,10127000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,297180000.0,-393703000.0,-170276000.0,43718000.0,9483000.0,83787000.0,-23394000.0,-325848000.0,-12130000.0,3848568000.0,-3706244000.0,222814000.0,1314068000.0,-35588000.0,45507000.0,-1294064000.0,-19676000.0
,accountsReceivables,-11645000.0,-4712000.0,-3545000.0,-1221000.0,-680000.0,13000.0,78000.0,-429000.0,391000.0,0.0,766000.0,0.0,0.0,0.0,-23852000.0,-3587000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,5557000.0,-6844000.0,1376000.0,24942000.0,10712000.0,4557000.0,2668000.0,8816000.0,-6873000.0,0.0,-11276000.0,0.0,0.0,0.0,15211000.0,-854000.0,0.0
,otherWorkingCapital,-96122000.0,-393302000.0,401000.0,170677000.0,126959000.0,117476000.0,33689000.0,57083000.0,382931000.0,395061000.0,-3453507000.0,252737000.0,29923000.0,-1284145000.0,-1248557000.0,-1294064000.0,0.0
,otherNonCashItems,11186000.0,3919000.0,-10726000.0,-2021000.0,-4672000.0,2047000.0,-2524000.0,4214000.0,3151000.0,0.0,0.0,17610000.0,20722000.0,-37451000.0,-41841000.0,50500000.0,50837000.0
,netCashProvidedByOperatingActivites,420218000.0,469586000.0,432982000.0,402697000.0,339449000.0,271427000.0,246715000.0,243973000.0,210373000.0,207838000.0,188875000.0,188875000.0,180343000.0,182831000.0,154805000.0,146620000.0,127811000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-684623000.0,-172804000.0,0.0,-231157000.0
,acquisitionsNet,-7000000.0,-91000000.0,-9000000.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-7000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,17120000.0,0.0,0.0,0.0,763000.0,1801000.0,-19807000.0,-2669000.0,0.0,-3993000.0,0.0,-304611000.0,-42151000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-265175000.0,-649668000.0,-249551000.0,-669595000.0,-1366169000.0,-231589000.0,-319965000.0,-247016000.0,-91517000.0,-59956000.0,-304611000.0,-304611000.0,-48776000.0,-684623000.0,-172804000.0,-2101446000.0,-231157000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-549752000.0,-2095718000.0,-655326000.0,-1698544000.0,-1335580000.0,-1415528000.0,-112850000.0,-240000000.0,-621956000.0,-1779904000.0,-0.0,-388080000.0,-131940000.0,-946400000.0,-124700000.0,-141500000.0,-1748155000.0
,commonStockIssued,0.0,200983000.0,0.0,593169000.0,49379000.0,0.0,0.0,0.0,128257000.0,0.0,0.0,0.0,0.0,668000.0,0.0,0.0,0.0
,commonStockRepurchased,-7000.0,-734000.0,-108000.0,-10104000.0,-826000.0,0.0,-2826000.0,-352000.0,0.0,0.0,-0.0,0.0,-5337000.0,0.0,-125185000.0,0.0,0.0
,dividendsPaid,-196333000.0,-179667000.0,-169831000.0,-146026000.0,-130821000.0,-122510000.0,-115039000.0,-102422000.0,-80056000.0,-57777000.0,-48976000.0,-62776000.0,-59301000.0,-87531000.0,-73130000.0,-14933000.0,-17657000.0
,otherFinancingActivites,-64238000.0,77674000.0,-55584000.0,181621000.0,346197000.0,-37497000.0,-24497000.0,-23180000.0,-20450000.0,-38395000.0,0.0,-21809000.0,46456000.0,-383000.0,-102829000.0,-167933000.0,-18920000.0
,netCashUsedProvidedByFinancingActivities,-136330000.0,187538000.0,-213849000.0,330616000.0,1037849000.0,43137000.0,47867000.0,-325954000.0,-152630000.0,-13324000.0,315415000.0,315415000.0,-67482000.0,504604000.0,19306000.0,1851080000.0,103768000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
