date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,5984634000.0,5586369000.0,4864985000.0,4476412000.0,3904384000.0,4501223000.0,4108269000.0,3214591000.0,2731224000.0,2269548000.0,1835922000.0,1518417000.0,1331968000.0,1085782000.0,822930000.0,627695000.0,470721000.0,315520000.0,204645000.0,131598000.0
,costOfRevenue,4943553000.0,4443879000.0,3953993000.0,3720196000.0,3406170000.0,3326936000.0,2990513000.0,2359822000.0,1990884000.0,1680321000.0,1346517000.0,1139898000.0,1045041000.0,843213000.0,650681000.0,511621000.0,218422000.0,0.0,0.0,0.0
,grossProfit,1041081000.0,1142490000.0,910992000.0,756216000.0,498214000.0,1174287000.0,1117756000.0,854769000.0,740340000.0,589227000.0,489405000.0,378519000.0,286927000.0,242569000.0,172249000.0,116074000.0,252299000.0,0.0,0.0,0.0
,grossProfitRatio,0.173959009022106,0.204513880124997,0.187254842512361,0.16893351192875,0.127603739796086,0.260881764800366,0.272074686443366,0.265902878468832,0.271065280621436,0.259623061508283,0.266571782461346,0.249285275388777,0.215415835815875,0.223404882379704,0.20931184912447,0.184921020559348,0.535984160468728,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,466291000.0,451552000.0,375460000.0,296388000.0,276240000.0,250214000.0,273897000.0,203733000.0,183409000.0,157921000.0,126357000.0,107550000.0,100779000.0,75038000.0,65284000.0,53935000.0,222713000.0,34189000.0,25803000.0,20687000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,5228179000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,720340000.0,675438000.0,585985000.0,472077000.0,439770000.0,397504000.0,399980000.0,315298000.0,279448000.0,232859000.0,201574000.0,174814000.0,162888000.0,124801000.0,110297000.0,85080000.0,246193000.0,49279000.0,37063000.0,29417000.0
,costAndExpenses,5663893000.0,5119317000.0,4539978000.0,4192273000.0,3845940000.0,3724440000.0,3390493000.0,2675120000.0,2270332000.0,1913180000.0,1548091000.0,1314712000.0,1207929000.0,968014000.0,760978000.0,596701000.0,464615000.0,49279000.0,37063000.0,29417000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945000.0,269000.0,405000.0,302000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,238534000.0,212778000.0,201979000.0,163348000.0,146368000.0,130368000.0,110474000.0,96054000.0,84130000.0,74938000.0,68921000.0,61308000.0,52770000.0,43595000.0,34253000.0,28026000.0,21802000.0,15090000.0,11260000.0,8730000.0
,EBITDA,559275000.0,679830000.0,526986000.0,447487000.0,204812000.0,907151000.0,828250000.0,635525000.0,545022000.0,431306000.0,356752000.0,265013000.0,176809000.0,161363000.0,96205000.0,59020000.0,27908000.0,281331000.0,178842000.0,110911000.0
,EBITDARatio,0.0934518301369808,0.121694431570847,0.108322225042832,0.0999655527686013,0.0524569304658558,0.201534338556432,0.201605591065239,0.197700111771606,0.199552288644212,0.190040483832023,0.194317623515596,0.174532424228654,0.132742678502787,0.148614546934836,0.116905447607937,0.0940265574841284,0.0592877734369191,0.891642368154158,0.873913362163747,0.842801562333774
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,320741000.0,467052000.0,325007000.0,284139000.0,58444000.0,776783000.0,717776000.0,539471000.0,460892000.0,356368000.0,287831000.0,203705000.0,124039000.0,117768000.0,61952000.0,30994000.0,6106000.0,266241000.0,167582000.0,102181000.0
,operatingIncomeRatio,0.0535940877921691,0.0836056479620304,0.0668053447235706,0.0634747203787319,0.0149688145428319,0.172571543333889,0.174714946854746,0.16781948310065,0.168749249420773,0.157021574339913,0.156777357643734,0.134156163952327,0.0931246096002306,0.108463761602237,0.0752822232753697,0.0493774842877512,0.0129715903900612,0.843816556795132,0.818891250702436,0.776463168133254
,totalOtherIncomeExpensesNet,-30577000.0,-23094000.0,-66639000.0,-13345000.0,-23877000.0,-13194000.0,-6976000.0,-6751000.0,-5027000.0,-5806000.0,0.0,0.0,9339000.0,-15753000.0,-10760000.0,-3119000.0,-1678000.0,0.0,0.0,0.0
,incomeBeforeTax,293781000.0,458285000.0,268436000.0,275743000.0,38739000.0,769867000.0,714303000.0,534471000.0,457685000.0,349705000.0,289061000.0,204225000.0,127206000.0,114002000.0,68255000.0,30240000.0,6126000.0,-7714000.0,-17289000.0,-24000000.0
,incomeBeforeTaxRatio,0.0490892174859816,0.0820362922678398,0.0551771485420818,0.0615991110737796,0.00992192366324624,0.171035072023759,0.173869578647357,0.166264075274273,0.167575050600024,0.154085747470421,0.157447320746742,0.134498625871549,0.0955022943494138,0.104995293714576,0.0829414409488049,0.0481762639498483,0.0130140784031305,-0.0244485294117647,-0.0844828849959686,-0.182373592303834
,incomeTaxExpense,-61985000.0,108127000.0,91883000.0,99490000.0,15801000.0,294265000.0,268929000.0,207033000.0,179685000.0,134760000.0,110080000.0,77380000.0,49004000.0,43439000.0,26832000.0,-7456000.0,0.0,0.0,0.0,0.0
,netIncome,355766000.0,350158000.0,176553000.0,176253000.0,22938000.0,475602000.0,445374000.0,327438000.0,278000000.0,214945000.0,178981000.0,126845000.0,78202000.0,70563000.0,41423000.0,37696000.0,6126000.0,-7714000.0,-17289000.0,-24000000.0
,netIncomeRatio,0.0594465760145065,0.0626807860347213,0.0362905538249347,0.0393737216324145,0.00587493443267875,0.105660617125612,0.10840916210696,0.101859925570625,0.101785865970715,0.0947082855264573,0.0974883464548058,0.0835376579687925,0.0587116206995964,0.0649881836317051,0.0503359945560376,0.0600546443734616,0.0130140784031305,-0.0244485294117647,-0.0844828849959686,-0.182373592303834
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,12.74,12.62,6.35,6.19,0.78,15.3,14.35,10.58,8.82,6.89,5.73,3.99,2.39,2.16,1.29,1.43434420303641,0.109602122824583,-0.34,-0.87,-1.49
,EPSDiluted,12.52,12.38,6.31,6.17,0.77,15.1,14.13,10.47,8.75,6.76,5.64,3.95,2.36,2.13,1.28,1.42928641844241,0.109216061692705,-0.34,-0.87,-1.49
,weightedAverageShsOut,27917000.0,27740000.0,27823000.0,28491000.0,29265000.0,31092000.0,31038000.0,30957000.0,31513000.0,31217000.0,31234000.0,31766000.0,32766000.0,32672000.0,32051000.0,26281000.0,55893078.0,22384000.0,19931000.0,16063000.0
,weightedAverageShsOutDil,28416000.0,28295000.0,27962000.0,28561000.0,29770000.0,31494000.0,31512000.0,31281000.0,31783000.0,31775000.0,31735000.0,32102000.0,33146000.0,33146000.0,32465000.0,26374000.0,56090651.0,22384000.0,19931000.0,16063000.0
