date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,225527000.0,212628000.0,232223000.0,235429000.0,230003000.0,198955000.0,179507000.0,141738000.0,120066000.0,91278000.0
,costOfRevenue,50148000.0,48881000.0,51896000.0,53318000.0,54910000.0,48768000.0,42937000.0,33396000.0,24510000.0,18475000.0
,grossProfit,175379000.0,163747000.0,180327000.0,182111000.0,175093000.0,150187000.0,136570000.0,108342000.0,95556000.0,72803000.0
,grossProfitRatio,0.7776408146253,0.770110239479278,0.776525150394233,0.773528324887758,0.761263983513259,0.754879244050162,0.760805985281911,0.764382169919147,0.795862275748338,0.797596353995486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,58063000.0,61824000.0,65157000.0,62991000.0,60700000.0,54843000.0,49903000.0,33348000.0,25513000.0,16652000.0
,GeneralAndAdministrativeExpenses,21851000.0,23704000.0,39635000.0,28132000.0,27063000.0,27055000.0,22938000.0,15556000.0,10225000.0,3110000.0
,SellingAndMarketingExpenses,77732000.0,92783000.0,103214000.0,101360000.0,104360000.0,104531000.0,96837000.0,70756000.0,51323000.0,34504000.0
,otherExpenses,0.0,0.0,0.0,0.0,-640000.0,-332000.0,-1914000.0,-2118000.0,-2237000.0,-618000.0
,operatingExpenses,157646000.0,178311000.0,208006000.0,192483000.0,192123000.0,186429000.0,169678000.0,119660000.0,87061000.0,54266000.0
,costAndExpenses,207794000.0,227192000.0,259902000.0,245801000.0,247033000.0,235197000.0,212615000.0,153056000.0,111571000.0,72741000.0
,interestExpense,1000.0,237000.0,129000.0,162000.0,424000.0,509000.0,1028000.0,1495000.0,135000.0,241000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,11303000.0,10028000.0,7880000.0,8511000.0,8267000.0,8716000.0,10121000.0,7080000.0,5294000.0,3417000.0
,EBITDA,29036000.0,-4536000.0,-19799000.0,-1861000.0,-8763000.0,-27526000.0,-22987000.0,-4238000.0,13789000.0,21954000.0
,EBITDARatio,0.12874733402209,-0.0213330323381681,-0.085258566119635,-0.00790471862005106,-0.0380995030499602,-0.138352893870473,-0.128056287498538,-0.0299002384681596,0.114845168490663,0.240517978045093
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,17733000.0,-14564000.0,-27679000.0,-10372000.0,-17030000.0,-36242000.0,-33108000.0,-11318000.0,8495000.0,18537000.0
,operatingIncomeRatio,0.0786291663525875,-0.0684952122956525,-0.119191466822838,-0.0440557450441534,-0.0740425124889675,-0.182161795380865,-0.184438489863905,-0.0798515570983081,0.0707527526527077,0.203082889633866
,totalOtherIncomeExpensesNet,0.0,-2530000.0,0.0,0.0,-2729000.0,-2536000.0,923000.0,-13643000.0,-97752000.0,-10142000.0
,incomeBeforeTax,19139000.0,-16412000.0,-26535000.0,-9545000.0,-20183000.0,-39287000.0,-33213000.0,-26456000.0,-89392000.0,8154000.0
,incomeBeforeTaxRatio,0.0848634531563848,-0.0771864476926839,-0.114265167532932,-0.0405430087202511,-0.0877510293344,-0.19746676384107,-0.185023425270324,-0.186654249389719,-0.744523845218463,0.0893314928022086
,incomeTaxExpense,1323000.0,1407000.0,1082000.0,1206000.0,757000.0,747000.0,1507000.0,640000.0,758000.0,850000.0
,netIncome,17816000.0,-17819000.0,-27617000.0,-10751000.0,-20940000.0,-40034000.0,-34720000.0,-27096000.0,-90150000.0,7304000.0
,netIncomeRatio,0.0789971932407206,-0.0838036382790601,-0.118924482071113,-0.0456655722107302,-0.0910422907527293,-0.201221381719484,-0.193418641055781,-0.191169622825213,-0.750837039628204,0.0800192817546397
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.234174553101998,-0.23,-0.38,-0.15,-0.32,-0.64,-0.74,-0.62,-2.061844,0.021568
,EPSDiluted,0.234174553101998,-0.23,-0.38,-0.15,-0.32,-0.64,-0.74,-0.62,-2.061844,0.021568
,weightedAverageShsOut,76080000.0,76080000.0,72882000.0,70053000.0,65701000.0,62428000.0,48682000.0,43723000.0,43723000.0,43723000.0
,weightedAverageShsOutDil,76080000.0,76080000.0,72882000.0,70053000.0,65701000.0,62428000.0,48682000.0,43723000.0,43723000.0,43723000.0
