date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,344965000.0,-21826000.0,-3900000.0,84936000.0,-29615000.0,-84867000.0,-117232000.0,-64203000.0,193301000.0,21793000.0,74120000.0,839143000.0,-417294000.0,-180550000.0,-229310000.0,-100898000.0
,depreciationAndAmortization,16481000.0,32729000.0,32048000.0,28146000.0,25416000.0,26490000.0,29989000.0,32726000.0,32390000.0,51224000.0,58395000.0,49473000.0,71960000.0,163434000.0,188560000.0,202929000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6699000.0,6952000.0,5213000.0,2336000.0,3843000.0,2768000.0,2072000.0,2213000.0,1996000.0,2085000.0,5239000.0,2432000.0,465000.0,604000.0,0.0,0.0
,changeInWorkingCapital,-49747000.0,25446000.0,27968000.0,102866000.0,-4471000.0,-13040000.0,-65304000.0,-136464000.0,66274000.0,-31301000.0,145066000.0,943001000.0,-870117000.0,-67007000.0,-18826000.0,-35987000.0
,accountsReceivables,-19268000.0,-19824000.0,8294000.0,-22210000.0,285000.0,3299000.0,-1668000.0,26756000.0,-7534000.0,-6234000.0,-41370000.0,3513000.0,31025000.0,-46504000.0,44091000.0,-25812000.0
,inventory,-816000.0,-4210000.0,-30675000.0,-8077000.0,-557000.0,12929000.0,-3380000.0,9593000.0,-19066000.0,4274000.0,-3172000.0,5576000.0,11174000.0,-18398000.0,37064000.0,-806000.0
,accountsPayables,3960000.0,7375000.0,-8389000.0,10320000.0,-4163000.0,-12605000.0,-1526000.0,-3111000.0,-1838000.0,11193000.0,3434000.0,-31791000.0,-24950000.0,20421000.0,-54320000.0,-41141000.0
,otherWorkingCapital,-38746000.0,245532000.0,220086000.0,192118000.0,89252000.0,93723000.0,106763000.0,172067000.0,308531000.0,242257000.0,273558000.0,128492000.0,-814509000.0,55608000.0,122615000.0,141441000.0
,otherNonCashItems,-21782000.0,-3144000.0,-10740000.0,-36480000.0,-22179000.0,-8297000.0,5608000.0,2617000.0,-6458000.0,38173000.0,23861000.0,-792908000.0,13626000.0,15255000.0,14520000.0,17304000.0
,netCashProvidedByOperatingActivites,7470000.0,50497000.0,39236000.0,-18444000.0,7631000.0,-9977000.0,-37469000.0,68755000.0,121103000.0,104531000.0,106392000.0,41461000.0,-18388000.0,-23711000.0,30470000.0,103647000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-36100000.0,-22955000.0,-33231000.0,-32661000.0,-18727000.0,-6350000.0,-17419000.0,-42483000.0,-61522000.0,-48173000.0,-43616000.0,-8771000.0,-28608000.0,-85294000.0,-39196000.0,-62334000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-8839000.0,-17833000.0,-12907000.0,-14839000.0,-3552000.0,-17182000.0,0.0,0.0,0.0,0.0,0.0,-329000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,13762000.0,13583000.0,14342000.0,10615000.0,6317000.0,10841000.0,2003000.0,0.0,173000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-218000.0,-791000.0,-2234000.0,1515000.0,449000.0,156000.0,-344000.0,-1109000.0,6408000.0,-8508000.0,431000.0,10900000.0,-14085000.0,176000.0,1544000.0,12185000.0
,netCashUsedForInvestingActivites,318482000.0,-28897000.0,-33306000.0,-17743000.0,-15874000.0,-3391000.0,-16698000.0,-44103000.0,-63528000.0,-57158000.0,-43728000.0,11541000.0,-39571000.0,-81806000.0,-33385000.0,-68692000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-224250000.0,-1960000.0,-2514000.0,0.0,0.0,0.0,0.0,-229333000.0,-2968000.0,-56619000.0,-70063000.0,-33250000.0,-165000000.0,-50100000.0,0.0,-12883000.0
,commonStockIssued,0.0,0.0,0.0,0.0,1732000.0,3436000.0,68000.0,11375000.0,962000.0,9336000.0,0.0,35280000.0,183000.0,151000.0,88000.0,628000.0
,commonStockRepurchased,-1125000.0,-2702000.0,-1607000.0,-11401000.0,0.0,0.0,0.0,-51000000.0,-28125000.0,-11793000.0,0.0,0.0,-496000.0,-6000.0,-420000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-824000.0,0.0,0.0,-5902000.0,0.0,0.0,0.0,0.0,0.0,0.0,-134165000.0,0.0,0.0,0.0,0.0,-594000.0
,netCashUsedProvidedByFinancingActivities,-222281000.0,-1802000.0,1294000.0,72691000.0,1732000.0,3436000.0,68000.0,-50122000.0,-30131000.0,-59076000.0,42457000.0,2030000.0,14687000.0,80145000.0,-332000.0,-12849000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,24612000.0,-579000.0,-3361000.0,8716000.0,-1016000.0,-1620000.0,2927000.0,-3162000.0,-7317000.0,1642000.0,2126000.0,5856000.0,-17036000.0,544000.0,5846000.0,1452000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
