date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,258995000.0,148449000.0,137840000.0,177184000.0,115411000.0,130736000.0,120627000.0,114390000.0,148230000.0,107846000.0,77644000.0,75282000.0,22441000.0,35430000.0,94879000.0,-27924000.0
,depreciationAndAmortization,205659000.0,212576000.0,201655000.0,160011000.0,145311000.0,104981000.0,68354000.0,64392000.0,63311000.0,71517000.0,68706000.0,70981000.0,71786000.0,58622000.0,48020000.0,46118000.0
,deferredIncomeTax,-14715000.0,-7435000.0,7217000.0,-72324000.0,-12591000.0,-2058000.0,14311000.0,7032000.0,7909000.0,35305000.0,9450000.0,27103000.0,21756000.0,2460000.0,0.0,0.0
,stockBasedCompensation,27250000.0,26451000.0,23326000.0,19284000.0,17413000.0,14985000.0,11186000.0,7033000.0,5677000.0,3725000.0,2236000.0,5147000.0,2093000.0,3746000.0,0.0,0.0
,changeInWorkingCapital,-143078000.0,11374000.0,-28085000.0,78990000.0,224968000.0,-121755000.0,50342000.0,17678000.0,-34272000.0,169704000.0,-241004000.0,52402000.0,103640000.0,-13174000.0,-49652000.0,-8830000.0
,accountsReceivables,-116601000.0,-57991000.0,54575000.0,-197191000.0,-39320000.0,-92572000.0,-97802000.0,-67145000.0,15158000.0,-111126000.0,-64329000.0,-35455000.0,-88545000.0,-75540000.0,30804000.0,-51884000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,27325000.0,5743000.0,-1778000.0,3903000.0,-15492000.0,2345000.0,5997000.0,-1283000.0,-6117000.0,20629000.0,-7161000.0,963000.0,-1351000.0,-112000.0,12081000.0,7129000.0
,otherWorkingCapital,155634000.0,298712000.0,287338000.0,315423000.0,236433000.0,11465000.0,133220000.0,82878000.0,65200000.0,99472000.0,-70232000.0,170772000.0,118370000.0,14730000.0,27904000.0,77556000.0
,otherNonCashItems,2184000.0,11566000.0,13112000.0,11130000.0,15656000.0,9543000.0,7553000.0,8433000.0,7566000.0,0.0,40515000.0,43185000.0,47804000.0,39109000.0,24433000.0,39060000.0
,netCashProvidedByOperatingActivites,1028073000.0,445182000.0,494194000.0,238131000.0,346603000.0,208415000.0,170642000.0,192523000.0,298682000.0,217128000.0,144537000.0,165639000.0,107438000.0,86013000.0,227651000.0,57211000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-146440000.0,-157126000.0,-167281000.0,-233243000.0,-161633000.0,-182642000.0,-95246000.0,-73660000.0,-68185000.0,-46016000.0,-51761000.0,-57877000.0,-56504000.0,-166074000.0,-155096000.0,-109946000.0
,acquisitionsNet,-21000000.0,-94000000.0,-523000000.0,-27000000.0,-472000000.0,-1060000000.0,-1000000.0,-2000000.0,-6000000.0,-1000000.0,-166000000.0,-21000000.0,-5000000.0,-227000000.0,72000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,83320000.0,192000.0,6760000.0,80350000.0,80463000.0,1767000.0,0.0,2912000.0,16511000.0,7879000.0,0.0,0.0,281000.0,4335000.0,1910000.0,686000.0
,netCashUsedForInvestingActivites,-115353000.0,-316729000.0,-697137000.0,-192965000.0,-554320000.0,-1211754000.0,-101091000.0,-107306000.0,-72406000.0,-54735000.0,-216998000.0,-77917000.0,-60438000.0,-382676000.0,-81481000.0,-220811000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-558224000.0,-3078774000.0,-846122000.0,-2169988000.0,-1114435000.0,-942270000.0,-918667000.0,-1650184000.0,-703665000.0,-1642506000.0,-210659000.0,-576689000.0,-391796000.0,-336873000.0,-98663000.0,-474039000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,1649000.0,7355000.0,1525000.0,1817000.0,208000.0,241000.0,146000.0,90000.0,266000.0,0.0,1023000.0
,commonStockRepurchased,-16034000.0,-38531000.0,-6837000.0,-4753000.0,-2929000.0,-15827000.0,-130734000.0,-11781000.0,-46902000.0,-72804000.0,-44144000.0,-80000.0,-612000.0,-14000.0,-41000.0,-1687994000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,-13129000.0,-53366000.0,-41961000.0,-210888000.0,0.0,0.0,0.0,0.0,-1698000.0,-1762000.0,-176942000.0
,otherFinancingActivites,-607391000.0,-3643000.0,-310232000.0,-5030000.0,-808000.0,181879000.0,-15070000.0,-22451000.0,-9795000.0,-23168000.0,-4431000.0,308132000.0,-1957000.0,0.0,0.0,655087000.0
,netCashUsedProvidedByFinancingActivities,-671541000.0,32251000.0,255572000.0,-21646000.0,292311000.0,1014420000.0,-70516000.0,-121042000.0,-198175000.0,-154715000.0,-6854000.0,-68302000.0,12731000.0,219592000.0,-100466000.0,-48510000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,495000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
