Date,2017-03,2016-03,2015-03,2014-03,2013-03
Cash and cash equivalents,13000000.0,34000000.0,68000000.0,99000000.0,69000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,116000000.0,106000000.0,124000000.0,102000000.0,99000000.0
Inventories,48000000.0,62000000.0,75000000.0,60000000.0,88000000.0
Total current assets,37000000.0,18000000.0,77000000.0,88000000.0,99000000.0
Property, Plant & Equipment Net,11000000.0,13000000.0,15000000.0,18000000.0,21000000.0
Goodwill and Intangible Assets,0,0,57000000,60000000,69000000
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,111000000.0,177000000.0,121000000.0,259000000.0,251000000.0
Total assets,225000000.0,230000000.0,359000000.0,362000000.0,371000000.0
Payables,42000000.0,46000000.0,54000000.0,42000000.0,48000000.0
Short-term debt,63000000.0,3000000.0,84000000.0,000000.0,000000.0
Total current liabilities,230000000.0,180000000.0,298000000.0,191000000.0,202000000.0
Long-term debt,65000000.0,132000000.0,70000000.0,204000000.0,205000000.0
Total debt,65000000.0,132000000.0,70000000.0,204000000.0,205000000.0
Deferred revenue,38000000.0,35000000.0,40000000.0,40000000.0,38000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,111000000.0,177000000.0,121000000.0,259000000.0,251000000.0
Total liabilities,341000000.0,356000000.0,419000000.0,449000000.0,453000000.0
Other comprehensive income,3000000.0,4000000.0,4000000.0,7000000.0,6000000.0
Retained earnings (deficit),-593000000.0,-598000000.0,-523000000.0,-540000000.0,-518000000.0
Total shareholders equity,-116000000.0,-127000000.0,-60000000.0,-87000000.0,-82000000.0
Investments,,,,,
Net Debt,115000000,101000000,86000000,105000000,136000000
Other Assets,37000000,15000000,21000000,24000000,25000000
Other Liabilities,8000000,8000000,10000000,11000000,8000000
