date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-707000.0,-171999000.0,-36585000.0,13780000.0,136366000.0,105789000.0,72581000.0,117500000.0,101600000.0,76200000.0,56000000.0,33200000.0,18800000.0,9700000.0
,depreciationAndAmortization,104992000.0,73320000.0,45792000.0,40921000.0,29022000.0,23209000.0,16946900.0,11900000.0,9000000.0,7300000.0,4900000.0,3900000.0,3300000.0,2300000.0
,deferredIncomeTax,-70315000.0,16453000.0,-92585000.0,-24575000.0,-6188000.0,4354000.0,-20236970.0,-7800000.0,-500000.0,1000000.0,-7100000.0,-3600000.0,-2200000.0,-200000.0
,stockBasedCompensation,130305000.0,395000.0,27525000.0,35719000.0,22983000.0,10213000.0,11851615.0,11645077.0,4442822.0,4079265000000.0,244000000.0,1752000000.0,4719000000.0,15477000000.0
,changeInWorkingCapital,772828000.0,1691637000.0,26012000.0,26027000.0,70162000.0,-17430070.0,138128070.0,-3900000.0,24000000.0,68700000.0,-8400000.0,17600000.0,-59200000.0,53800000.0
,accountsReceivables,-509910000.0,-507000.0,-27105000.0,-21817000.0,-15428000.0,-36476000.0,-36119868.0,-22764177.0,-8651951.0,-9274653000000.0,-7063942000000.0,-2974890000000.0,4026218000000.0,-736431000000.0
,inventory,-106981000.0,-4148000.0,-3015000.0,-1549000.0,-787000.0,-237000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,584281000.0,143495000.0,90123000.0,150215000.0,47980000.0,63668000.0,68780586.0,26037488.0,18061683.0,10808788000000.0,9051139000000.0,8686334000000.0,10610141000000.0,4282955000000.0
,otherWorkingCapital,0.0,2036536000.0,344899000.0,318887000.0,292860000.0,222698000.0,240128070.0,102000000.0,105900000.0,81900000.0,13200000.0,21600000.0,4000000.0,63200000.0
,otherNonCashItems,102384000.0,128768000.0,32253000.0,143443000.0,33710000.0,45645000.0,74073090.0,8200000.0,2000000.0,900000.0,3000000.0,2300000.0,-6500000.0,2800000.0
,netCashProvidedByOperatingActivites,1182552000.0,451091000.0,230907000.0,269010000.0,190259000.0,221370000.0,196793280.0,142500000.0,139900000.0,89400000.0,67900000.0,49700000.0,55800000.0,7600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-247048000.0,-136798000.0,-97562000.0,-74851000.0,-76939000.0,-62530000.0,-34425957.0,-113755566.0,-16747746.0,-18924161.0,-13214043.0,-3798170.0,-4904991.0,-3087561.0
,acquisitionsNet,0.0,0.0,-4195000.0,-8568000.0,-7284000.0,-45009000.0,-36814136.0,-3423439.0,0.0,-5000000.0,0.0,0.0,-39000000.0,0.0
,purchasesOfInvestments,-5204011000.0,-4491398000.0,-3176078000.0,-4553649000.0,-3501283000.0,-1952483000.0,-1944307.0,-1012225.0,-539355434.0,-379044395000000.0,-121266157000000.0,-80060909000000.0,-110056368000000.0,-75267070000000.0
,salesMaturitiesOfInvestments,5550242000.0,3353606000.0,2662800000.0,4713934000.0,3508293000.0,1875516000.0,2330835825000000.0,1174789615000000.0,472871652000000.0,336835026000000.0,76062629000000.0,81728485000000.0,116574567000000.0,0.0
,otherInvestingActivites,-344608000.0,3180406000.0,2600950000.0,4594732000.0,3492851000.0,1853104000.0,-305046687.0,23720119.0,471480998.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-252181000.0,-1447790000.0,-672459000.0,-22641000.0,-84243000.0,-183538000.0,-322391254.0,-78788747.0,-84622182.0,-66882416.0,-58834021.0,-3086273.0,-37626503.0,-48588851.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1790221000.0,-472922000.0,-123822000.0,-5004000.0,-6684000.0,-9059000.0,-7704636.0,-15936551.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,1867215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-54085000.0,1965183000.0,0.0,0.0,0.0,-2714000.0,-1944307000000.0,-1000000.0,0.0,0.0,0.0,0.0,-2500000.0,50400000.0
,dividendsPaid,-3356000.0,-2844000.0,-6624000.0,-26496000.0,-24419000.0,-20974000.0,-28302510.0,-23800000.0,-18000000.0,-10600000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-306789000.0,630283000.0,1179660000.0,368857000.0,245575000.0,5033000.0,302248375.0,31456633.0,101494702.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,242266000.0,2021012000.0,608882000.0,-50903000.0,-19668000.0,-27714000.0,264296925.0,-9246148.0,-17962304.0,-10582031.0,-2981801.0,-15282280.0,-11652357.0,50244910.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-115837000.0,-37584000.0,-90895000.0,-41346000.0,-19089000.0,-66381000.0,-55839833.0,-15682364.0,-3199578.0,-1409973.0,946433.0,996857.0,-3471576.0,115738.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
