date,,2020-09-27_FY,2019-09-29_FY,2018-09-30_FY,2017-09-24_FY,2016-09-25_FY,2015-09-27_FY,2014-09-28_FY,2013-09-29_FY,2012-09-30_FY,2011-09-25_FY,2010-09-26_FY,2009-09-27_FY,2008-09-28_FY,2007-09-30_FY,2006-09-24_FY,2005-09-25_FY,2004-09-30_FY,2004-09-26_FY,2003-09-30_FY,2003-09-28_FY,2002-09-30_FY,2002-09-29_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY
,revenue,23531000000.0,19573000000.0,22732000000.0,22258000000.0,23554000000.0,25281000000.0,26487000000.0,24866000000.0,19121000000.0,14957000000.0,10982000000.0,10387000000.0,11142000000.0,8871000000.0,7526000000.0,5673000000.0,4880000000.0,1484000000.0,3970636000.0,1430047000.0,3039560000.0,1137360000.0,2679786000.0,3196780000.0,3937299000.0,3347870000.0,2096365000.0,813900000.0,386600000.0
,costOfRevenue,9255000000.0,8599000000.0,10244000000.0,9792000000.0,9315000000.0,10106000000.0,10435000000.0,9820000000.0,7096000000.0,4877000000.0,3301000000.0,3025000000.0,3414000000.0,2681000000.0,2182000000.0,1645000000.0,1484000000.0,1484000000.0,1430047000.0,1430047000.0,1137360000.0,1137360000.0,1035103000.0,1507122000.0,2485072000.0,2333399000.0,1518006000.0,479100000.0,182300000.0
,grossProfit,14276000000.0,10974000000.0,12488000000.0,12466000000.0,14239000000.0,15175000000.0,16052000000.0,15046000000.0,12025000000.0,10080000000.0,7681000000.0,7362000000.0,7728000000.0,6190000000.0,5344000000.0,4028000000.0,3396000000.0,0.0,2540589000.0,0.0,1902200000.0,0.0,1644683000.0,1689658000.0,1452227000.0,1014471000.0,578359000.0,334800000.0,204300000.0
,grossProfitRatio,0.606689048489227,0.560670311142901,0.549357733591413,0.560068290053015,0.604525770569755,0.600253154542937,0.60603314833692,0.60508324619963,0.628889702421422,0.673931938222906,0.699417228191586,0.708770578607875,0.693591814754981,0.697779280802615,0.710071751262291,0.71002996650802,0.695901639344262,0.0,0.639844347353925,0.0,0.625814262590638,0.0,0.613736693900185,0.528549978415781,0.368838383876866,0.303019830519106,0.27588659417611,0.411352746037597,0.528453181583032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,5975000000.0,5398000000.0,5625000000.0,5485000000.0,5141000000.0,5476000000.0,5447000000.0,4967000000.0,3915000000.0,2995000000.0,2451000000.0,2345000000.0,2281000000.0,1829000000.0,1538000000.0,1011000000.0,720000000.0,720000000.0,523267000.0,523267000.0,451678000.0,451678000.0,414760000.0,340407000.0,381139000.0,349483000.0,235922000.0,162300000.0,80200000.0
,GeneralAndAdministrativeExpenses,2074000000.0,2195000000.0,2986000000.0,2658000000.0,2213000000.0,2272000000.0,2265000000.0,2518000000.0,2324000000.0,1945000000.0,1503000000.0,1462000000.0,1717000000.0,1478000000.0,1116000000.0,631000000.0,568000000.0,568000000.0,534915000.0,534915000.0,508644000.0,508644000.0,367155000.0,342940000.0,425941000.0,410347000.0,236188000.0,123100000.0,72700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,47000000.0,-414000000.0,0.0,-1742000000.0,356000000.0,1038000000.0,484000000.0,0.0,0.0,4991000000.0,3517000000.0,4194000000.0,3414000000.0,0.0,2182000000.0,1645000000.0,0.0,1463000000.0,0.0,1602219000.0,0.0,1405970000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
