date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-49409000.0,-128243000.0,-35296000.0,123796000.0,-243016000.0,-40248000.0,506877000.0,227959000.0,153388000.0,79390000.0,-29695000.0
,depreciationAndAmortization,16094000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,-3447000.0,-32699000.0,-5866000.0,-202884000.0,-128538000.0,-16114000.0,307457000.0,134583000.0,92479000.0,46789000.0,42962000.0
,stockBasedCompensation,270000.0,33607000.0,29273000.0,26534000.0,24103000.0,25272000.0,21302000.0,11982000.0,10333000.0,3656000.0,9970000.0
,changeInWorkingCapital,95918000.0,-107911000.0,158024000.0,-73079000.0,-137284000.0,93239000.0,-79709000.0,-180713000.0,-279155000.0,317416000.0,-31547000.0
,accountsReceivables,68322000.0,13729000.0,-23508000.0,-158587000.0,-11923000.0,108461000.0,16702000.0,-107473000.0,-90103000.0,-64900000.0,-44450000.0
,inventory,1902000.0,-5893000.0,-14346000.0,-2501000.0,254000.0,6873000.0,-3776000.0,-13941000.0,-29313000.0,-2550000.0,-498000.0
,accountsPayables,-24573000.0,0.0,0.0,0.0,0.0,0.0,76723000.0,0.0,76706000.0,36316000.0,0.0
,otherWorkingCapital,-69614000.0,-165532000.0,-57621000.0,-215645000.0,-142566000.0,-5282000.0,-98521000.0,-18812000.0,161901000.0,441056000.0,123640000.0
,otherNonCashItems,0.0,27263000.0,29057000.0,18311000.0,14334000.0,12299000.0,11028000.0,4248000.0,2810000.0,-1595000.0,7653000.0
,netCashProvidedByOperatingActivites,95255000.0,892853000.0,996421000.0,507876000.0,228018000.0,359815000.0,872516000.0,697856000.0,392386000.0,176024000.0,49612000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-327000000.0,0.0,-2850000.0,-647715000.0,-1208088000.0,-848664000.0,-1402865000.0,-2453596000.0,-1053315000.0,-613223000.0,-312937000.0
,acquisitionsNet,0.0,-21000000.0,-582000000.0,-62000000.0,-782000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-213528000.0,-8264000.0,0.0,0.0,0.0,-8133000.0,-126213000.0,-184907000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,121977000.0,370410000.0,6774000.0,25000000.0,126861000.0,164913000.0,0.0
,otherInvestingActivites,0.0,0.0,224000.0,-2681000.0,2950000.0,-1969000.0,-6213000.0,-8347000.0,14062000.0,1625000.0,3522000.0
,netCashUsedForInvestingActivites,-9881000.0,-828756000.0,-1613536000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-202000.0,-2020672000.0,-3009340000.0,-1377000000.0,-1617907000.0,-992000000.0,-455570000.0,-264430000.0,0.0,0.0,-107000000.0
,commonStockIssued,0.0,0.0,44503000.0,436376000.0,766670000.0,462833000.0,0.0,314580000.0,0.0,0.0,399669000.0
,commonStockRepurchased,0.0,-4856000.0,-6846000.0,-6229000.0,-2330000.0,-2949000.0,-5309000.0,-1566000.0,-3194000.0,-602000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-22740000.0,-29732000.0,-2769000.0,-9127000.0,-14632000.0,-275000.0,-22910000.0,-8012000.0,-18680000.0,-1788000.0
,netCashUsedProvidedByFinancingActivities,0.0,-66268000.0,622585000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,-2171000.0,5470000.0,5494000.0,1496000.0,-36081000.0,-46090000.0,-121546000.0,-257425000.0,327352000.0,102958000.0
,cashAtEndOfPeriod,0.0,20019000.0,22190000.0,16720000.0,11226000.0,9730000.0,45811000.0,91901000.0,213447000.0,470872000.0,143520000.0
,cashAtBeginningOfPeriod,0.0,22190000.0,16720000.0,11226000.0,9730000.0,45811000.0,91901000.0,213447000.0,470872000.0,143520000.0,40562000.0
,operatingCashFlow,95255000.0,892853000.0,996421000.0,507876000.0,228018000.0,359815000.0,872516000.0,697856000.0,392386000.0,176024000.0,49612000.0
,capitalExpenditure,0.0,-869221000.0,-1151811000.0,-647715000.0,-1208088000.0,-848664000.0,-1402865000.0,-2453596000.0,-1053315000.0,-613223000.0,-312937000.0
,freeCashFlow,95255000.0,23632000.0,-155390000.0,-139839000.0,-980070000.0,-488849000.0,-530349000.0,-1755740000.0,-660929000.0,-437199000.0,-263325000.0
