date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,170949000.0,128628000.0,115866000.0,73389000.0,50349852.0,53428814.0,93048490.0,21174538.0,21500888.0,-40311713.0,112910211.0,-230631156.0,-81229844.0,84533878.0,50413807.0,50387023.0,25072682.0,3407919.0
,depreciationAndAmortization,56862000.0,56191000.0,55577000.0,54587000.0,26726460.0,5436330.0,7371737.0,7250601.0,5904089.0,5951525.0,570154.0,755703.0,751859.0,1587481.0,-219820.0,-165906.0,-1431146.0,0.0
,deferredIncomeTax,4726000.0,150000.0,-12033000.0,-7399000.0,0.0,0.0,0.0,0.0,0.0,0.0,1710000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,9046000.0,9514000.0,6095000.0,4840000.0,3513540.0,3442683.0,1989439.0,1600142.0,578190.0,1407700.0,310500.0,2414796.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,6940000.0,-8332000.0,-8205000.0,822000.0,-3832183.0,2624389.0,-2212738.0,-5759559.0,942064.0,-7727745.0,3015352.0,33699325.0,-30767372.0,66656952.0,-6515461.0,4597468.0,-4029178.0,5973538.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250227.0,769625.0,-10088042.0,1009822.0,14159341.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-283594000.0,-460674000.0,-270319000.0,296323000.0,-281083443.0,-17596523.0,18862488.0,-3127093.0,459290.0,-246284.0,-209871314.0,-48889414.0,161648436.0,6940252.0,21415845.0,18417385.0,8461304.0,1456172.0
,netCashProvidedByOperatingActivites,55165000.0,-226537000.0,-37735000.0,460834000.0,-197617076.0,36347689.0,30795356.0,22522344.0,20166051.0,-389622.0,20903501.0,49415285.0,50403079.0,159688381.0,65094371.0,73235970.0,28073662.0,10837629.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-63000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-38818000.0,-33522000.0,-49992000.0,-27866000.0,-6090916.0,-20875313.0,-526499.0,-29024327.0,-69299075.0,-37853323.0,-6591699.0,-12412500.0,0.0,-16715584.0,0.0,0.0,-733136181.0,-5917542.0
,salesMaturitiesOfInvestments,20153000.0,12488000.0,2269000.0,460000.0,1567207.0,2100000.0,34567856.0,43132650.0,55895146.0,0.0,57777389.0,2710012.0,0.0,22150778.0,7897845.0,15999968.0,221425780.0,0.0
,otherInvestingActivites,-14159000.0,-14781000.0,-52099000.0,24354000.0,12333396.0,4876191.0,5687545.0,4720705.0,2557332.0,10025732.0,-217974.0,-8634884.0,0.0,-615428777.0,-796121463.0,-461635872.0,-53365937.0,-108900852.0
,netCashUsedForInvestingActivites,-1156624000.0,-994740000.0,-681875000.0,-907949000.0,-201917252.0,24734072.0,144951905.0,-200076986.0,-46533678.0,-40348973.0,237811845.0,151721877.0,231166105.0,-609993583.0,-788223618.0,-445635904.0,-565076338.0,-114818394.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-375461000.0,-761190000.0,-643897000.0,-231691000.0,-308405000.0,-520055412.0,-417749450.0,-167154040.0,-179706432.0,-70862889.0,-257550487.0,-242148627.0,-586651575.0,-469659223.0,-782167202.0,-6000000.0,0.0,0.0
,commonStockIssued,183585000.0,260383000.0,156417000.0,76225000.0,0.0,0.0,6800000.0,134176328.0,39200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-53764000.0,-11574000.0,-10066000.0,0.0,0.0,0.0,0.0,0.0,-684764.0,-5746567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-149365000.0,-115415000.0,-75651000.0,-50181000.0,-39366254.0,-37063493.0,-33141118.0,-25377498.0,-8043265.0,-295890.0,-170745.0,-236010.0,-47375829.0,-46600416.0,-44134107.0,-46205766.0,-19488498.0,-4099784.0
,otherFinancingActivites,-48425000.0,-55238000.0,-47994000.0,-149541000.0,10277487.0,163483812.0,-160697202.0,-9840389.0,7497879.0,-46807144.0,4006175.0,70661009.0,874186.0,-26536366.0,-28120573.0,-13160807.0,-13371843.0,0.0
,netCashUsedProvidedByFinancingActivities,1127895000.0,1391170000.0,816507000.0,412844000.0,349471071.0,77209181.0,-185719068.0,208755305.0,320037.0,-5149490.0,-222215057.0,-137344928.0,-302956684.0,464767886.0,711458795.0,385425542.0,537288852.0,110096290.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
