date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,revenue,3784511000.0,3972518000.0,3380004000.0,3415962000.0,3227683000.0,3009300000.0,3011773000.0,2821041000.0,2783370000.0,2777285000.0,2775885000.0,3121493000.0,2414196000.0,3178750000.0,3168743000.0,2991913000.0,2668157000.0,2265517000.0,1786271000.0,1506980000.0,1366018000.0,1280676000.0,1222123000.0,1127946000.0,824964000.0,683679000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,3784511000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,285831000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3309000000.0,3577000000.0,3394000000.0,3234000000.0,3153000000.0,2936000000.0,2762000000.0,2688000000.0,2647000000.0,2527000000.0,2587000000.0,2543000000.0,2860000000.0,2855000000.0,2847000000.0,2632000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,3326010000.0,3594449000.0,3410619000.0,3248877000.0,3156959000.0,2938733000.0,2764348000.0,2688945000.0,2648060000.0,2532186000.0,2593495000.0,2549952000.0,2865057000.0,2863714000.0,2856334000.0,2639274000.0,2260314000.0,2019716000.0,1725603000.0,1382171000.0,1237463000.0,1112137000.0,986843000.0,918167000.0,688374000.0,569356000.0
,interestExpense,17048000.0,17035000.0,17036000.0,15168000.0,3962000.0,3168000.0,2637000.0,1260000.0,1543000.0,5549000.0,6806000.0,6729000.0,4966000.0,8589000.0,9180000.0,7222000.0,4222000.0,3056000.0,4100000.0,7727000.0,7292000.0,5000000.0,4800000.0,5000000.0,2000000.0,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,68463000.0,64730000.0,58791000.0,55343000.0,26385000.0,26478000.0,28054000.0,30587000.0,36974000.0,40657000.0,40735000.0,35692000.0,27037000.0,26324000.0,24262000.0,18781000.0,16192000.0,16126000.0,10233000.0,8477000.0,6926000.0,6896000.0,5444000.0,5157000.0,4067000.0,3736000.0
,EBITDA,3567143000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.942563781688044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3498680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.121151979740579,0.0951711232019591,-0.0090576815885425,0.048913014840329,0.0219116933106504,0.0234496394510351,0.0821526057906755,0.0468252676937343,0.0486137308370788,0.0882512957798714,0.0657051715038627,0.183098600573508,-0.186754099501449,0.0991068816358631,0.098590829234179,0.117864055539048,0.152855697771908,0.108496647785031,0.0339634915418769,0.0828206081036245,0.0941093016343855,0.131601591659405,0.192517447098205,0.185983194230929,0.165570861273946,0.167217363704312
,totalOtherIncomeExpensesNet,8287000.0,9044000.0,9275000.0,11945000.0,8294000.0,8911000.0,8671000.0,9738000.0,10174000.0,11884000.0,8297000.0,4967000.0,4597000.0,5154000.0,5185000.0,5438000.0,4775000.0,4743000.0,2073000.0,5396000.0,6349000.0,4924000.0,8296000.0,4881000.0,3233000.0,3341000.0
,incomeBeforeTax,458501000.0,378069000.0,-30615000.0,167085000.0,70724000.0,70567000.0,247425000.0,132096000.0,135310000.0,245099000.0,182390000.0,571541000.0,-450861000.0,315036000.0,312409000.0,352639000.0,407843000.0,245801000.0,60668000.0,124809000.0,128555000.0,168539000.0,235280000.0,209779000.0,136590000.0,114323000.0
,incomeBeforeTaxRatio,0.121151979740579,0.0951711232019591,-0.0090576815885425,0.048913014840329,0.0219116933106504,0.0234496394510351,0.0821526057906755,0.0468252676937343,0.0486137308370788,0.0882512957798714,0.0657051715038627,0.183098600573508,-0.186754099501449,0.0991068816358631,0.098590829234179,0.117864055539048,0.152855697771908,0.108496647785031,0.0339634915418769,0.0828206081036245,0.0941093016343855,0.131601591659405,0.192517447098205,0.185983194230929,0.165570861273946,0.167217363704312
,incomeTaxExpense,83894000.0,57982000.0,-24887000.0,22208000.0,-2320000.0,-3912000.0,69476000.0,19953000.0,18399000.0,53935000.0,30192000.0,168469000.0,-208742000.0,77204000.0,97592000.0,99380000.0,121635000.0,61480000.0,-5437000.0,19470000.0,19189000.0,34830000.0,57754000.0,53473000.0,30826000.0,24022000.0
,netIncome,374607000.0,320087000.0,-5728000.0,144877000.0,73044000.0,74479000.0,177949000.0,112143000.0,116911000.0,191164000.0,152198000.0,403072000.0,-242119000.0,237832000.0,214817000.0,253259000.0,286208000.0,184321000.0,66105000.0,105339000.0,109366000.0,133709000.0,177526000.0,156306000.0,105764000.0,90301000.0
,netIncomeRatio,0.0989842545047431,0.0805753428933488,-0.00169467255068337,0.0424117715595197,0.0226304751736772,0.0247496095437477,0.0590844661931693,0.0397523467400864,0.0420033987576212,0.0688312506638678,0.0548286402354564,0.129127952553474,-0.10028970307299,0.0748193472276838,0.0677924968986125,0.0846478490517605,0.107268050568239,0.0813593541783178,0.0370072626158069,0.069900728609537,0.0800619025517965,0.104405017350212,0.14526033795289,0.138575782883223,0.128204382251832,0.132080991225414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,6.76784520604867,5.78285848494155,-0.1,2.61907947067756,1.32208727759778,1.35030911760973,3.234965823153,2.04093035106557,2.12956520155194,3.48680346557228,2.7777412760987,7.36,-4.42274952506211,4.35,3.93,4.64,5.25,3.39,1.22,1.94,2.02,2.45,3.23,2.84,1.93,1.65499999285224
,EPSDiluted,6.76784520604867,5.78191835260116,-0.1,2.61855875070038,1.32082022350005,1.34903729464399,3.23426026899309,2.04029910486864,2.12867339135501,3.48553195368767,2.77601867726991,7.32,-4.40881694193055,4.34,3.92,4.63,5.24,3.38,1.21,1.94,2.02,2.44,3.21,2.82,1.92422245186119,1.6530137722713
,weightedAverageShsOut,55333382.0,55351000.0,55335000.0,55316000.0,55249000.0,55157000.0,55008000.0,54947000.0,54899000.0,54825000.0,54792000.0,54770000.0,54744000.0,54674023.0,54660814.0,54581681.0,54515810.0,54371976.0,54184426.0,54298454.0,54141584.0,54575102.0,54961610.0,55037324.0,54800000.0,54562538.0
,weightedAverageShsOutDil,55333382.0,55360000.0,55335000.0,55327000.0,55302000.0,55209000.0,55020000.0,54964000.0,54922000.0,54845000.0,54826000.0,55092000.0,54917000.0,54800000.0,54800255.0,54699568.0,54619847.0,54532840.0,54632231.0,54298454.0,54141584.0,54798770.0,55304050.0,55427660.0,54964539.0,54628099.0
