date,,2021-01-31_FY,2020-01-26_FY,2019-01-27_FY,2018-01-28_FY,2017-01-29_FY,2016-01-31_FY,2015-01-25_FY,2014-01-26_FY,2013-01-27_FY,2012-01-29_FY,2011-01-30_FY,2011-01-29_FY,2010-01-31_FY,2009-01-25_FY,2008-01-27_FY,2007-01-28_FY,2006-01-29_FY,2005-01-30_FY,2004-01-25_FY,2003-01-26_FY,2002-01-27_FY,2001-01-28_FY,2000-01-30_FY,1999-01-31_FY,1998-02-01_FY,1997-01-26_FY,1996-01-28_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY,1990-01-31_FY,1989-01-31_FY,1988-01-31_FY,1987-01-31_FY,1986-01-31_FY
,revenue,595117000.0,547512000.0,627196000.0,587847000.0,544272000.0,490219000.0,557885000.0,595000000.0,578800000.0,480600000.0,454500000.0,454502000.0,286560000.0,294800000.0,284800000.0,252500000.0,239300000.0,253600000.0,192100000.0,193000000.0,191200000.0,256700000.0,173800000.0,114519000.0,102800000.0,71600000.0,61700000.0,25800000.0,21300000.0,20200000.0,26500000.0,22200000.0,18800000.0,19100000.0,15600000.0,11900000.0,13000000.0
,costOfRevenue,231568000.0,210828000.0,250174000.0,235876000.0,219410000.0,197109000.0,226283000.0,255400000.0,264200000.0,195000000.0,186200000.0,186196000.0,130514000.0,135200000.0,128500000.0,115600000.0,105200000.0,106400000.0,82600000.0,83100000.0,83900000.0,111800000.0,82700000.0,60241000.0,53900000.0,40900000.0,35900000.0,16500000.0,14200000.0,13100000.0,17100000.0,13700000.0,11500000.0,10900000.0,9000000.0,7300000.0,8900000.0
,grossProfit,363549000.0,336684000.0,377022000.0,351971000.0,324862000.0,293110000.0,331602000.0,339600000.0,314600000.0,285600000.0,268300000.0,268306000.0,156046000.0,159600000.0,156300000.0,137000000.0,134100000.0,147200000.0,109400000.0,109900000.0,107300000.0,144900000.0,91000000.0,54278000.0,48900000.0,30700000.0,25800000.0,9300000.0,7100000.0,7100000.0,9400000.0,8500000.0,7300000.0,8200000.0,6600000.0,4600000.0,4100000.0
,grossProfitRatio,0.610886598769654,0.61493446718976,0.601123093897282,0.598745932189839,0.596874356939177,0.597916441427199,0.594391317206951,0.570756302521008,0.543538355217692,0.594257178526841,0.59031903190319,0.590329635513155,0.544549134561697,0.541383989145183,0.548806179775281,0.542574257425743,0.560384454659423,0.580441640378549,0.569495054659032,0.569430051813472,0.561192468619247,0.564472146474484,0.523590333716916,0.47396501890516,0.47568093385214,0.42877094972067,0.418152350081037,0.36046511627907,0.333333333333333,0.351485148514851,0.354716981132075,0.382882882882883,0.388297872340426,0.429319371727749,0.423076923076923,0.38655462184874,0.315384615384615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,117529000.0,107368000.0,109047000.0,105070000.0,102500000.0,113737000.0,112741000.0,135300000.0,120000000.0,80600000.0,69600000.0,69624000.0,44847000.0,41400000.0,43100000.0,41300000.0,37900000.0,35300000.0,33300000.0,31300000.0,29700000.0,32000000.0,20300000.0,14026000.0,9200000.0,5300000.0,2800000.0,900000.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,161055000.0,144313000.0,143377000.0,136686000.0,136151000.0,128519000.0,111700000.0,110900000.0,98600000.0,110400000.0,110404000.0,77448000.0,72900000.0,74300000.0,70200000.0,45600000.0,46900000.0,42200000.0,34400000.0,33800000.0,36200000.0,27200000.0,20091000.0,16900000.0,12700000.0,11200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,124000.0,-2345000.0,-9419000.0,3892000.0,-215000.0,15707000.0,0.0,181312000.0,29944000.0,0.0,79144000.0,9520000.0,0.0,44806000.0,38827000.0,42860000.0,42488000.0,33492000.0,30371000.0,44538000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,288626000.0,285886000.0,301523000.0,289600000.0,240781000.0,275441000.0,289345000.0,448500000.0,299000000.0,192000000.0,189500000.0,189548000.0,124643000.0,117700000.0,113100000.0,113100000.0,88400000.0,82900000.0,79400000.0,66200000.0,78000000.0,68200000.0,48100000.0,34117000.0,27100000.0,18000000.0,14500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,520194000.0,496714000.0,551697000.0,525476000.0,460191000.0,472550000.0,515628000.0,703900000.0,563200000.0,387000000.0,375700000.0,375744000.0,255157000.0,252900000.0,241600000.0,228700000.0,193600000.0,189300000.0,162000000.0,149300000.0,161900000.0,180000000.0,130800000.0,94358000.0,81000000.0,58900000.0,50400000.0,24000000.0,21000000.0,19600000.0,25400000.0,21100000.0,17700000.0,16900000.0,14500000.0,11800000.0,14000000.0
,interestExpense,5336000.0,9106000.0,9202000.0,7963000.0,9300000.0,7819000.0,5927000.0,18174000.0,14363000.0,700000.0,600000.0,0.0,139000.0,5100000.0,13600000.0,-13546000.0,-7286000.0,-6304000.0,451000.0,15125000.0,6500000.0,9400000.0,1600000.0,0.0,400000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8265000.0,39581000.0,49639000.0,48999000.0,47057000.0,25059000.0,69303000.0,94100000.0,49200000.0,21000000.0,16400000.0,16448000.0,2348000.0,8300000.0,10200000.0,11800000.0,11800000.0,9800000.0,9000000.0,9600000.0,10300000.0,8800000.0,4100000.0,3723000.0,2800000.0,1900000.0,1100000.0,1000000.0,1100000.0,1000000.0,1400000.0,1400000.0,1200000.0,800000.0,600000.0,500000.0,400000.0
