Date,2018-12-31,2017-12-31,2016-12-31
Revenue,10355000.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,1180000.0,0.0,0.0
Gross Profit,9175000.0,0.0,0.0
R&D Expenses,18304000.0,15710000.0,25842000.0
SG&A Expense,61921000.0,13499000.0,27043000.0
Operating Expenses,80225000.0,29209000.0,29390659.0
Operating Income,-71050000.0,-29209000.0,-27043000.0
Interest Expense,1876000.0,1232000.0,-208000.0
Earnings before Tax,-72282000.0,-29955000.0,-27190000.0
Income Tax Expense,0.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,
Net Income,-72282000.0,-29955000.0,
Preferred Dividends,0.0,0.0,
Net Income Com,-72282000.0,-29955000.0,-27190000.0
EPS,-2.6,-1.4,-1.1
EPS Diluted,-2.6,-1.4,-1.1
Weighted Average Shs Out,28204098.0,25652457.0,24638000.0
Weighted Average Shs Out (Dil),27803175.0,21435369.0,
Dividend per Share,0.0,0.0,
Gross Margin,0.886,0.0,0.0
EBITDA Margin,-6.796,,
EBIT Margin,-6.7992,0.0,0.0
Profit Margin,-6.98,,
Free Cash Flow margin,-5.2181,0.0,
EBITDA,-70374000.0,-28723000.0,
EBIT,-70406000.0,-28723000.0,-29390659.0
Consolidated Income,-72282000.0,-29955000.0,
Earnings Before Tax Margin,-6.9804,0.0,0.0
Net Profit Margin,-6.9804,0.0,
