date,,2020-04-30_FY,2019-04-30_FY,2018-04-30_FY,2017-04-30_FY,2016-04-30_FY,2015-04-30_FY,2014-04-30_FY,2013-04-30_FY,2012-04-30_FY,2011-04-30_FY,2010-04-30_FY,2009-04-30_FY,2008-04-30_FY,2007-04-30_FY,2006-04-30_FY,2005-04-30_FY,2004-04-30_FY,2003-04-30_FY,2002-04-30_FY,2001-04-30_FY,2000-04-30_FY,1999-04-30_FY,1998-04-30_FY,1997-04-30_FY,1996-04-30_FY,1995-04-30_FY,1994-04-30_FY,1993-04-30_FY,1992-04-30_FY,1991-04-30_FY,1990-04-30_FY,1989-04-30_FY,1988-04-30_FY,1987-04-30_FY,1986-04-30_FY
,revenue,8112296000.0,9352910000.0,8391124000.0,7506587000.0,7122086000.0,7767216000.0,7840255000.0,7250840000.0,6987804000.0,5635240000.0,4637087000.0,4687895000.0,4827087000.0,4024010000.0,3515145000.0,2810485000.0,2369142000.0,2158057000.0,2056963000.0,1927479000.0,1648195000.0,1251100000.0,1186900000.0,1109000000.0,954800000.0,848800000.0,731200000.0,673700000.0,606600000.0,580300000.0,500700000.0,419200000.0,336400000.0,283900000.0,284700000.0
,costOfRevenue,5967612000.0,7398186000.0,6621731000.0,5825426000.0,5508465000.0,6327431000.0,6605996000.0,6168475000.0,5984114000.0,4754173000.0,3844735000.0,3964513000.0,4141078000.0,3440725000.0,2987505000.0,2352580000.0,1943179000.0,1743971000.0,1661559000.0,1560828000.0,1322830000.0,961900000.0,930500000.0,886300000.0,748200000.0,665900000.0,574100000.0,533500000.0,480400000.0,463100000.0,394200000.0,335200000.0,263600000.0,224200000.0,237700000.0
,grossProfit,2144684000.0,1954724000.0,1769393000.0,1681161000.0,1613621000.0,1439785000.0,1234259000.0,1082365000.0,1003690000.0,881067000.0,792352000.0,723382000.0,686009000.0,583285000.0,527640000.0,457905000.0,425963000.0,414086000.0,395404000.0,366651000.0,325365000.0,289200000.0,256400000.0,222700000.0,206600000.0,182900000.0,157100000.0,140200000.0,126200000.0,117200000.0,106500000.0,84000000.0,72800000.0,59700000.0,47000000.0
,grossProfitRatio,0.264374475487581,0.208996344453224,0.210864837654646,0.223958105061595,0.226565784237933,0.185366931986956,0.15742587454107,0.149274428893756,0.143634538118127,0.156349507740575,0.170872791474475,0.15430849027122,0.142116560153152,0.144951180538816,0.150104760970031,0.162927395093729,0.179796314446327,0.191879083824014,0.192227084298551,0.190223084142551,0.197406860231951,0.231156582207657,0.216024938916505,0.200811541929666,0.216380393799749,0.21548067860509,0.214852297592998,0.208104497550839,0.208044840092318,0.20196450112011,0.212702216896345,0.200381679389313,0.21640903686088,0.210285311729482,0.165086055497014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607628000.0,526291000.0,504181000.0,474555000.0,410459000.0,363443000.0,329296000.0,311142000.0,290801000.0,287396000.0,257576000.0,220356000.0,189300000.0,171700000.0,151800000.0,138600000.0,123000000.0,110100000.0,102400000.0,94200000.0,90700000.0,83400000.0,65900000.0,51200000.0,40300000.0,30900000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
