date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1094358000.0,3219798000.0,2851822000.0,2127576000.0,1870187000.0,1233772000.0,1024694000.0,1199636000.0,810198000.0,616080000.0,551975000.0,469524000.0,541803000.0,31192000.0,452237000.0,367299000.0
,depreciationAndAmortization,435344000.0,415252000.0,351745000.0,299192000.0,276634000.0,238809000.0,223982000.0,201226000.0,186803000.0,165088000.0,469672000.0,411890000.0,366719000.0,336202000.0,281514000.0,219552000.0
,deferredIncomeTax,0.0,-1324834000.0,-995258000.0,-829973000.0,-582986000.0,-308223000.0,-161758000.0,-275701000.0,288172000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-518229000.0,-513250000.0,-59673000.0,-63528000.0,-340040000.0,-77198000.0,110808000.0,-355289000.0,-248938000.0,-648823000.0,-328632000.0,-531464000.0,-416632000.0,42408000.0,-113157000.0,-98160000.0
,accountsReceivables,-94229000.0,-60949000.0,-59849000.0,93934000.0,-324094000.0,-69792000.0,-16417000.0,-13234000.0,66121000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-65170000.0,-69156000.0,158746000.0,-88502000.0,-72352000.0,15143000.0,17728000.0,42014000.0,3896000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-144129000.0,-216253000.0,-154924000.0,-31436000.0,2792000.0,-24112000.0,34513000.0,-95301000.0,-29331000.0,0.0,4402000.0,-2929000.0,-277093000.0,0.0,0.0,0.0
,otherNonCashItems,233348000.0,204772000.0,131466000.0,231009000.0,225166000.0,254024000.0,187221000.0,136709000.0,76082000.0,258940000.0,69900000.0,26195000.0,4668000.0,631175000.0,534319000.0,554602000.0
,netCashProvidedByOperatingActivites,1303478000.0,3716524000.0,3709346000.0,2921333000.0,2386146000.0,2069331000.0,1610772000.0,1005246000.0,1260413000.0,607373000.0,610683000.0,448811000.0,735464000.0,1070588000.0,702676000.0,675994000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-157992000.0,-57103000.0,-211230000.0,-221773000.0,-120390000.0,-134071000.0,-172285000.0,-79641000.0,-56895000.0,-52960000.0,-104953000.0,-216777000.0,-1375586000.0,-658010000.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-275823000.0,0.0,0.0,-558310000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,19657000.0,29681000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-1283707000.0,-1087179000.0,-1076058000.0,-1390289000.0,-542446000.0,-372907000.0,13084000.0,-328092000.0,-364753000.0,0.0,-439459000.0,-402450000.0,-14519000.0,0.0,0.0,-18123000.0
,netCashUsedForInvestingActivites,-1324430000.0,-952227000.0,-1088373000.0,-1542776000.0,-471357000.0,-493235000.0,-371844000.0,-270880000.0,-393884000.0,-312704000.0,-527223000.0,-597134000.0,-1882602000.0,-658010000.0,-424285000.0,-282882000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-99917000.0,-90970000.0,-58207000.0,-51168000.0,-58875000.0,-52765000.0,-2349961000.0,-1485538000.0,-336292000.0,0.0,-195217000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118663000.0,0.0
,commonStockRepurchased,-150000000.0,-244201000.0,0.0,0.0,0.0,0.0,-1343080000.0,-24608000.0,0.0,0.0,0.0,0.0,-53345000.0,-99644000.0,0.0,0.0
,dividendsPaid,0.0,-1598681000.0,-1605736000.0,-1575083000.0,-1371642000.0,0.0,0.0,0.0,-198346000.0,-399076000.0,-398927000.0,-411537000.0,-428218000.0,-229224000.0,-430506000.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,17149000.0,44750000.0,-1157520000.0,31937000.0,-1190222000.0,-499973000.0,413634000.0,18471000.0,75679000.0,1200000.0,0.0,1060000.0,0.0
,netCashUsedProvidedByFinancingActivities,-528888000.0,-2246461000.0,-1940463000.0,-1979135000.0,-1514193000.0,-1779049000.0,35215000.0,-352793000.0,-237730000.0,-83873000.0,-38356000.0,158637000.0,-352146000.0,-328868000.0,-310783000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,78771000.0,-46865000.0,-54615000.0,-72207000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
