date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-196273000.0,-199590000.0,-178407000.0,-128984000.0,-109577000.0,-118181000.0,-75777000.0,-33947000.0,-15888000.0,-10311000.0
,depreciationAndAmortization,972000.0,974000.0,735000.0,713000.0,717000.0,634000.0,323000.0,144000.0,122000.0,83000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,24407000.0,15291000.0,17275000.0,20405000.0,22283000.0,17057000.0,14240000.0,3785000.0,653000.0,24000.0
,changeInWorkingCapital,-15892000.0,-55488000.0,188752000.0,-16204000.0,-47308000.0,-32982000.0,40786000.0,155640000.0,-5725000.0,1655000.0
,accountsReceivables,-5019000.0,-7862000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-2627000.0,-346000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,3465000.0,-3301000.0,-1380000.0,909000.0,945000.0,-2426000.0,4496000.0,664000.0,-66000.0,1131000.0
,otherWorkingCapital,216328000.0,232220000.0,287708000.0,98956000.0,115160000.0,162468000.0,195450000.0,154664000.0,-976000.0,4749000.0
,otherNonCashItems,8400000.0,7193000.0,1420000.0,0.0,0.0,685000.0,0.0,88000.0,0.0,0.0
,netCashProvidedByOperatingActivites,-160234000.0,-190822000.0,-159117000.0,-73717000.0,-84391000.0,-94029000.0,-51447000.0,-30290000.0,-15509000.0,-8549000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-145000.0,-206000.0,-2363000.0,-62000.0,-70000.0,-1416000.0,-2834000.0,-57000.0,-121000.0,-376000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-274577000.0,-178489000.0,-242811000.0,-98374000.0,-134700000.0,-305192000.0,-63797000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,221037000.0,257145000.0,137510000.0,115544000.0,159365000.0,215867000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,-82000.0,-400000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-53685000.0,78450000.0,-107664000.0,17108000.0,24595000.0,-90823000.0,-67031000.0,-57000.0,-121000.0,-376000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,161776000.0,46191000.0,145705000.0,74885000.0,50573000.0,92084000.0,112837000.0,113155000.0,9000.0,12000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,73609000.0,0.0,0.0,-39000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,172083000.0,124305000.0,316109000.0,75743000.0,51164000.0,92700000.0,113121000.0,185930000.0,9509000.0,11992000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,268000.0,19000.0,-78000.0,200000.0,-63000.0,-99000.0,-8000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-41568000.0,11952000.0,49250000.0,19334000.0,-8695000.0,-92251000.0,-5365000.0,155583000.0,-6121000.0,3067000.0
,cashAtEndOfPeriod,89121000.0,130689000.0,118737000.0,68997000.0,49663000.0,58358000.0,150609000.0,155974000.0,391000.0,6512000.0
,cashAtBeginningOfPeriod,130689000.0,118737000.0,69487000.0,49663000.0,58358000.0,150609000.0,155974000.0,391000.0,6512000.0,3445000.0
,operatingCashFlow,-160234000.0,-190822000.0,-159117000.0,-73717000.0,-84391000.0,-94029000.0,-51447000.0,-30290000.0,-15509000.0,-8549000.0
,capitalExpenditure,-145000.0,-206000.0,-2363000.0,-62000.0,-70000.0,-1416000.0,-2834000.0,-57000.0,-121000.0,-376000.0
,freeCashFlow,-160379000.0,-191028000.0,-161480000.0,-73779000.0,-84461000.0,-95445000.0,-54281000.0,-30347000.0,-15630000.0,-8925000.0
