date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,52000000.0,-100200000.0,172300000.0,119800000.0,-68400000.0,16500000.0,-20100000.0,-82300000.0,-197400000.0,-176200000.0,0.0
,depreciationAndAmortization,222000000.0,214700000.0,179500000.0,200400000.0,237900000.0,225000000.0,229500000.0,228100000.0,205000000.0,198400000.0,0.0
,deferredIncomeTax,-32000000.0,24300000.0,2800000.0,11700000.0,-31600000.0,-7400000.0,-38000000.0,-34400000.0,58700000.0,-5300000.0,0.0
,stockBasedCompensation,14000000.0,25100000.0,20700000.0,19700000.0,10400000.0,7500000.0,12100000.0,15100000.0,17500000.0,19000000.0,0.0
,changeInWorkingCapital,39800000.0,150100000.0,-245000000.0,260500000.0,-64200000.0,-200100000.0,143900000.0,-186900000.0,1145900000.0,0.0,0.0
,accountsReceivables,-66000000.0,197000000.0,-62100000.0,-58500000.0,70200000.0,198700000.0,-63200000.0,9300000.0,-13900000.0,-48200000.0,0.0
,inventory,126000000.0,69000000.0,14400000.0,-47700000.0,42000000.0,82300000.0,-90900000.0,41600000.0,-97500000.0,-17200000.0,0.0
,accountsPayables,-139000000.0,-70900000.0,9300000.0,53600000.0,12000000.0,-104100000.0,12700000.0,111700000.0,-47400000.0,78700000.0,0.0
,otherWorkingCapital,1044000000.0,1004200000.0,854100000.0,1099100000.0,838600000.0,902800000.0,1102900000.0,959000000.0,1145900000.0,0.0,0.0
,otherNonCashItems,0.0,17200000.0,8300000.0,7200000.0,7000000.0,10200000.0,18800000.0,-2000000.0,17200000.0,15400000.0,0.0
,netCashProvidedByOperatingActivites,226000000.0,363900000.0,289900000.0,278900000.0,449600000.0,356000000.0,126300000.0,289300000.0,15500000.0,262400000.0,27100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-111000000.0,-122500000.0,-94600000.0,-82700000.0,-90100000.0,-145000000.0,-113900000.0,-141300000.0,-170100000.0,-102900000.0,-92000000.0
,acquisitionsNet,33000000.0,-363000000.0,-19000000.0,-24000000.0,-54000000.0,-153000000.0,-42000000.0,-86000000.0,-491000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-2700000.0,-300000.0,-1200000.0,-1700000.0,-5500000.0,-1000000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-41300000.0,-433100000.0,-99000000.0,-79100000.0,-136000000.0,-294400000.0,-148200000.0,-215700000.0,-657100000.0,-250800000.0,-789600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-205000000.0,-1545900000.0,-561900000.0,-4585700000.0,-178200000.0,-3547800000.0,-79200000.0,-579400000.0,-21600000.0,-198500000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,765300000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-3600000.0,-8000000.0,-1800000.0,-22400000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-9300000.0,-4500000.0,-15100000.0,-200000.0,-31800000.0,-4200000.0,-9200000.0,18100000.0,-3600000.0,0.0
,netCashUsedProvidedByFinancingActivities,-140000000.0,295200000.0,-518300000.0,-108700000.0,-166100000.0,-19800000.0,84100000.0,-110500000.0,753800000.0,-35100000.0,749000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,10700000.0,-17300000.0,-18000000.0,39500000.0,800000.0,-59700000.0,-36600000.0,-3600000.0,12400000.0,-8100000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,56000000.0,208700000.0,-345400000.0,130600000.0,148300000.0,-17900000.0,25600000.0,-40500000.0,124600000.0,-31600000.0,0.0
,cashAtEndOfPeriod,386000000.0,330300000.0,121600000.0,467000000.0,336400000.0,188100000.0,206000000.0,180400000.0,220900000.0,96300000.0,140200000.0
,cashAtBeginningOfPeriod,330000000.0,121600000.0,467000000.0,336400000.0,188100000.0,206000000.0,180400000.0,220900000.0,96300000.0,127900000.0,140200000.0
,operatingCashFlow,226000000.0,363900000.0,289900000.0,278900000.0,449600000.0,356000000.0,126300000.0,289300000.0,15500000.0,262400000.0,27100000.0
,capitalExpenditure,-111000000.0,-122500000.0,-94600000.0,-82700000.0,-90100000.0,-145000000.0,-113900000.0,-141300000.0,-170100000.0,-102900000.0,-92000000.0
,freeCashFlow,115000000.0,241400000.0,195300000.0,196200000.0,359500000.0,211000000.0,12400000.0,148000000.0,-154600000.0,159500000.0,-64900000.0
