Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,324979310.3448,231163265.3061,95455789.4737,38560260.5863
Short-term investments,325895402.2989,202769507.8031,7190526.3158,7397394.1368
Cash and short-term investments,650874712.6437,433932773.1092,102646315.7895,45957654.7231
Receivables,9275862.069,7242496.9988,4398947.3684,3174809.9891
Inventories,0.0,0.0,0.0,0.0
Total current assets,657980459.7701,440340936.3745,107150526.3158,47922909.8806
Property, Plant & Equipment Net,947126.4368,811524.6098,806315.7895,270358.3062
Goodwill and Intangible Assets,64367.8161,15606.2425,17894.7368,7600.4343
Long-term investments,289655.1724,308523.4094,1210526.3158,1085.7763
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,6913793.1034,4926770.7083,4188421.0526,1981541.8024
Total assets,664894252.8736,445267707.0828,111338947.3684,49904451.683
Payables,42611494.2529,18349339.7359,12832631.5789,4932681.8675
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,46041379.3103,29432172.8691,34028421.0526,9428881.6504
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0
Deferred revenue,2483908.046,12088835.5342,31795789.4737,4496199.7828
Tax Liabilities,945977.0115,716686.6747,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,8045.977,1752701.0804,10601052.6316,0.0
Total liabilities,46049425.2874,31184873.9496,44629473.6842,9428881.6504
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-194945977.0115,-120729891.9568,-76307368.4211,-55502714.4408
Total shareholders equity,618844827.5862,414082833.1333,66709473.6842,40475570.0326
Investments,326185057.4713,203078031.2125,8401052.6316,7398479.9131
Net Debt,-649606056.3947,,,
Other Assets,-4150574.7127,,,
Other Liabilities,3429885.0574,11082833.1332,21195789.4737,4496199.7829
