Date,2018-12-31,2017-12-31,2016-12-31
Revenue,1297914942.5287,1145975990.3962,923417894.7368
Revenue Growth,0.132584760418907,0.24101557585998,
Cost of Revenue,877922988.5057,749211284.5138,631557894.7368
Gross Profit,419991954.023,396764705.8824,291860000.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,225834482.7586,227869147.6591,177623157.8947
Operating Expenses,294394252.8736,250974789.916,271655789.4737
Operating Income,125597701.1494,145789915.9664,20204210.5263
Interest Expense,61736781.6092,63985594.2377,47116842.1053
Earnings before Tax,81150574.7126,113966386.5546,-9501052.6316
Income Tax Expense,21787356.3218,21285714.2857,21074736.8421
Net Income - Non-Controlling int,2719540.2299,1907563.0252,-208421.0526
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,59363218.3908,92680672.2689,-30575789.4737
Preferred Dividends,0.0,0.0,0.0
Net Income Com,59363218.3908,92680672.2689,-30575789.4737
EPS,0.5345,0.8283,-0.2684
EPS Diluted,0.5172,0.7923,-0.2684
Weighted Average Shs Out,133000000.0,133000000.0,
Weighted Average Shs Out (Dil),,,
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.3236,0.3462,0.3161
EBITDA Margin,0.1598,0.2137,0.0695
EBIT Margin,0.1101,0.1553,0.0407
Profit Margin,0.0529,0.0972,-0.0347
Free Cash Flow margin,0.0468,0.1396,0.0365
EBITDA,180641379.3103,204517406.9628,60923157.8947
EBIT,142887356.3218,177951980.7923,37615789.4737
Consolidated Income,62082758.6207,94588235.2941,-30784210.5263
Earnings Before Tax Margin,0.0625,0.0994,-0.0103
Net Profit Margin,0.0457,0.0809,-0.0331
