Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,4046451374.8191,3021396916.5659,1273453851.6919,809786935.7572,494961898.6116
Revenue Growth,0.339265077233967,1.37260024189467,0.572578903734898,0.636059135114651,0.0
Cost of Revenue,3837893198.2634,2948006499.3954,1350117638.5889,892113387.7677,555450435.9057
Gross Profit,208558176.5557,73390417.1705,-76663786.897,-82326452.0105,-60488537.2942
R&D Expenses,26712156.2952,21011033.8573,11566018.7185,7114004.0055,4302227.9625
SG&A Expense,277066570.1881,245320435.3083,128330309.5752,87708981.6669,58943655.1501
Operating Expenses,308217510.8538,269128778.7183,126144708.4233,85563549.5301,56909428.4792
Operating Income,-99659334.2981,-195738361.5478,-202808495.3204,-167890001.5406,-117397965.7733
Interest Expense,10862518.0897,7127267.231,3078329.7336,1608226.7755,1291088.1498
Earnings before Tax,-71794645.4414,-184104746.0701,-196243340.5328,-163217223.8484,-23471262.5121
Income Tax Expense,1720260.492,1489721.8863,82073.4341,0.0,0.0
Net Income - Non-Controlling int,58321.2735,25241.838,0.0,0.0,-92521795.2858
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-73514905.9334,-185594467.9565,-196325413.9669,-163217223.8484,-23471262.5121
Preferred Dividends,0.0,0.0,1222993520.5184,1322743799.1065,185043590.5715
Net Income Com,-73514905.9334,-185594467.9565,-807822174.2261,-824589123.4016,-208514853.0836
EPS,-0.191,-1.2515,-13.4644,-13.7436,-3.4759
EPS Diluted,-0.191,-1.2515,-13.4644,-13.7436,-3.4759
Weighted Average Shs Out,54198900.0,55779080.8646,53136702.5198,,
Weighted Average Shs Out (Dil),54198900.0,55779080.8646,8639308.8553,9243568.0173,9686793.6713
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0515,0.0243,-0.0602,-0.1017,-0.1222
EBITDA Margin,0.0001,-0.006,-0.0179,-0.0265,-0.0027
EBIT Margin,-0.0151,-0.0586,-0.1517,-0.1996,-0.0448
Profit Margin,-0.0026,-0.0092,-0.0913,-0.1568,-0.068
Free Cash Flow margin,-0.0698,-0.0701,-0.1525,-0.1383,-0.1711
EBITDA,5871345.8755,-121973095.526,-157699064.0749,-138918656.6014,-8462060.0581
EBIT,-60932127.3517,-176977478.8392,-193165010.7991,-161608997.0729,-22180174.3623
Consolidated Income,-73573227.2069,-185619709.7944,-196325413.9669,-163217223.8484,-115993057.7979
Earnings Before Tax Margin,-0.0177,-0.0609,-0.1541,-0.2016,-0.0474
Net Profit Margin,-0.0182,-0.0614,-0.1542,-0.2016,-0.0474
