date,,2021-07-31_FY,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,398032.0,-906005.0,1514801.0,2974141.0,1925539.0
,depreciationAndAmortization,1785468.0,1661280.0,1960994.0,1775690.0,1682690.0
,deferredIncomeTax,-159000.0,-355000.0,590000.0,-1254000.0,966000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-541785.0,107608.0,377803.0,-515097.0,566891.0
,accountsReceivables,0.0,-394708.0,-149850.0,-87588.0,128601.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-138635.0,805160.0,-43241.0,-4898.0,-1240.0
,otherWorkingCapital,7669933.0,-708713.0,8632.0,266555.0,279198.0
,otherNonCashItems,-414285.0,1062656.0,-1019272.0,245885.0,-1158846.0
,netCashProvidedByOperatingActivites,1068430.0,1570539.0,3424326.0,3226619.0,3982274.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2253933.0,-6361240.0,-4297313.0,-3083585.0,-2103042.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-596876.0,-721921.0,-333099.0,-354103.0,-854288.0
,salesMaturitiesOfInvestments,960597.0,621161.0,219744.0,268857.0,282435.0
,otherInvestingActivites,0.0,0.0,0.0,-328816.0,-136396.0
,netCashUsedForInvestingActivites,-1890212.0,-6462000.0,-4410668.0,-3497647.0,-2811291.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1147300.0,-603068.0,-168501.0,-162568.0,-1156846.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,4634606.0,-461056.0,307474.0,138232.0
,netCashUsedProvidedByFinancingActivities,-1147300.0,4031538.0,-629557.0,144906.0,-1018614.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1969082.0,-859923.0,-1615899.0,-126122.0,152369.0
,cashAtEndOfPeriod,2434719.0,4403801.0,5263724.0,5255073.0,5381195.0
,cashAtBeginningOfPeriod,4403801.0,5263724.0,6879623.0,5381195.0,5228826.0
,operatingCashFlow,1068430.0,1570539.0,3424326.0,3226619.0,3982274.0
,capitalExpenditure,-2253933.0,-6361240.0,-4297313.0,-3083585.0,-2103042.0
,freeCashFlow,-1185503.0,-4790701.0,-872987.0,143034.0,1879232.0
