Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,158184000.0,158000000.0,152358000.0,152000000.0,144920000.0,145000000.0,141747000.0,142000000.0,150520000.0,151000000.0,148559000.0,0.0
Revenue Growth,0.00116455696202532,0.0370312028249255,0.00235526315789474,0.0488545404361027,-0.000551724137931035,0.0229493393158233,-0.00178169014084507,-0.0566037735849057,-0.00317880794701987,0.0164311822238976,0.0,0.0
Cost of Revenue,58326000.0,46000000.0,59772000.0,49000000.0,67605000.0,50000000.0,79481000.0,58000000.0,91870000.0,64000000.0,203978000.0,0.0
Gross Profit,99858000.0,112000000.0,92586000.0,103000000.0,77315000.0,95000000.0,62266000.0,84000000.0,58650000.0,86000000.0,-55419000.0,0.0
R&D Expenses,13651000.0,14000000.0,12865000.0,13000000.0,10924000.0,11000000.0,11091000.0,11000000.0,9810000.0,10000000.0,10907000.0,0.0
SG&A Expense,70090000.0,70000000.0,68300000.0,68000000.0,64186000.0,64000000.0,60788000.0,61000000.0,63574000.0,65000000.0,67794000.0,0.0
Operating Expenses,78896000.0,87000000.0,73975000.0,85000000.0,61129000.0,79000000.0,54220000.0,76000000.0,54683000.0,80000000.0,60534000.0,0.0
Operating Income,20962000.0,25000000.0,18611000.0,19000000.0,16186000.0,16000000.0,8046000.0,8000000.0,3967000.0,6000000.0,-115953000.0,0.0
Interest Expense,4868000.0,5000000.0,7206000.0,7000000.0,13994000.0,14000000.0,17663000.0,18000000.0,19010000.0,19000000.0,19116000.0,0.0
Earnings before Tax,15757000.0,16000000.0,10723000.0,11000000.0,-1132000.0,-1000000.0,-9355000.0,-9000000.0,-14088000.0,-14000000.0,-133511000.0,0.0
Income Tax Expense,-29298000.0,-29000000.0,293000.0,0000000.0,193000.0,0000000.0,600000.0,1000000.0,165000.0,0000000.0,272000.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,45055000.0,45000000.0,10430000.0,10000000.0,-1325000.0,-1000000.0,-9955000.0,-10000000.0,-14253000.0,-14000000.0,-133783000.0,0.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,45055000.0,45000000.0,10430000.0,10000000.0,-1325000.0,-1000000.0,-9955000.0,-10000000.0,-14253000.0,-14000000.0,-133783000.0,0.0
EPS,0.97,0.97,0.23,0.23,-0.03,-0.03,-0.22,-0.22,-0.3,-0.30,-2.71,0.0
EPS Diluted,0.95,0.95,0.22,0.22,-0.03,-0.03,-0.22,-0.22,-0.3,-0.30,-2.71,0.0
Weighted Average Shs Out,46416000.0,46000000.0,45861000.0,46000000.0,45550000.0,46000000.0,45636000.0,46000000.0,47040000.0,47000000.0,49395000.0,0.0
Weighted Average Shs Out (Dil),47594000.0,48000000.0,47217000.0,47000000.0,45550000.0,46000000.0,45636000.0,46000000.0,47040000.0,47000000.0,49395000.0,0.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.631277499621,0.70886075949367,0.607687157878,0.67763157894737,0.533501242065,0.6551724137931,0.439275610771,0.59154929577465,0.389649216051,0.56953642384106,-0.373043706541,0.0
EBITDA Margin,0.268781924847,0.25949367088608,0.270743905801,0.25657894736842,0.266698868341,0.23448275862069,0.225994200935,0.21830985915493,0.186845601913,0.17880794701987,-0.560773833965,0.0
EBIT Margin,0.13251656299,0.13291139240506,0.122153086809,0.11184210526316,0.111689207839,0.089655172413793,0.0567631060975,0.063380281690141,0.026355301621,0.033112582781457,-0.780518177963,0.0
Profit Margin,0.284826531128,0.28481012658228,0.0684571863637,0.065789473684211,-0.00914297543472,-0.0068965517241379,-0.0702307632613,-0.070422535211268,-0.0946917353176,-0.092715231788079,-0.900537833453,0.0
Free Cash Flow margin,0.196246143731,,0.160313209677,,0.116174441071,,0.0406922192357,,0.197123305873,,-0.0526120935117,0.0
EBITDA,42517000.0,41000000.0,41250000.0,39000000.0,38650000.0,34000000.0,32034000.0,31000000.0,28124000.0,27000000.0,-83308000.0,0.0
EBIT,20962000.0,21000000,18611000.0,17000000,16186000.0,13000000,8046000.0,9000000,3967000.0,5000000,-115953000.0,0.0
Consolidated Income,45055000.0,45000000.0,10430000.0,10000000.0,-1325000.0,-1000000.0,-9955000.0,-10000000.0,-14253000.0,-14000000.0,-133783000.0,0.0
Earnings Before Tax Margin,0.0996118444343,0.10126582278481,0.070380288531,0.072368421052632,-0.00781120618272,-0.0068965517241379,-0.0659978694434,-0.063380281690141,-0.093595535477,-0.092715231788079,-0.898706911059,0.0
Net Profit Margin,0.284826531128,0.28481012658228,0.0684571863637,0.065789473684211,-0.00914297543472,-0.0068965517241379,-0.0702307632613,-0.070422535211268,-0.0946917353176,-0.092715231788079,-0.900537833453,0.0
