date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,249128000.0,265763000.0,275769000.0,269554000.0,216499000.0,209240000.0,209617000.0,210982000.0,192745000.0,184426000.0,132013000.0,132744000.0,174795000.0,18901000.0,0.0
,costOfRevenue,149878000.0,153179000.0,159921000.0,156630000.0,132359000.0,124701000.0,124132000.0,123985000.0,114429000.0,104823000.0,71528000.0,67674000.0,96311000.0,12246000.0,0.0
,grossProfit,99250000.0,112584000.0,115848000.0,112924000.0,84140000.0,84539000.0,85485000.0,86997000.0,78316000.0,79603000.0,60485000.0,65070000.0,78484000.0,6655000.0,0.0
,grossProfitRatio,0.398389582865033,0.423625561120246,0.420090728109396,0.418929045757065,0.388639208495189,0.404028866373542,0.407815205827772,0.412343233072016,0.406319230070819,0.431625692689751,0.458174573716225,0.490191647080094,0.449005978431877,0.352097772604624,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,83785000.0,92518000.0,95400000.0,91046000.0,78863000.0,67841000.0,65434000.0,67823000.0,62909000.0,67717000.0,49889000.0,47894000.0,51972000.0,7409000.0,51161.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,89981000.0,99226000.0,103171000.0,103767000.0,86732000.0,74924000.0,72807000.0,75296000.0,71766000.0,78751000.0,59735000.0,57456000.0,61972000.0,8319000.0,51161.0
,costAndExpenses,239859000.0,252405000.0,263092000.0,260397000.0,219091000.0,199625000.0,196939000.0,199281000.0,186195000.0,183574000.0,131263000.0,125130000.0,158283000.0,20565000.0,51161.0
,interestExpense,3563000.0,6267000.0,6688000.0,6821000.0,2664000.0,1789000.0,2229000.0,2712000.0,3146000.0,3458000.0,3241000.0,4550000.0,6928000.0,1174000.0,3952.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
