date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2018-02-28_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY
,revenue,4519484000.0,3460437000.0,2608816000.0,1933026000.0,1933026000.0,1390513000.0,1005480000.0,682563000.0,424650000.0,243712000.0,73400000.0,92641000.0,43329000.0,19300000.0,8800000.0,1900000.0
,costOfRevenue,987113000.0,796645000.0,622658000.0,499772000.0,499772000.0,398682000.0,329413000.0,248776000.0,155259000.0,104009000.0,27900000.0,31575000.0,16190000.0,7900000.0,4600000.0,700000.0
,grossProfit,3532371000.0,2663792000.0,1986158000.0,1433254000.0,1433254000.0,991831000.0,676067000.0,433787000.0,269391000.0,139703000.0,45500000.0,61066000.0,27139000.0,11500000.0,4200000.0,1200000.0
,grossProfitRatio,0.781587234294889,0.769784856652498,0.761325444186175,0.741456141821165,0.741456141821165,0.71328423394819,0.672382344750766,0.635526683983749,0.634383610031791,0.573229877888655,0.619891008174387,0.659168186871903,0.626347250109626,0.595854922279793,0.477272727272727,0.631578947368421
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1024327000.0,748369000.0,529501000.0,377518000.0,377518000.0,285239000.0,217389000.0,148258000.0,78678000.0,39333000.0,7000000.0,7004000.0,7194000.0,2400000.0,2100000.0,2700000.0
,GeneralAndAdministrativeExpenses,454165000.0,339016000.0,296027000.0,-736084000.0,210533000.0,158936000.0,126604000.0,96245000.0,61790000.0,34117000.0,42600000.0,9379000.0,28810000.0,14900000.0,8000000.0,2700000.0
,SellingAndMarketingExpenses,1855016000.0,1534284000.0,1203056000.0,946617000.0,946617000.0,700464000.0,498439000.0,341119000.0,195190000.0,103837000.0,0.0,34123000.0,19334000.0,0.0,0.0,0.0
,otherExpenses,4275000.0,3530000.0,-341000.0,5804000.0,244000.0,251000.0,-350000.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3333508000.0,2621669000.0,2028584000.0,1534668000.0,1534668000.0,1144639000.0,842432000.0,585622000.0,335658000.0,177287000.0,49600000.0,50506000.0,55338000.0,17200000.0,10000000.0,5300000.0
,costAndExpenses,4320621000.0,3418314000.0,2651242000.0,2034440000.0,2034440000.0,1543321000.0,1171845000.0,834398000.0,490917000.0,281296000.0,77500000.0,82081000.0,71528000.0,25100000.0,14600000.0,6000000.0
,interestExpense,32746000.0,31677000.0,50071000.0,0.0,50623000.0,31493000.0,29429000.0,27501000.0,4930000.0,0.0,-1400000.0,0.0,1226000.0,0.0,0.0,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,336381000.0,252114000.0,149604000.0,113875000.0,113875000.0,83082000.0,60356000.0,42059000.0,24152000.0,13506000.0,2000000.0,1472000.0,369000.0,200000.0,0.0,0.0
,EBITDA,535244000.0,294237000.0,107178000.0,12461000.0,12461000.0,-69726000.0,-106009000.0,-109776000.0,-42115000.0,-24078000.0,-2200000.0,12032000.0,-27830000.0,-5600000.0,-5900000.0,-3800000.0
,EBITDARatio,0.118430334082386,0.0850288561820371,0.0410830047040497,0.00644636957806051,0.00644636957806051,-0.0501440835145015,-0.105431236822214,-0.16082911027993,-0.0991757918285647,-0.0987969406512605,-0.0299727520435967,0.129877699938472,-0.642294998730642,-0.290155440414508,-0.670455,-2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,198863000.0,42123000.0,-42426000.0,-101414000.0,-101414000.0,-152808000.0,-166365000.0,-151835000.0,-66267000.0,-37584000.0,-4200000.0,10560000.0,-28199000.0,-5800000.0,-5900000.0,-4100000.0
,operatingIncomeRatio,0.0440012620909821,0.012172740032545,-0.0162625497543713,-0.0524638571855733,-0.0524638571855733,-0.109893255223072,-0.165458288578589,-0.222448330776793,-0.15605086541858,-0.15421481092437,-0.0572207084468665,0.113988406860893,-0.650811234969651,-0.300518134715026,-0.670454545454545,-2.15789473684211
,totalOtherIncomeExpensesNet,-56415000.0,2936000.0,21511000.0,5804000.0,-10873000.0,-271997000.0,-299000.0,2390000.0,0.0,0.0,0.0,606000.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,149185000.0,67185000.0,-39024000.0,-149004000.0,-149004000.0,-450051000.0,-193012000.0,-175540000.0,-71197000.0,-35980000.0,-5600000.0,11166000.0,-29425000.0,-5900000.0,-5900000.0,-4000000.0
,incomeBeforeTaxRatio,0.0330092992916891,0.0194151779096108,-0.014958509914076,-0.0770832880675169,-0.0770832880675169,-0.323658246992297,-0.191960058877352,-0.257177725719091,-0.167660426233369,-0.147633272058824,-0.0762942779291553,0.120529787027342,-0.679106372175679,-0.305699481865285,-0.670454545454545,-2.10526315789474
,incomeTaxExpense,30682000.0,-559513000.0,-12320000.0,126000.0,126000.0,1753000.0,5414000.0,3847000.0,2511000.0,1368000.0,1100000.0,1336000.0,280000.0,0.0,0.0,0.0
,netIncome,118503000.0,626698000.0,-26704000.0,-149130000.0,-149130000.0,-451804000.0,-198426000.0,-179387000.0,-73708000.0,-37348000.0,-6700000.0,9830000.0,-29705000.0,-5900000.0,-5900000.0,-4000000.0
,netIncomeRatio,0.0262204711865337,0.181103716091349,-0.0102360611097141,-0.0771484708431237,-0.0771484708431237,-0.324918932796745,-0.19734455185583,-0.262813835499434,-0.173573531143294,-0.153246454831933,-0.0912806539509537,0.106108526462365,-0.685568556855686,-0.305699481865285,-0.670454545454545,-2.10526315789474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.635520684736091,3.36,-0.15,-0.00087,-0.87,-2.75,-1.27,-1.23,-0.54,-0.51,-0.05569,0.391266,-1.207829,-0.04904,-0.04904,-0.03325
