date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,389523000.0,428413000.0,346639000.0,298276000.0,273957000.0,149555000.0,76436000.0,22881000.0,150245000.0,65871000.0,43857000.0,36102000.0,22216000.0,10464000.0
,costOfRevenue,3136000.0,23875000.0,32751000.0,19097000.0,1868000.0,12000.0,25583000.0,7203000.0,965000.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,386387000.0,404538000.0,313888000.0,279179000.0,272089000.0,149543000.0,50853000.0,15678000.0,149280000.0,65871000.0,43857000.0,36102000.0,22216000.0,10464000.0
,grossProfitRatio,0.991949127522637,0.944271065537227,0.90551842118169,0.935975405329292,0.993181411681395,0.999919761960483,0.665301690302999,0.685197325291727,0.993577157309727,1.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,88062000.0,115044000.0,166503000.0,148228000.0,139492000.0,108746000.0,101890000.0,102378000.0,113474000.0,86093000.0,77454000.0,84892000.0,59809000.0,57246000.0
,GeneralAndAdministrativeExpenses,140003000.0,172450000.0,241291000.0,233123000.0,173281000.0,125247000.0,118333000.0,123228000.0,92538000.0,45920000.0,27169000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,24000.0,514000.0,0.0,0.0,0.0,0.0,661000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,228065000.0,287494000.0,415905000.0,387565000.0,313754000.0,233993000.0,220223000.0,267680000.0,222042000.0,132013000.0,104623000.0,0.0,0.0,0.0
,costAndExpenses,231201000.0,311369000.0,448656000.0,406662000.0,315622000.0,234005000.0,245806000.0,274883000.0,223007000.0,132013000.0,104623000.0,108872000.0,78137000.0,68079000.0
,interestExpense,29478000.0,36602000.0,37724000.0,36370000.0,39153000.0,31096000.0,21166000.0,21002000.0,59000.0,63000.0,196000.0,474000.0,334000.0,263000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3564000.0,5580000.0,8111000.0,6214000.0,981000.0,11630000.0,12331000.0,11729000.0,11325000.0,9999000.0,6161000.0,5250000.0,2849000.0,1731000.0
,EBITDA,161886000.0,122624000.0,-93906000.0,-102172000.0,-40684000.0,-72820000.0,-157039000.0,-240273000.0,-61437000.0,-56143000.0,-54605000.0,-67520000.0,-53072000.0,-55884000.0
,EBITDARatio,0.415600619218891,0.286228475793218,-0.270904312555714,-0.342541806917084,-0.148505057363017,-0.486911169803751,-2.0545161965566,-10.5009833486299,-0.408912110219974,-0.852317408267675,-1.24506920217981,-1.87025649548501,-2.38890889449046,-5.34059633027523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,158322000.0,117044000.0,-102017000.0,-108386000.0,-41665000.0,-84450000.0,-169370000.0,-252002000.0,-72762000.0,-66142000.0,-60766000.0,-72770000.0,-55921000.0,-57615000.0
,operatingIncomeRatio,0.406450966951887,0.273203660953332,-0.294303295359149,-0.363374860867116,-0.152085911292648,-0.564675203102537,-2.21584070333351,-11.0135920632839,-0.484288994642085,-1.00411410180504,-1.38554848712862,-2.01567780178383,-2.51714980194454,-5.50602064220184
,totalOtherIncomeExpensesNet,-21487000.0,-24361000.0,-145618000.0,25708000.0,-2059000.0,-27566000.0,661000.0,0.0,0.0,900000.0,993000.0,-607000.0,-900000.0,600000.0
,incomeBeforeTax,108861000.0,58943000.0,-282368000.0,-116937000.0,-81708000.0,-142669000.0,-189618000.0,-272812000.0,-72624000.0,-64849000.0,-59355000.0,-73608000.0,-55031000.0,-53160000.0
,incomeBeforeTaxRatio,0.279472585700973,0.137584527080177,-0.814588087318507,-0.39204294009575,-0.298251185405009,-0.953956738323694,-2.48074205871579,-11.9230802849526,-0.483370494858398,-0.984484826403121,-1.35337574389493,-2.03888981219877,-2.47708858480375,-5.0802752293578
