Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,335844000.0,89856000.0,3497000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,335844000.0,89856000.0,3497000.0
Receivables,2153000.0,1247000.0,154000.0
Inventories,0.0,0.0,0.0
Total current assets,355517000.0,94221000.0,3978000.0
Property Plant & Equipment Net,5476000.0,2713000.0,184000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,3837000.0,0.0,0.0
Tax assets,10585000.0,871000.0,0.0
Total non-current assets,10525000.0,3073000.0,305000.0
Total assets,366042000.0,97294000.0,4283000.0
Payables,18125000.0,3891000.0,698000.0
Short-term debt,0.0,0.0,1402000.0
Total current liabilities,47905000.0,10755000.0,3815000.0
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,1402000.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,6799000.0,134000.0,22000.0
Total liabilities,54704000.0,10889000.0,3837000.0
Other comprehensive income,3163000.0,4127000.0,-271000.0
Retained earnings (deficit),-290239000.0,-59744000.0,-19657000.0
Total shareholders equity,311338000.0,86405000.0,-16524000.0
Investments,3837000.0,0.0,0.0
Net Debt,,,
Other Assets,,,
Other Liabilities,29780000.0,6864000.0,1715000.0
