date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,740916000.0,576523000.0,537891000.0,481985000.0,423124000.0,339651000.0,263568000.0,185129000.0,117914000.0,73022000.0,43731000.0,29322000.0,19626000.0
,costOfRevenue,227014000.0,149215000.0,144349000.0,142867000.0,135752000.0,109864000.0,77684000.0,53548000.0,34591000.0,21285000.0,14280000.0,8676000.0,6116000.0
,grossProfit,513902000.0,427308000.0,393542000.0,339118000.0,287372000.0,229787000.0,185884000.0,131581000.0,83323000.0,51737000.0,29451000.0,20646000.0,13510000.0
,grossProfitRatio,0.693603593389804,0.741181184445373,0.73163893800045,0.703586211189145,0.679167336289126,0.676538564585413,0.705260122624901,0.710753042473086,0.706642129009278,0.708512503081263,0.673458187555738,0.704112952731737,0.688372567002955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,112945000.0,101151000.0,76981000.0,61975000.0,46977000.0,40991000.0,30618000.0,21260000.0,14886000.0,10149000.0,5602000.0,2791000.0,2724000.0
,GeneralAndAdministrativeExpenses,110637000.0,86491000.0,90749000.0,84589000.0,70956000.0,49877000.0,41802000.0,33572000.0,25912000.0,15122000.0,8555000.0,4329000.0,2564000.0
,SellingAndMarketingExpenses,265516000.0,227733000.0,224635000.0,240271000.0,225631000.0,207026000.0,162552000.0,109737000.0,73563000.0,45773000.0,28134000.0,18886000.0,16914000.0
,otherExpenses,7823000.0,84000.0,-3098000.0,1478000.0,1934000.0,-4016000.0,-2691000.0,-356000.0,40000.0,0.0,0.0,0.0,0.0
,operatingExpenses,489098000.0,415375000.0,392365000.0,386835000.0,343714000.0,298494000.0,235800000.0,165573000.0,115100000.0,71044000.0,42291000.0,26006000.0,22202000.0
,costAndExpenses,716112000.0,564590000.0,536714000.0,529702000.0,479466000.0,408358000.0,313484000.0,219121000.0,149691000.0,92329000.0,56571000.0,34682000.0,28318000.0
,interestExpense,63016000.0,21559000.0,28176000.0,14762000.0,12924000.0,12506000.0,12157000.0,6563000.0,442000.0,902000.0,1113000.0,691000.0,371000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,116986000.0,41599000.0,35260000.0,35377000.0,150000.0,600000.0,828000.0,1004000.0,739000.0,3714000.0,2636000.0,1286000.0,955000.0
