date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,revenue,2929340000.0,2859732000.0,2764761000.0,2469283000.0,2330934000.0,2317149000.0,2597809000.0,2520013000.0,2331036000.0,2337183000.0,2076719000.0,1841616000.0,2071685000.0,1892167000.0,1601385000.0,1380009000.0,1296608000.0,1114689000.0,926691000.0,891986000.0,883481000.0,834300000.0,713500000.0,655400000.0,615800000.0,557500000.0,474300000.0,411500000.0,370300000.0
,costOfRevenue,1842821000.0,1818398000.0,1812961000.0,1604181000.0,1498070000.0,1502650000.0,1755266000.0,1708936000.0,1590365000.0,1568286000.0,1378792000.0,1225670000.0,1411275000.0,1283773000.0,1086269000.0,927585000.0,866865000.0,732038000.0,593723000.0,562814000.0,553642000.0,519700000.0,444600000.0,418100000.0,399700000.0,358400000.0,301500000.0,262500000.0,244900000.0
,grossProfit,1086519000.0,1041334000.0,951800000.0,865102000.0,832864000.0,814499000.0,842543000.0,811077000.0,740671000.0,768897000.0,697927000.0,615946000.0,660410000.0,608394000.0,515116000.0,452424000.0,429743000.0,382651000.0,332968000.0,329172000.0,329839000.0,314600000.0,268900000.0,237300000.0,216100000.0,199100000.0,172800000.0,149000000.0,125400000.0
,grossProfitRatio,0.370909146770262,0.36413691912389,0.344261221856066,0.350345424157539,0.357309130159842,0.351509117454251,0.324328308971137,0.321854292021509,0.317743269516215,0.328984508273421,0.336071948106605,0.33445951816231,0.318779158028368,0.321532930232902,0.321669055224072,0.327841340165173,0.331436332337916,0.343280502454048,0.359308550530867,0.369032697822612,0.373340230293577,0.377082584202325,0.37687456201822,0.362068965517241,0.350925625202988,0.357130044843049,0.364326375711575,0.362089914945322,0.338644342425061
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,500229000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,500229000.0,454617000.0,429955000.0,388281000.0,367562000.0,351461000.0,383909000.0,364747000.0,341634000.0,347629000.0,296861000.0,276989000.0,300846000.0,274196000.0,238907000.0,203389000.0,194366000.0,171604000.0,148348000.0,146137000.0,145000000.0,137500000.0,119300000.0,108400000.0,104300000.0,96200000.0,85700000.0,75800000.0,63300000.0
,SellingAndMarketingExpenses,500229000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-279929000.0,194552000.0,171747000.0,153094000.0,154802000.0,138893000.0,152218000.0,149956000.0,137022000.0,134243000.0,132959000.0,133013000.0,131145000.0,123466000.0,114606000.0,99242000.0,94493000.0,85851000.0,77547000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,720529000.0,649169000.0,601702000.0,541375000.0,522364000.0,490354000.0,536127000.0,514703000.0,478656000.0,481872000.0,429820000.0,410002000.0,431991000.0,397662000.0,353513000.0,302631000.0,288859000.0,257455000.0,225895000.0,227304000.0,215949000.0,206200000.0,173700000.0,158300000.0,152200000.0,139700000.0,124100000.0,107900000.0,89500000.0
,costAndExpenses,2563350000.0,2467567000.0,2414663000.0,2145556000.0,2020434000.0,1993004000.0,2291393000.0,2223639000.0,2069021000.0,2050158000.0,1808612000.0,1635672000.0,1843266000.0,1681435000.0,1439782000.0,1230216000.0,1155724000.0,989493000.0,819618000.0,790118000.0,769591000.0,725900000.0,618300000.0,576400000.0,551900000.0,498100000.0,425600000.0,370400000.0,334400000.0
,interestExpense,33244000.0,35489000.0,32626000.0,40597000.0,35237000.0,34615000.0,21029000.0,20514000.0,18950000.0,17300000.0,14371000.0,16485000.0,18687000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
