date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-145117000.0,53741000.0,42410000.0,69098000.0,57122000.0,60485000.0,25346000.0,-36423000.0,45283000.0,51161000.0,-58983000.0,73500000.0,122404000.0,112065000.0,80509000.0,83150000.0,57007000.0,60504000.0,49279000.0,50528000.0,55815000.0,52900000.0,46500000.0,27800000.0,27300000.0,28500000.0,19500000.0,4500000.0,3900000.0,17600000.0,18800000.0,14200000.0,15000000.0
,depreciationAndAmortization,112958000.0,123418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82157000.0,69180000.0,71758000.0,68470000.0,71644000.0,64466000.0,54990000.0,50525000.0,42400000.0,38100000.0,38200000.0,37800000.0,32500000.0,25700000.0,25400000.0,26000000.0,25200000.0,22800000.0,19400000.0,17300000.0
,deferredIncomeTax,8817000.0,-22924000.0,20010000.0,-4824000.0,9842000.0,28258000.0,14907000.0,-19557000.0,6013000.0,0.0,-39289000.0,21107000.0,1190000.0,-7822000.0,-29462000.0,-8839000.0,-5868000.0,4089000.0,-3311000.0,5665000.0,2245000.0,1000000.0,200000.0,700000.0,4000000.0,-5800000.0,3400000.0,-4400000.0,-800000.0,1800000.0,-400000.0,-2700000.0,0.0
,stockBasedCompensation,6377000.0,10213000.0,14784000.0,15764000.0,13383000.0,8763000.0,11160000.0,13443000.0,11475000.0,12155000.0,13040000.0,10765000.0,7463000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-22895000.0,-202662000.0,160743000.0,17746000.0,39881000.0,11825000.0,54719000.0,-38152000.0,29531000.0,-13825000.0,-25526000.0,24663000.0,78374000.0,77806000.0,-48039000.0,11874000.0,85980000.0,49551000.0,-28017000.0,68362000.0,36451000.0,1200000.0,38500000.0,11400000.0,15300000.0,11700000.0,900000.0,10900000.0,-4100000.0,2900000.0,17400000.0,-4700000.0,0.0
,accountsReceivables,6840000.0,-58947000.0,-4584000.0,-60272000.0,-75756000.0,-32877000.0,3549000.0,12236000.0,9415000.0,0.0,0.0,0.0,100533000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,5136000.0,380000.0,-2120000.0,-7252000.0,308000.0,13367000.0,-6446000.0,-2689000.0,-8558000.0,43000.0,-8214000.0,6326000.0,-10812000.0,-9913000.0,-8368000.0,-1450000.0,-1833000.0,106000.0,-1352000.0,-2999000.0,-2624000.0,-100000.0,-500000.0,1200000.0,-3300000.0,1500000.0,-700000.0,-100000.0,500000.0,-100000.0,-900000.0,-500000.0,0.0
,accountsPayables,-40999000.0,140027000.0,-26732000.0,36716000.0,37731000.0,8363000.0,-12669000.0,-34048000.0,-9472000.0,28960000.0,-1871000.0,-43480000.0,-38956000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,511990000.0,534885000.0,737547000.0,576804000.0,559058000.0,519177000.0,507352000.0,452633000.0,490785000.0,461254000.0,475079000.0,500605000.0,475942000.0,397568000.0,319762000.0,367801000.0,355927000.0,269947000.0,220396000.0,248413000.0,180051000.0,143600000.0,142400000.0,103900000.0,92500000.0,77200000.0,65500000.0,64600000.0,53700000.0,57800000.0,54900000.0,37500000.0,42200000.0
,otherNonCashItems,-40456000.0,0.0,-99417000.0,-16937000.0,-11795000.0,-69313000.0,-37097000.0,-40758000.0,6158000.0,8566000.0,-10610000.0,-1307000.0,67140000.0,11435000.0,24188000.0,0.0,69714000.0,0.0,0.0,0.0,0.0,100000.0,-200000.0,0.0,-100000.0,100000.0,0.0,3300000.0,0.0,0.0,0.0,100000.0,0.0
,netCashProvidedByOperatingActivites,268460000.0,111438000.0,86390000.0,146195000.0,73146000.0,66978000.0,43142000.0,5380000.0,91790000.0,92345000.0,29318000.0,64301000.0,257336000.0,234788000.0,259643000.0,146501000.0,148947000.0,77589000.0,104045000.0,124631000.0,74846000.0,100000000.0,96000000.0,63800000.0,58200000.0,68900000.0,48200000.0,33100000.0,32300000.0,50700000.0,36900000.0,37600000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-93253000.0,-18703000.0,-111101000.0,-67695000.0,-90970000.0,-44179000.0,-43428000.0,-43682000.0,-37622000.0,-45035000.0,-37004000.0,-87645000.0,-94135000.0,-118612000.0,-116238000.0,-102829000.0,-89636000.0,-62805000.0,-57415000.0,-65265000.0,-52454000.0,-82000000.0,-52500000.0,-48400000.0,-46100000.0,-36000000.0,-39100000.0,-17900000.0,-17600000.0,-29900000.0,-27400000.0,-20600000.0,0.0
,acquisitionsNet,0.0,-6000000.0,-7000000.0,0.0,0.0,0.0,0.0,-8000000.0,-80000000.0,0.0,0.0,0.0,-14000000.0,-105000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-9996000.0,0.0,-9952000.0,-124543000.0,-129685000.0,-104971000.0,-64975000.0,-74924000.0,-124596000.0,-159510000.0,-137534000.0,-118325000.0,-79630000.0,-152954000.0,-233868000.0,-96877000.0,-96975000.0,-190957000.0,-494633000.0,-139092000.0,-84671000.0,-98100000.0,-91100000.0,-27400000.0,-45600000.0,-56300000.0,-54200000.0,-49800000.0,-100000.0,-8700000.0,-19800000.0,0.0,0.0
