date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY
,revenue,653163000.0,684016000.0,497002000.0,281937000.0,252965000.0,228621000.0,190935000.0,167012000.0,140892000.0,99984000.0
,costOfRevenue,503893000.0,517746000.0,376660000.0,206899000.0,186145000.0,168192000.0,140141000.0,123412000.0,110849000.0,83730000.0
,grossProfit,149270000.0,166270000.0,120342000.0,75038000.0,66820000.0,60429000.0,50794000.0,43600000.0,30043000.0,16254000.0
,grossProfitRatio,0.228534071893233,0.243079109260602,0.242135846535829,0.266151657994517,0.264147214041468,0.264319550697443,0.266027705763742,0.261059085574689,0.213234250347784,0.16256601056169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,39912000.0,44256000.0,31359000.0,24783000.0,21256000.0,19809000.0,39974000.0,14177000.0,8307000.0,6194000.0
,SellingAndMarketingExpenses,17917000.0,17946000.0,13718000.0,8619000.0,7475000.0,7007000.0,6098000.0,4937000.0,4071000.0,3621000.0
,otherExpenses,2310000.0,149000.0,24705000.0,10789000.0,76000.0,1650000.0,9000.0,10000.0,52000.0,11000.0
,operatingExpenses,63960000.0,68158000.0,50275000.0,35600000.0,30916000.0,29279000.0,51249000.0,0.0,0.0,0.0
,costAndExpenses,567853000.0,585904000.0,426935000.0,242499000.0,217061000.0,197471000.0,191390000.0,147704000.0,128405000.0,98723000.0
,interestExpense,3888000.0,6464000.0,5385000.0,1559000.0,3884000.0,954000.0,2962000.0,1334000.0,1433000.0,1815000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6131000.0,5956000.0,5198000.0,2198000.0,2185000.0,2463000.0,5177000.0,5178000.0,5178000.0,5178000.0
,EBITDA,91441000.0,104068000.0,75265000.0,41636000.0,38089000.0,33613000.0,4722000.0,24486000.0,17665000.0,6439000.0
,EBITDARatio,0.139997213559249,0.152142639938247,0.151438022382204,0.147678382049891,0.150570236989307,0.14702498895552,0.0247309293738707,0.146612219481235,0.125379723476138,0.0644003040486478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,85310000.0,98112000.0,70067000.0,39438000.0,35904000.0,31150000.0,-455000.0,19308000.0,12487000.0,1261000.0
,operatingIncomeRatio,0.130610582657009,0.143435241280906,0.140979311954479,0.139882314134009,0.141932678433775,0.136251700412473,-0.00238300992484353,0.115608459272388,0.0886281690940579,0.0126120179228677
,totalOtherIncomeExpensesNet,2310000.0,149000.0,24705000.0,10789000.0,76000.0,1650000.0,9000.0,10000.0,52000.0,11000.0
,incomeBeforeTax,83732000.0,91797000.0,89387000.0,48668000.0,32096000.0,31846000.0,-3408000.0,17984000.0,11106000.0,-543000.0
,incomeBeforeTaxRatio,0.128194646665534,0.134203001099389,0.179852394960181,0.172620124354022,0.126879212539284,0.139296040171288,-0.0178490062063006,0.107680885205853,0.0788263350651563,-0.00543086893903025
,incomeTaxExpense,19076000.0,22096000.0,58418000.0,17593000.0,11801000.0,8663000.0,-2220000.0,2796000.0,0.0,0.0
,netIncome,61562000.0,66066000.0,27613000.0,28358000.0,18042000.0,14661000.0,-4676000.0,5347000.0,0.0,-543000.0
,netIncomeRatio,0.0942521238955667,0.09658545998924,0.0555591325588227,0.100582754303266,0.0713221196608226,0.0641279672471033,-0.0244900096891612,0.0320156635451345,0.0,-0.00543086893903025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.98,3.17,1.37,1.59,1.01,0.931890742818177,-0.422624,0.53,0.0,-0.054137
,EPSDiluted,2.95,3.15,1.36,1.58,1.0,0.931388300299256,-0.422624,0.53,0.0,-0.054137
,weightedAverageShsOut,20662750.0,20832445.0,20179381.0,17846894.0,17934580.0,15732531.0,11064201.0,10030078.0,10030078.0,10030078.0
,weightedAverageShsOutDil,20852361.0,20966539.0,20281210.0,17951332.0,17985427.0,15741018.0,11064201.0,10030078.0,10030078.0,10030078.0
