date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,2375439000.0,3108400000.0,3629293000.0,3618126000.0,3472891000.0,3342804000.0,3243987000.0,3090542000.0,2880902000.0,2853509000.0,2414100000.0,1945259000.0,2594577000.0,2511153000.0,2164262000.0,1827440000.0
,costOfRevenue,2227892000.0,2749278000.0,3075737000.0,2946828000.0,2808049000.0,2755691000.0,2734558000.0,2617804000.0,2442014000.0,2402920000.0,2004600000.0,1678953000.0,2260063000.0,2114039000.0,1832027000.0,1550265000.0
,grossProfit,147547000.0,359122000.0,553556000.0,671298000.0,664842000.0,587113000.0,509429000.0,472738000.0,438888000.0,450589000.0,409600000.0,266306000.0,334514000.0,397114000.0,332235000.0,277175000.0
,grossProfitRatio,0.0621135714282707,0.115532749967829,0.152524472397241,0.185537485427539,0.191437623582197,0.175634886161438,0.157037928943612,0.152962813642397,0.152343953386821,0.157906983997597,0.169669856261133,0.136900022053619,0.128928145127317,0.158140105361959,0.15350960281149,0.15167392636694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,263795000.0,318315000.0,314805000.0,349496000.0,359782000.0,329922000.0,301724000.0,293446000.0,281268000.0,0.0,159534000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,263611000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92166000.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-375000.0,-231000.0,-1195000.0,1711000.0,-5900000.0,-44000.0,903000.0,3600000.0,3316000.0,0.0,-21156000.0,0.0,0.0,0.0,0.0,0.0
