date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,638075000.0,1017354000.0,1088133000.0,670627000.0,694444000.0,1099977000.0,1819609000.0,2670163000.0,4413088000.0,3479180000.0,2411984000.0,2108250000.0,2948457000.0,2088235000.0,1923357000.0,1531636000.0,971012000.0,723681000.0,616848000.0,671205000.0,304549000.0,154330000.0,359034000.0
,costOfRevenue,660348000.0,802589000.0,834513000.0,520755000.0,526770000.0,785698000.0,1205884000.0,1662710000.0,3292969000.0,2599267000.0,1874294000.0,1640198000.0,2234974000.0,1602213000.0,1467988000.0,1206187000.0,774638000.0,573114000.0,487053000.0,537446000.0,217601000.0,119275000.0,287787000.0
,grossProfit,-22273000.0,214765000.0,253620000.0,149872000.0,167674000.0,314279000.0,613725000.0,1007453000.0,1120119000.0,879913000.0,537690000.0,468052000.0,713483000.0,486022000.0,455369000.0,325449000.0,196374000.0,150567000.0,129795000.0,133759000.0,86948000.0,35055000.0,71247000.0
,grossProfitRatio,-0.0349065548720762,0.211101543808743,0.233078125560019,0.223480414597086,0.241450714528457,0.28571415584144,0.337283998925044,0.377300187291937,0.253817508284448,0.25290815651964,0.222924364340725,0.222009723704494,0.241985214639386,0.232742962358164,0.23675739865246,0.212484558994435,0.202236429621879,0.208057141198954,0.210416504552175,0.199281888543738,0.285497571819313,0.227143134840925,0.19844081619011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,94102000.0,122932000.0,138070000.0,114816000.0,124033000.0,132664000.0,169432000.0,214433000.0,203651000.0,182434000.0,150865000.0,139293000.0,143080000.0,118421000.0,107216000.0,84672000.0,64810000.0,57710000.0,51791000.0,50024000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,13880000.0,5089000.0,3139000.0,775000.0,902000.0,1446000.0,2704000.0,5325000.0,10211000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,93564000.0,244248000.0,259496000.0,223744000.0,236957000.0,259273000.0,303470000.0,495159000.0,436339000.0,372390000.0,275149000.0,254795000.0,244098000.0,201010000.0,168682000.0,130888000.0,101258000.0,85400000.0,75235000.0,78063000.0,0.0,0.0,0.0
,costAndExpenses,753912000.0,1046837000.0,1094009000.0,744499000.0,763727000.0,1044971000.0,1509354000.0,2157869000.0,3729308000.0,2971657000.0,2149443000.0,1894993000.0,2479072000.0,1803223000.0,1636670000.0,1337075000.0,875896000.0,658514000.0,562288000.0,615509000.0,276731000.0,154570000.0,333201000.0
,interestExpense,14259000.0,17898000.0,19314000.0,4674000.0,5343000.0,6427000.0,17173000.0,75902000.0,68922000.0,57506000.0,16274000.0,15266000.0,17530000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,98543000.0,123319000.0,123530000.0,107667000.0,118720000.0,131257000.0,124776000.0,276444000.0,230098000.0,188147000.0,124202000.0,118108000.0,102604000.0,70703000.0,54340000.0,46704000.0,35988000.0,27905000.0,23312000.0,28039000.0,21314000.0,7476000.0,0.0
,EBITDA,-17294000.0,93836000.0,117654000.0,33795000.0,49437000.0,186263000.0,435031000.0,788738000.0,913878000.0,695670000.0,386743000.0,331365000.0,571989000.0,355715000.0,341027000.0,241265000.0,131104000.0,93072000.0,77872000.0,83735000.0,49132000.0,7236000.0,25833000.0
,EBITDARatio,-0.0271033969360969,0.0922353477747175,0.108124650203606,0.0503931395544766,0.0711893255611684,0.169333540610395,0.239079384637029,0.295389457497539,0.207083565974664,0.199952287608,0.160342274243942,0.157175382426183,0.193996046067485,0.170342418358087,0.177308216831301,0.157521108148411,0.135017898851919,0.128609152375149,0.126241797006718,0.124753242303022,0.161327077087759,0.0468865418259574,0.0719514029311987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-115837000.0,-29483000.0,-5876000.0,-73872000.0,-69283000.0,55006000.0,310255000.0,512294000.0,683780000.0,507523000.0,262541000.0,213257000.0,469385000.0,285012000.0,286687000.0,194561000.0,95116000.0,65167000.0,54560000.0,55696000.0,27818000.0,-240000.0,25833000.0
,operatingIncomeRatio,-0.181541354856404,-0.0289800796969393,-0.00540007517463398,-0.110153632347042,-0.0997675838512537,0.0500065001359119,0.170506410992691,0.191858699262929,0.154943658499445,0.145874315212205,0.108848566159643,0.101153563381952,0.159196827357496,0.136484638941498,0.149055531552385,0.127028223416007,0.0979555350500303,0.0900493449461849,0.088449666692605,0.0829791196430301,0.0913416231870733,-0.00155510918162379,0.0719514029311987
,totalOtherIncomeExpensesNet,-404623000.0,-193608000.0,3139000.0,775000.0,902000.0,1446000.0,-97298000.0,-2404000.0,10454000.0,3352000.0,-6390000.0,-92662000.0,-76357000.0,17940000.0,24717000.0,1862000.0,496000.0,1243000.0,731000.0,88000.0,158000.0,-3757000.0,115000.0
,incomeBeforeTax,-534329000.0,-240727000.0,-21732000.0,-77412000.0,-73325000.0,50568000.0,196344000.0,436341000.0,626895000.0,455069000.0,240628000.0,105709000.0,379059000.0,300358000.0,301647000.0,182507000.0,88768000.0,58654000.0,51029000.0,45514000.0,12224000.0,-10841000.0,10647000.0
,incomeBeforeTaxRatio,-0.837407828233358,-0.236620684638779,-0.0199718232973359,-0.1154322745729,-0.105588067576363,0.0459718703209249,0.107904500362441,0.163413619318371,0.142053591498742,0.130797774188171,0.0997635141858321,0.0501406379698802,0.128561820640423,0.143833428708934,0.156833598754677,0.119158207302518,0.0914180257298571,0.0810495232015211,0.0827254039893134,0.0678093875939542,0.0401380401840098,-0.0702455776582648,0.0296545731044971
,incomeTaxExpense,-65946000.0,-8919000.0,-2627000.0,7438000.0,-26939000.0,22197000.0,69117000.0,119992000.0,177047000.0,131647000.0,72023000.0,46097000.0,156349000.0,96986000.0,104013000.0,60694000.0,29406000.0,14222000.0,11357000.0,2054000.0,10776000.0,1145000.0,9745000.0
,netIncome,-468383000.0,-231808000.0,-19105000.0,-84850000.0,-46390000.0,28597000.0,179003000.0,421258000.0,448609000.0,322453000.0,168018000.0,59114000.0,222710000.0,203372000.0,197634000.0,121813000.0,59362000.0,44432000.0,39676000.0,42676000.0,1448000.0,-18628000.0,0.0
,netIncomeRatio,-0.734056341339184,-0.22785382472571,-0.0175575963600038,-0.126523387814687,-0.0668016427530514,0.0259978163179776,0.0983744309903941,0.157764900494839,0.101654215823478,0.0926807466127076,0.0696596660674366,0.0280393691450255,0.0755344235985127,0.0973894221675242,0.102754714803336,0.0795312985591877,0.0611341569414178,0.06139721783493,0.064320545742225,0.0635811711772111,0.00475457151394357,-0.120702390980367,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-7.88802438572559,-3.9,-0.33,-1.69,-0.92,0.568879428673735,3.33,7.58,8.47,6.3,3.34,1.19,4.49,4.11,3.99,2.47,1.2,0.92,0.82,0.94,0.05,-0.89,0.17
,EPSDiluted,-7.88802438572559,-3.9,-0.33,-1.69,-0.92,0.568133505513063,3.31,7.53,8.1,5.86,3.19,1.18,4.33,3.99,3.89,2.41,1.19,0.9,0.81,0.93,0.04,-0.89,0.17
,weightedAverageShsOut,59379000.0,59379000.0,58712000.0,50139000.0,50174000.0,50269000.0,52862000.0,55572000.0,52959000.0,51163000.0,50238000.0,49625000.0,49622000.0,49500000.0,49519000.0,49344000.0,49329000.0,48529000.0,48286000.0,45263000.0,24482000.0,22362000.0,22414000.0
,weightedAverageShsOutDil,59379000.0,59379000.0,58712000.0,50139000.0,50174000.0,50335000.0,53151000.0,55930000.0,55384000.0,55007000.0,52700000.0,50219000.0,51414000.0,50911000.0,50773000.0,50479000.0,50027000.0,49215000.0,48890000.0,46045000.0,26471000.0,22362000.0,22435000.0
