date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-12-30_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-276852000.0,-356388000.0,-348995000.0,-284002000.0,-200042000.0,-200042000.0,-132118000.0,-68926000.0,-59633000.0,-48785000.0,-44412000.0,-54936000.0,-6567000.0,-39355000.0,-41167000.0,-46344910.0,-19972289.0
,depreciationAndAmortization,8846000.0,4775000.0,4216000.0,3593000.0,3242000.0,3242000.0,1833000.0,1547000.0,1719000.0,1705000.0,1585000.0,2058000.0,2132000.0,1493000.0,1237000.0,952452.0,667383.0
,deferredIncomeTax,-155000.0,-1415000.0,0.0,-167305000.0,-3742000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,49151000.0,44430000.0,29260000.0,23101000.0,17504000.0,17504000.0,9972000.0,6008000.0,6177000.0,6191000.0,8679000.0,6186000.0,7787000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-32064000.0,-73710000.0,143046000.0,92820000.0,229105000.0,-142985000.0,8593000.0,56575000.0,-17557000.0,47982000.0,-46066000.0,24165000.0,-40916000.0,-37038000.0,50988000.0,6970049.0,788612.0
,accountsReceivables,-11219000.0,-11114000.0,-13294000.0,-7725000.0,-1419000.0,-1419000.0,0.0,1083000.0,2466000.0,1818000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-4639000.0,-5114000.0,-4205000.0,-897000.0,-3651000.0,-3651000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,7131000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,3170000.0,391261000.0,464971000.0,321925000.0,229105000.0,0.0,142985000.0,134392000.0,77817000.0,95374000.0,47392000.0,93458000.0,69293000.0,110209000.0,147247000.0,264401.0,-491202.0
,otherNonCashItems,5037000.0,46318000.0,14276000.0,-224619000.0,14125000.0,0.0,4884000.0,314000.0,1988000.0,0.0,-2764000.0,1410000.0,0.0,6446000.0,4134000.0,4533619.0,391945.0
,netCashProvidedByOperatingActivites,-233290000.0,-250416000.0,-299955000.0,-215485000.0,-150534000.0,-150534000.0,-100139000.0,-51669000.0,-45794000.0,-33744000.0,-49422000.0,-13983000.0,-43371000.0,-36863000.0,15192000.0,-33888790.0,-18124349.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-4526000.0,-5951000.0,-5951000.0,-4817000.0,-238000.0,-695000.0,-4324000.0,-1420000.0,-384000.0,-1807000.0,-2667000.0,-669000.0,-2031477.0,-3040442.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-141000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-365178000.0,-383882000.0,-578394000.0,-490468000.0,-219932000.0,0.0,-289595000.0,-162752000.0,-56559000.0,-118459000.0,-50602000.0,-113660000.0,-98173000.0,-153687000.0,-200743000.0,-62013520.0,-16989847.0
,salesMaturitiesOfInvestments,354826000.0,499047000.0,463502000.0,323753000.0,221374000.0,0.0,290129000.0,55914000.0,83337000.0,83352000.0,98474000.0,94602000.0,131848000.0,178100000.0,126370000.0,37441039.0,3092620.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,1442000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-13579000.0,95153000.0,-121200000.0,-171241000.0,-4509000.0,-4509000.0,-145343000.0,-107076000.0,26083000.0,-39431000.0,46452000.0,-19442000.0,31868000.0,21746000.0,-75042000.0,-26603958.0,-16937669.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-155325000.0,-420000.0,-334000.0,-308000.0,-80193000.0,-80193000.0,-15291000.0,-299000.0,-398000.0,-1342000.0,-1293000.0,-1565000.0,-1049000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,188994000.0,294584000.0,243037000.0,97068000.0,97068000.0,243042000.0,135805000.0,15000000.0,80195000.0,0.0,45214000.0,0.0,530000.0,92753000.0,63620270.0,40415043.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,19875000.0,0.0,-10000000.0,-18450000.0,255840000.0,0.0,0.0,-110000.0,0.0,0.0,0.0,0.0,0.0,546000.0,3430655.0,1111787.0
,netCashUsedProvidedByFinancingActivities,262858000.0,217502000.0,450775000.0,247434000.0,272715000.0,272715000.0,290893000.0,139179000.0,29380000.0,81478000.0,-934000.0,43658000.0,2769000.0,-998000.0,91911000.0,66170178.0,41254133.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3830000.0,1729000.0,1518000.0,1326000.0,-131000.0,-131000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
