date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,121173000.0,274773000.0,366284000.0,300293000.0,275628000.0,193720000.0,89002000.0,-93534000.0,-122567000.0,67508000.0,-321387000.0
,depreciationAndAmortization,335583000.0,313607000.0,325679000.0,345394000.0,349572000.0,370178000.0,396700000.0,398900000.0,459554000.0,416022000.0,332877000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-687000.0,0.0,-8952000.0
,stockBasedCompensation,10951000.0,12661000.0,9378000.0,10477000.0,11569000.0,23331000.0,9452000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-31253000.0,-33207000.0,-9807000.0,48532000.0,41984000.0,73642000.0,-43056000.0,-62521000.0,9745000.0,-250165000.0,-3173000.0
,accountsReceivables,0.0,0.0,-12312000.0,-26458000.0,1566000.0,1829000.0,-5347000.0,-17055000.0,-11793000.0,7929000.0,15115000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-22560000.0,-241460000.0,-208253000.0,-198446000.0,-246978000.0,-288962000.0,-362604000.0,-319548000.0,-257027000.0,-266772000.0,-16607000.0
,otherNonCashItems,-6457000.0,11629000.0,7453000.0,4159000.0,-3607000.0,-9405000.0,-12047000.0,-11307000.0,-15042000.0,-4619000.0,13694000.0
,netCashProvidedByOperatingActivites,443101000.0,528672000.0,541689000.0,551941000.0,567195000.0,534025000.0,479210000.0,331990000.0,268847000.0,173839000.0,308895000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-165794000.0,-184576000.0,671819000.0,-62603000.0,-136357000.0,-187906000.0,-207843000.0,-97844000.0,-132604000.0,-61756000.0,-36806000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1336000000.0,0.0
,purchasesOfInvestments,-22565000.0,-37781000.0,-33096000.0,-28263000.0,-46325000.0,-24278000.0,-23123000.0,-12737000.0,-22116000.0,-23937000.0,-16112000.0
,salesMaturitiesOfInvestments,21110000.0,50293000.0,30880000.0,25623000.0,43647000.0,21441000.0,25197000.0,15538000.0,19608000.0,20506000.0,10355000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-9733000.0,1675000.0,4483000.0,8108000.0,16266000.0,-9552000.0,-21271000.0
,netCashUsedForInvestingActivites,-167249000.0,-172064000.0,669603000.0,-52874000.0,-151614000.0,-189068000.0,-200832000.0,-86367000.0,-118702000.0,-1405873000.0,-43712000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1160000000.0,-1086000000.0,-1524717000.0,-1827575000.0,-1754471000.0,-2240593000.0,-1806288000.0,-3617039000.0,-530342000.0,-2798845000.0,-1294133000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893860000.0,0.0,1742426000.0,0.0
,commonStockRepurchased,-25007000.0,-14563000.0,-104700000.0,-5872000.0,0.0,0.0,0.0,-1250000.0,0.0,0.0,0.0
,dividendsPaid,-170397000.0,-334895000.0,-333411000.0,-317389000.0,-295205000.0,-268281000.0,-173147000.0,-47442000.0,-19209000.0,-137000.0,0.0
,otherFinancingActivites,-34740000.0,-7294000.0,-56598000.0,-12525000.0,-14350000.0,-29473000.0,-71606000.0,-54221000.0,-15102000.0,484874000.0,-245990000.0
,netCashUsedProvidedByFinancingActivities,72712000.0,-385850000.0,-1271304000.0,-491159000.0,-433707000.0,-336024000.0,-331698000.0,-234806000.0,-204653000.0,1133318000.0,-130686000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,348564000.0,-29242000.0,-60012000.0,7908000.0,-18126000.0,8933000.0,-53320000.0,10817000.0,-54508000.0,-98716000.0,134497000.0
,cashAtEndOfPeriod,370087000.0,21523000.0,50765000.0,110777000.0,51402000.0,69528000.0,60595000.0,113915000.0,103098000.0,205806000.0,304522000.0
,cashAtBeginningOfPeriod,21523000.0,50765000.0,110777000.0,102869000.0,69528000.0,60595000.0,113915000.0,103098000.0,157606000.0,304522000.0,170025000.0
,operatingCashFlow,443101000.0,528672000.0,541689000.0,551941000.0,567195000.0,534025000.0,479210000.0,331990000.0,268847000.0,173839000.0,308895000.0
,capitalExpenditure,0.0,-184576000.0,671819000.0,-62603000.0,-136357000.0,-187906000.0,-207843000.0,-97844000.0,-132604000.0,-61756000.0,-36806000.0
,freeCashFlow,443101000.0,528672000.0,541689000.0,551941000.0,567195000.0,534025000.0,479210000.0,331990000.0,268847000.0,173839000.0,308895000.0
