date,,2020-08-29_FY,2019-08-31_FY,2018-08-25_FY,2017-08-26_FY,2016-08-27_FY,2015-08-29_FY,2014-08-30_FY,2013-08-31_FY,2012-08-25_FY,2011-08-27_FY,2010-08-28_FY,2009-08-29_FY,2008-08-30_FY,2007-08-25_FY,2006-08-26_FY,2005-08-27_FY,2004-08-28_FY,2003-08-30_FY,2002-08-31_FY,2001-08-25_FY,2000-08-26_FY,1999-08-28_FY,1998-08-29_FY,1997-08-30_FY,1996-08-31_FY,1995-08-31_FY,1994-08-31_FY,1993-08-31_FY,1992-08-31_FY,1991-08-31_FY,1990-08-31_FY
,revenue,12631967000.0,11863743000.0,11221077000.0,10888676000.0,10635676000.0,10187340000.0,9475000000.0,9147530000.0,8604000000.0,8073000000.0,7363000000.0,6817000000.0,6523000000.0,6170000000.0,5948000000.0,5711000000.0,5637000000.0,5457000000.0,5325510000.0,4818000000.0,4483000000.0,4116000000.0,3243000000.0,2691000000.0,2242600000.0,1808100000.0,1508000000.0,1216800000.0,1002300000.0,818000000.0,671700000.0
,costOfRevenue,5861214000.0,5498742000.0,5247331000.0,5149056000.0,5026940000.0,4860309000.0,4540000000.0,4406595000.0,4172000000.0,3954000000.0,3651000000.0,3400000000.0,3255000000.0,3106000000.0,3010000000.0,2918000000.0,2880000000.0,2942000000.0,2950123000.0,2805000000.0,2602000000.0,2385000000.0,1890000000.0,1559000000.0,1244100000.0,1008700000.0,853000000.0,710600000.0,589300000.0,481800000.0,408500000.0
,grossProfit,6770753000.0,6365001000.0,5973746000.0,5739620000.0,5608736000.0,5327031000.0,4935000000.0,4740935000.0,4432000000.0,4119000000.0,3712000000.0,3417000000.0,3268000000.0,3064000000.0,2938000000.0,2793000000.0,2757000000.0,2515000000.0,2375387000.0,2013000000.0,1880000000.0,1731000000.0,1353000000.0,1132000000.0,998500000.0,799400000.0,655000000.0,506200000.0,413000000.0,336200000.0,263200000.0
,grossProfitRatio,0.536001479421218,0.536508671841593,0.532368327924316,0.527118264883628,0.527351152855728,0.522906960992762,0.520844327176781,0.518274878573779,0.515109251510925,0.510219249349684,0.504142333288062,0.501246882793017,0.500996474015024,0.496596434359805,0.49394754539341,0.489056207319209,0.489089941458222,0.460875939160711,0.446039346466348,0.417808219178082,0.419362034351996,0.420553935860058,0.417206290471785,0.420661464139725,0.445242129670918,0.442121564072784,0.434350132625995,0.416009204470743,0.41205227975656,0.411002444987775,0.391841595950573
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,4353074000.0,4148864000.0,3817806000.0,3336500000.0,3250944000.0,3373980000.0,3105000000.0,2967837000.0,2803000000.0,2625000000.0,2392000000.0,2240000000.0,2144000000.0,2009000000.0,1929000000.0,1817000000.0,1758000000.0,1597000000.0,1604379000.0,1499000000.0,1368000000.0,1298000000.0,971000000.0,811000000.0,666100000.0,523400000.0,431200000.0,344100000.0,295700000.0,247400000.0,205600000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,4353074000.0,4148864000.0,4162890000.0,3659551000.0,3548341000.0,3373980000.0,3105000000.0,2967837000.0,2803000000.0,2624000000.0,2392000000.0,2241000000.0,2144000000.0,2009000000.0,1928000000.0,1817000000.0,1758000000.0,1597000000.0,1604379000.0,1625000000.0,1369000000.0,1298000000.0,971000000.0,811000000.0,729600000.0,571700000.0,464300000.0,365400000.0,309400000.0,256900000.0,213900000.0
,costAndExpenses,10214288000.0,9647606000.0,9410221000.0,8808607000.0,8575281000.0,8234289000.0,7645000000.0,7374432000.0,6975000000.0,6578000000.0,6043000000.0,5641000000.0,5399000000.0,5115000000.0,4938000000.0,4735000000.0,4638000000.0,4539000000.0,4554502000.0,4430000000.0,3971000000.0,3683000000.0,2861000000.0,2370000000.0,1973700000.0,1580400000.0,1317300000.0,1076000000.0,898700000.0,738700000.0,622400000.0
,interestExpense,-201165000.0,192200000.0,181668000.0,159329000.0,150961000.0,153007000.0,170400000.0,187021000.0,178547000.0,-171000000.0,-159000000.0,-142316000.0,-116745000.0,-119116000.0,-107889000.0,-102443000.0,-93000000.0,-84790000.0,0.0,-101000000.0,-77000000.0,-45000000.0,-18000000.0,-9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,408196000.0,369957000.0,345084000.0,323051000.0,297397000.0,269919000.0,251300000.0,227251000.0,211800000.0,196200000.0,192100000.0,180400000.0,169500000.0,159400000.0,139500000.0,135600000.0,106900000.0,109700000.0,118255000.0,131400000.0,126800000.0,128500000.0,96600000.0,77900000.0,63500000.0,48300000.0,33100000.0,21300000.0,13700000.0,9500000.0,8300000.0
,EBITDA,2825875000.0,2586094000.0,2155940000.0,2403120000.0,2357792000.0,2222970000.0,2081300000.0,2000349000.0,1840800000.0,1691200000.0,1511100000.0,1356400000.0,1293500000.0,1214400000.0,1149500000.0,1111600000.0,1105900000.0,1027700000.0,889263000.0,519400000.0,638800000.0,561500000.0,478600000.0,398900000.0,332400000.0,276000000.0,223800000.0,162100000.0,117300000.0,88800000.0,57600000.0
,EBITDARatio,0.223708231663366,0.217982975524672,0.192133072431461,0.220699008768376,0.221687084112002,0.218209071259033,0.219662269129288,0.218676407729737,0.2139470013947,0.20948841818407,0.20522884693739,0.198973155346927,0.198298328989729,0.196823338735818,0.193258238063215,0.194641919103484,0.196185914493525,0.188326919552868,0.166981753860194,0.107804068078041,0.142493865714923,0.136418853255588,0.147579401788467,0.148234856930509,0.148220815125301,0.152646424423428,0.14840848806366,0.133218277449047,0.117030829093086,0.108557457212714,0.0857525681107637
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2417679000.0,2216137000.0,1810856000.0,2080069000.0,2060395000.0,1953051000.0,1830000000.0,1773098000.0,1629000000.0,1495000000.0,1319000000.0,1176000000.0,1124000000.0,1055000000.0,1010000000.0,976000000.0,999000000.0,918000000.0,771008000.0,388000000.0,512000000.0,433000000.0,382000000.0,321000000.0,268900000.0,227700000.0,190700000.0,140800000.0,103600000.0,79300000.0,49300000.0
,operatingIncomeRatio,0.191393707725804,0.18679914087822,0.161379874676914,0.191030479738767,0.193724874657709,0.191713538568458,0.193139841688654,0.193833526645991,0.189330543933054,0.185185185185185,0.179138937932908,0.172509901716297,0.172313352751801,0.170988654781199,0.169804976462677,0.170898266503239,0.177221926556679,0.168224299065421,0.144776368836036,0.0805313408053134,0.114209234887352,0.105199222546161,0.117792167745914,0.119286510590858,0.119905466868813,0.125933300149328,0.126458885941645,0.115713346482577,0.103362266786391,0.0969437652811736,0.0733958612475808
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1900000.0,600000.0,2200000.0,2500000.0,800000.0,0.0,0.0
,incomeBeforeTax,2216514000.0,2031333000.0,1636329000.0,1925489000.0,1912714000.0,1802612000.0,1663000000.0,1587683000.0,1453000000.0,1324000000.0,1161000000.0,1034000000.0,1007000000.0,936000000.0,902000000.0,873000000.0,906000000.0,833000000.0,691148000.0,287000000.0,435000000.0,388000000.0,364000000.0,313000000.0,267000000.0,228300000.0,193000000.0,143200000.0,104500000.0,72100000.0,38300000.0
,incomeBeforeTaxRatio,0.175468634457326,0.171221932235046,0.145826376559042,0.176834079735681,0.179839438508657,0.176946288236183,0.175514511873351,0.173564120587743,0.168874941887494,0.164003468351294,0.157680293358685,0.151679624468241,0.154376820481374,0.151701782820097,0.151647612642905,0.152862896165295,0.160723789249601,0.152647975077882,0.129780621949823,0.0595682855956829,0.0970332366718715,0.0942662779397473,0.112241751464693,0.116313638052768,0.119058235976099,0.126265140202422,0.127984084880637,0.117685733070348,0.104260201536466,0.0881418092909535,0.0570195027542057
,incomeTaxExpense,483542000.0,414112000.0,298793000.0,644620000.0,671707000.0,642371000.0,592970000.0,571203000.0,522613000.0,475272000.0,422194000.0,377000000.0,366000000.0,340000000.0,333000000.0,302000000.0,340000000.0,315000000.0,263000000.0,112000000.0,168000000.0,143000000.0,136000000.0,118000000.0,99800000.0,89500000.0,76600000.0,56300000.0,41200000.0,28100000.0,15000000.0
,netIncome,1732972000.0,1617221000.0,1337536000.0,1280869000.0,1241007000.0,1160241000.0,1070000000.0,1016480000.0,930000000.0,849000000.0,738000000.0,657000000.0,642000000.0,596000000.0,569000000.0,571000000.0,566000000.0,518000000.0,428148000.0,176000000.0,268000000.0,245000000.0,228000000.0,195000000.0,167200000.0,138800000.0,116400000.0,86900000.0,63300000.0,44000000.0,23300000.0
,netIncomeRatio,0.13718940209391,0.136316253647774,0.119198540389661,0.117633126378267,0.116683415327808,0.113890475825878,0.112928759894459,0.111120706901207,0.108089260808926,0.105165366034931,0.100230884150482,0.0963767052955846,0.0984209719454239,0.0965964343598055,0.0956624075319435,0.0999824899317107,0.10040801844953,0.0949239508887667,0.0803956804137069,0.0365296803652968,0.0597813963863484,0.0595238095238095,0.0703052728954672,0.072463768115942,0.0745563185588157,0.0767656656158398,0.0771883289124668,0.0714168310322156,0.0631547440885962,0.0537897310513447,0.0346881048086944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,71.92844,64.78,48.77246,44.06912,40.70477,36.02562,31.47059,28.28,23.25,19.29545,15.06122,11.73214,10.03125,8.51429,7.48684,7.1375,6.5814,5.34021,4.1,1.54386,2.0,1.63333,1.48052,1.27451,1.11,0.93,0.78,0.59,0.43,0.33,0.19
,EPSDiluted,71.92844,63.43,48.77246,44.06912,40.70477,36.02562,31.47059,27.79,23.25,19.29545,15.06122,11.73214,10.03125,8.51429,7.48684,7.1375,6.5814,5.34021,4.0,1.54386,2.0,1.63333,1.48052,1.27451,1.11,0.93,0.78,0.59,0.43,0.33,0.19
,weightedAverageShsOut,23540000.0,24966000.0,26970000.0,28430000.0,29889000.0,31560000.0,33267000.0,35943000.0,38696000.0,42632000.0,48488000.0,55282000.0,63295000.0,69101000.0,75237000.0,78530000.0,86000000.0,94906000.0,104446000.0,114000000.0,134000000.0,150000000.0,154000000.0,153000000.0,151238000.0,149247312.0,149230769.0,147288136.0,147209302.0,133333333.0,122631579.0
,weightedAverageShsOutDil,23540000.0,25498000.0,26970000.0,28430000.0,29889000.0,31560000.0,33267000.0,36581000.0,38696000.0,42632000.0,48488000.0,55282000.0,63295000.0,69101000.0,75237000.0,78530000.0,86000000.0,94906000.0,107111000.0,114000000.0,134000000.0,150000000.0,154000000.0,153000000.0,151238000.0,149247312.0,149230769.0,147288136.0,147209302.0,133333333.0,122631579.0
