date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-04-10_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-6691720000.0,-2540995000.0,2827650000.0,3865440000.0,-411472000.0,3140311000.0,864064000.0,509697000.0,-731143000.0,-466000.0,-525142000.0,1895309000.0,767800000.0,-2492100000.0,547554575.36,101054910.0,625408391.58,691083015.72,214232528.01,-1628448173.34,-25731084.0,366676814.5,212647969.0,121907380.0
,depreciationAndAmortization,4002006000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721428000.0,0.0,0.0,1061400000.0,1264700000.0,1309692600.32,1017735625.0,993379465.68,947853026.68,824653715.25,311610354.6,121323918.9,119974781.81,110925570.7,106442420.0
,deferredIncomeTax,0.0,-1904206000.0,-519830000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-301800000.0,103290986.24,-100656132.5,29682392.88,-138435460.84,-20317367.14,-17833613.16,-37335617.1,5136010.26,5542410.9,-18847920.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,7058972000.0,-279991000.0,-81508000.0,-6403415000.0,-1036369000.0,-608846000.0,-172758000.0,-737894000.0,311142000.0,445432000.0,519969000.0,749855000.0,197700000.0,1688800000.0,942021699.84,-495298715.0,327494022.45,783207763.12,-190525086.12,210353803.5,36919925.4,-97213715.84,-81209541.6,72129540.0
,accountsReceivables,-2187826000.0,895046000.0,130113000.0,-1598392000.0,1007875000.0,-38586000.0,144087000.0,-492851000.0,-625130000.0,365901000.0,365901000.0,186172000.0,-252200000.0,492800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,867817000.0,-1537290000.0,-1351028000.0,862338000.0,-161419000.0,-270351000.0,-927435000.0,-566025000.0,-382465000.0,-382465000.0,-382285000.0,1062400000.0,-681700000.0,28297168.64,-147841960.0,-51467849.58,-384100568.56,-196503158.36,-273504192.3,-12983979.3,-39112843.51,-38363341.4,38179120.0
,accountsPayables,0.0,282445000.0,1343375000.0,-1642649000.0,-4254575000.0,-2205683000.0,-419476000.0,742649000.0,2165530000.0,0.0,1325977000.0,177901000.0,58145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-17583000.0,-316416000.0,181084000.0,775081000.0,116334000.0,-223212000.0,145071000.0,295618000.0,7832682000.0,17322000.0,791264000.0,-1094200000.0,2041900000.0,-7399674.88,-213183892.5,-52366820.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,6013944000.0,3697714000.0,3067024000.0,3328961000.0,2193701000.0,1350945000.0,2737172000.0,0.0,2294800000.0,2300632000.0,23800000.0,166000000.0,-736538283.52,-2132.5,0.0,-5312.08,0.0,0.0,0.0,0.0,0.0,-120820.0
,netCashProvidedByOperatingActivites,0.0,2265275000.0,9250370000.0,2461620000.0,4746292000.0,8125397000.0,3791866000.0,2457791000.0,2571811000.0,2777500000.0,2777500000.0,2720367000.0,1365100000.0,2879300000.0,2393602531.84,404319867.5,1718326145.97,1949514767.72,578156331.13,1520777468.4,225567321.3,324867273.12,405588988.5,292867680.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-2682522000.0,-2706328000.0,-2273197000.0,-2839155000.0,-4057123000.0,-5301778000.0,-5656440000.0,-2792853000.0,-2252491000.0,-2252491000.0,-1689006000.0,-829800000.0,-1404200000.0,-1374286634.24,-950696222.5,-780213558.6,-432413936.16,-213831489.38,-408721776.48,-1674053178.0,-113924273.14,-43148415.4,-79257920.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322000000.0,0.0,0.0,0.0,0.0,0.0,-331000000.0,100000000.0,-103000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-2167000.0,-14683000.0,-4856000.0,0.0,0.0,0.0,-218000.0,0.0,0.0,0.0,-5481000.0,0.0,-1345389443.84,-222161717.5,-33978774.48,-23606883.52,-71410842.67,-401631517.02,0.0,0.0,0.0,-845740.0
,salesMaturitiesOfInvestments,0.0,0.0,83254000.0,450000000.0,38353000.0,2441000.0,344380000.0,715513000.0,0.0,0.0,0.0,256113000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767062656.9,35546494.7,38325564.5,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9985000.0,0.0,0.0,6600000.0,1781000.0,6945000.0,-127700000.0,-885925896.96,-38208002.5,-234951363.78,-549045964.64,-190727048.02,16130959.74,215685934.8,-50102423.55,-243101547.1,32258940.0
,netCashUsedForInvestingActivites,4822000.0,-2666419000.0,-2488317000.0,-2406401000.0,-2840874000.0,-4073506000.0,-4977076000.0,-4954200000.0,-2834307000.0,-2866470000.0,-2866470000.0,-2387581000.0,-842900000.0,-2154700000.0,-3576804491.52,-1210168160.0,-1047345754.56,-1005066784.32,-458540068.1,-768983417.16,-691304586.3,-128480201.99,-247924398.0,-47844720.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,2213220000.0,-22278052000.0,-7405126000.0,-9859593000.0,-5370875000.0,-6597932000.0,-6692638000.0,-7300718000.0,-5493015000.0,0.0,-6042644000.0,-10013753000.0,-2901200000.0,-6517700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
