date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY
,revenue,1294322000.0,1258294000.0,1009780000.0,1024191000.0,1005701000.0,1045977000.0,1016149000.0,864928000.0,666579000.0,465095000.0,418424000.0,405755000.0,417653000.0,366218000.0,347902000.0,313237000.0,292784000.0,277291000.0,282829000.0,299801000.0,303565000.0,354800000.0,289800000.0,215500000.0,159800000.0,114900000.0,74100000.0
,costOfRevenue,622459000.0,617453000.0,430351000.0,452286000.0,444914000.0,472299000.0,454756000.0,343839000.0,225644000.0,134284000.0,129723000.0,127647000.0,170231000.0,140842000.0,110746000.0,84984000.0,82376000.0,86850000.0,91694000.0,116956000.0,95423000.0,99600000.0,89900000.0,68000000.0,53000000.0,37000000.0,32800000.0
,grossProfit,671863000.0,640841000.0,579429000.0,571905000.0,560787000.0,573678000.0,561393000.0,521089000.0,440935000.0,330811000.0,288701000.0,278108000.0,247422000.0,225376000.0,237156000.0,228253000.0,210408000.0,190441000.0,191135000.0,182845000.0,208142000.0,255200000.0,199900000.0,147500000.0,106800000.0,77900000.0,41300000.0
,grossProfitRatio,0.519084895412424,0.509293535533031,0.573817069064549,0.558396822467684,0.557608076356691,0.548461390642433,0.552471143503561,0.602465176292131,0.661489485867392,0.711276190885733,0.689972372521653,0.685408682579389,0.592410445992247,0.615414862185911,0.68167472449138,0.728691055015851,0.718645827640855,0.686791132781086,0.675797036371801,0.609887892301894,0.685658755126579,0.719278466741826,0.689786059351277,0.68445475638051,0.668335419274093,0.677980852915579,0.557354925775978
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,139293000.0,146573000.0,143630000.0,136921000.0,169900000.0,145924000.0,144207000.0,142557000.0,133759000.0,90176000.0,74076000.0,77506000.0,45896000.0,52088000.0,40768000.0,39686000.0,38007000.0,35373000.0,35029000.0,40528000.0,38832000.0,34600000.0,25400000.0,0.0,14500000.0,0.0,0.0
,GeneralAndAdministrativeExpenses,152468000.0,135296000.0,107422000.0,153032000.0,113617000.0,87419000.0,95065000.0,99300000.0,108747000.0,71425000.0,70096000.0,79244000.0,105785000.0,170869000.0,134160000.0,124112000.0,117587000.0,110519000.0,112915000.0,153281000.0,137955000.0,128800000.0,112000000.0,100900000.0,60700000.0,59300000.0,62700000.0
,SellingAndMarketingExpenses,103567000.0,123684000.0,117881000.0,107885000.0,118082000.0,129407000.0,112047000.0,99828000.0,87054000.0,80922000.0,70553000.0,61799000.0,74028000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1116000.0,520000.0,-3724000.0,-2619000.0,4105000.0,26411000.0,-173000.0,-630000.0,-408000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
